time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,ag,前期测量基准重力：,-9.8242
30.333925,0.067067,-0.296856,0.045486,-9.853704,-9.85828,0.001065,-0.00426,0.001065,97886.33,32.72,-0.03408,,
30.401597,0.067672,-0.363888,0.026334,-9.836946,-9.843709,0,-0.005325,0.00426,97886.33,32.72,-0.019509,,
30.468949,0.067352,-0.32319,0.019152,-9.79146,-9.796811,0,-0.005325,0.00213,97878.05,32.71,0.027389,,
30.536142,0.067193,-0.260946,-0.014364,-9.841734,-9.845203,0.00213,-0.00213,0.00213,97882.19,32.72,-0.021003,,
30.605483,0.069341,-0.306432,0.019152,-9.86328,-9.868058,0.00213,-0.005325,0.00426,97890.47,32.72,-0.043858,,
30.676946,0.071463,-0.390222,0.033516,-9.856098,-9.863877,0.001065,-0.00639,0.003195,97886.33,32.71,-0.039677,,
30.747348,0.070402,-0.313614,0.014364,-9.77949,-9.784528,0,-0.005325,0.00426,97873.91,32.72,0.039672,,
30.817721,0.070373,-0.282492,0.007182,-9.848916,-9.852969,-0.001065,-0.005325,0.001065,97886.33,32.71,-0.028769,,
30.884571,0.06685,-0.325584,0.002394,-9.83934,-9.844726,-0.001065,-0.003195,0.001065,97886.33,32.71,-0.020526,,
30.952765,0.068194,-0.368676,-0.014364,-9.808218,-9.815155,0.001065,-0.003195,0.003195,97878.05,32.71,0.009045,,
31.020311,0.067546,-0.284886,0.045486,-9.79146,-9.795709,0.001065,-0.005325,0.00639,97886.33,32.71,0.028491,,
31.087957,0.067646,-0.289674,0.045486,-9.836946,-9.841315,-0.00213,-0.003195,0.001065,97894.62,32.71,-0.017115,,
31.15482,0.066863,-0.375858,-0.009576,-9.832158,-9.839344,-0.001065,-0.00639,0.00426,97873.91,32.72,-0.015144,,
31.221526,0.066706,-0.3591,-0.014364,-9.824976,-9.831547,0.00213,-0.00426,0.001065,97890.47,32.71,-0.007347,,
31.288844,0.067319,-0.294462,0.019152,-9.820188,-9.82462,0.001065,-0.00426,0.00426,97890.47,32.72,-0.00042,,
31.355422,0.066577,-0.327978,0.033516,-9.836946,-9.842469,0.001065,-0.00639,0.003195,97890.47,32.72,-0.018269,,
31.423127,0.067706,-0.325584,0.038304,-9.836946,-9.842407,0.001065,-0.00426,0.001065,97878.05,32.72,-0.018207,,
31.490899,0.067772,-0.32319,0.014364,-9.810612,-9.815944,0.001065,-0.00639,0.00426,97878.05,32.71,0.008256,,
31.557803,0.066904,-0.316008,0.02394,-9.822582,-9.827693,0,-0.005325,0.003195,97894.62,32.72,-0.003493,,
31.624781,0.066977,-0.294462,0.009576,-9.87525,-9.879644,0,-0.00426,0.00426,97878.05,32.72,-0.055444,,
31.693631,0.06885,-0.318402,0,-9.829764,-9.834919,0.001065,-0.00213,0.001065,97878.05,32.72,-0.010719,,
31.765398,0.071767,-0.337554,0.019152,-9.808218,-9.814044,0,-0.007455,0.003195,97890.47,32.72,0.010156,,
31.832719,0.067321,-0.306432,0.021546,-9.829764,-9.834563,0.00213,-0.00852,0.00213,97886.33,32.71,-0.010363,,
31.903858,0.071139,-0.270522,0.031122,-9.83934,-9.843107,0.003195,-0.00852,0.00639,97878.05,32.72,-0.018907,,
31.974159,0.070301,-0.325584,0.016758,-9.844128,-9.849525,0.001065,-0.005325,0.00426,97882.19,32.71,-0.025325,,
32.044593,0.070434,-0.280098,0.019152,-9.848916,-9.852917,0.00213,-0.003195,0.00213,97890.47,32.72,-0.028717,,
32.111866,0.067273,-0.332766,0.009576,-9.796248,-9.801903,0.00213,-0.00426,0,97890.47,32.71,0.022297,,
32.178981,0.067115,-0.332766,-0.007182,-9.829764,-9.835398,0.001065,-0.00852,0.003195,97886.33,32.72,-0.011198,,
32.24654,0.067558,-0.327978,0.002394,-9.836946,-9.842412,-0.001065,-0.00426,0.001065,97878.05,32.72,-0.018212,,
32.313487,0.066947,-0.28728,0.031122,-9.824976,-9.829224,0,-0.005325,0.00213,97878.05,32.71,-0.005024,,
32.379996,0.066509,-0.28728,0.016758,-9.817794,-9.82201,0.001065,-0.00639,0.00426,97878.05,32.72,0.00219,,
32.447398,0.067402,-0.337554,0.028728,-9.836946,-9.842778,0.003195,-0.00639,0,97878.05,32.72,-0.018578,,
32.514458,0.067059,-0.318402,0.019152,-9.832158,-9.837331,0,-0.005325,0.00213,97890.47,32.71,-0.013131,,
32.581708,0.067251,-0.316008,0.043092,-9.841734,-9.8469,0.003195,-0.00639,0.00213,97882.19,32.72,-0.0227,,
32.648628,0.06692,-0.31122,0.038304,-9.829764,-9.834764,0.001065,-0.00426,0.001065,97886.33,32.71,-0.010564,,
32.715788,0.06716,-0.32319,0.002394,-9.841734,-9.847039,0.00213,-0.007455,0.00426,97882.19,32.71,-0.022839,,
32.783036,0.067248,-0.344736,0.019152,-9.860886,-9.866929,0,-0.005325,0.001065,97882.19,32.72,-0.042729,,
32.84946,0.066424,-0.268128,0.02394,-9.8154,-9.819091,0.001065,-0.005325,0.00213,97886.33,32.72,0.005109,,
32.917042,0.067582,-0.34713,0.014364,-9.820188,-9.826332,0.001065,-0.005325,0.00426,97886.33,32.72,-0.002132,,
32.984514,0.067472,-0.272916,0.031122,-9.82737,-9.831208,0.00213,-0.007455,0.00213,97886.33,32.72,-0.007008,,
33.051574,0.06706,-0.332766,0.016758,-9.841734,-9.847372,0.00426,-0.007455,0.003195,97878.05,32.72,-0.023172,,
33.118311,0.066736,-0.33516,0.01197,-9.817794,-9.82352,0.00426,-0.005325,0.00213,97890.47,32.71,0.00068,,
33.18659,0.068279,-0.301644,0.033516,-9.85131,-9.855984,-0.001065,-0.00426,0.003195,97878.05,32.72,-0.031784,,
33.253527,0.066937,-0.304038,0.031122,-9.844128,-9.848871,0,-0.003195,0.00213,97878.05,32.72,-0.024671,,
33.326025,0.072498,-0.342342,0.021546,-9.829764,-9.835747,0.003195,-0.009585,0.003195,97890.47,32.72,-0.011547,,
33.39823,0.072205,-0.318402,0.016758,-9.810612,-9.815792,0,-0.007455,0.005325,97886.33,32.71,0.008408,,
33.465282,0.067052,-0.301644,0.016758,-9.85131,-9.855941,0.001065,-0.00639,0.001065,97878.05,32.7,-0.031741,,
33.5359,0.070618,-0.29925,0.026334,-9.860886,-9.865461,0.00213,-0.00426,0.00213,97890.47,32.72,-0.041261,,
33.610202,0.074302,-0.304038,0.031122,-9.824976,-9.829728,0.00426,-0.005325,0.005325,97886.33,32.71,-0.005528,,
33.677996,0.067794,-0.260946,0.040698,-9.810612,-9.814166,0.001065,-0.00639,0.00213,97886.33,32.71,0.010034,,
33.748452,0.070456,-0.363888,0.016758,-9.841734,-9.848473,0.00213,-0.00639,0.001065,97886.33,32.72,-0.024273,,
33.819393,0.070941,-0.327978,0.028728,-9.865674,-9.871166,0,-0.00426,0.003195,97886.33,32.71,-0.046966,,
33.889563,0.070171,-0.29925,0.03591,-9.82737,-9.831991,0.00213,-0.00639,0.005325,97890.47,32.71,-0.007791,,
33.957728,0.068165,-0.318402,0,-9.805824,-9.810992,0.003195,-0.003195,0.00213,97886.33,32.71,0.013208,,
34.024962,0.067234,-0.306432,0.021546,-9.844128,-9.84892,0,-0.00426,0.00426,97882.19,32.71,-0.02472,,
34.092047,0.067085,-0.296856,0.026334,-9.829764,-9.834281,0.00213,-0.005325,0.00213,97890.47,32.71,-0.010081,,
34.158721,0.066674,-0.354312,0.038304,-9.80343,-9.809905,0.003195,-0.00639,0.00213,97894.62,32.71,0.014295,,
34.226287,0.067566,-0.304038,0.057456,-9.83934,-9.844204,0,-0.001065,0.00213,97886.33,32.71,-0.020004,,
34.292661,0.066374,-0.318402,0.021546,-9.836946,-9.842121,0.001065,-0.003195,0.001065,97882.19,32.72,-0.017921,,
34.359669,0.067008,-0.304038,-0.02394,-9.841734,-9.846458,0.001065,-0.00639,0.003195,97890.47,32.72,-0.022258,,
34.427048,0.067379,-0.294462,0.007182,-9.822582,-9.826997,0.00213,-0.005325,0.001065,97882.19,32.71,-0.002797,,
34.498323,0.071275,-0.308826,0.03591,-9.836946,-9.841858,0,-0.007455,0.00426,97890.47,32.7,-0.017658,,
34.56813,0.069808,-0.327978,0.014364,-9.805824,-9.811318,0,-0.007455,0.003195,97886.33,32.71,0.012882,,
34.639633,0.071503,-0.366282,0.033516,-9.83934,-9.846212,0.00213,-0.005325,0.00426,97878.05,32.7,-0.022012,,
34.706525,0.066892,-0.26334,-0.014364,-9.832158,-9.835694,0,-0.003195,0.001065,97878.05,32.71,-0.011494,,
34.773633,0.067108,-0.342342,0.016758,-9.829764,-9.835738,0.001065,-0.005325,0.00213,97886.33,32.71,-0.011538,,
34.840812,0.067179,-0.304038,0.045486,-9.85131,-9.856106,0.001065,-0.005325,0.003195,97882.19,32.71,-0.031906,,
34.908164,0.067352,-0.294462,-0.028728,-9.836946,-9.841394,0.00213,-0.007455,0.00426,97890.47,32.71,-0.017194,,
34.975084,0.06692,-0.292068,0.009576,-9.822582,-9.826928,0.003195,-0.007455,0.00213,97898.76,32.71,-0.002728,,
35.04213,0.067046,-0.313614,0.009576,-9.829764,-9.83477,0.003195,-0.00426,0.001065,97882.19,32.71,-0.01057,,
35.109465,0.067336,-0.318402,0.043092,-9.858492,-9.863727,-0.001065,-0.005325,0,97882.19,32.71,-0.039527,,
35.176393,0.066928,-0.256158,0.050274,-9.85131,-9.854768,0.00213,-0.005325,0.003195,97890.47,32.71,-0.030568,,
35.243639,0.067246,-0.316008,0.021546,-9.832158,-9.837259,0.001065,-0.007455,0.003195,97890.47,32.72,-0.013059,,
35.310904,0.067265,-0.337554,0.007182,-9.834552,-9.840346,0.001065,-0.005325,0,97882.19,32.71,-0.016146,,
35.377511,0.066607,-0.344736,0,-9.8154,-9.821452,0,-0.00213,0.003195,97882.19,32.71,0.002748,,
35.445208,0.067698,-0.301644,0.014364,-9.832158,-9.836795,0.001065,-0.00639,0.003195,97878.05,32.71,-0.012595,,
35.512777,0.067569,-0.304038,0.03591,-9.813006,-9.817781,0,-0.005325,0.00426,97882.19,32.71,0.006419,,
35.580099,0.067322,-0.327978,0.014364,-9.824976,-9.830459,-0.001065,-0.00213,0.00213,97878.05,32.71,-0.006259,,
35.647256,0.067158,-0.342342,-0.021546,-9.8154,-9.821392,0.003195,-0.007455,0.001065,97886.33,32.71,0.002808,,
35.71759,0.070334,-0.320796,-0.01197,-9.813006,-9.818255,0,-0.00426,0.001065,97886.33,32.71,0.005945,,
35.787222,0.069632,-0.304038,0.033516,-9.83934,-9.844093,-0.001065,-0.001065,0.003195,97886.33,32.71,-0.019893,,
35.863283,0.076061,-0.342342,0.050274,-9.784278,-9.790394,0.001065,-0.001065,0.003195,97882.19,32.72,0.033806,,
35.936954,0.073671,-0.31122,0.014364,-9.882432,-9.887342,0.001065,-0.005325,0.001065,97886.33,32.72,-0.063142,,
36.005169,0.068215,-0.320796,-0.002394,-9.903978,-9.909172,0.00213,-0.00426,0.003195,97890.47,32.71,-0.084972,,
36.072111,0.066942,-0.337554,0.014364,-9.868068,-9.87385,0.001065,-0.001065,0,97882.19,32.7,-0.04965,,
36.142003,0.069892,-0.32319,0.02394,-9.868068,-9.873388,0,-0.00639,0.003195,97886.33,32.71,-0.049188,,
36.213011,0.071009,-0.292068,0.014364,-9.913554,-9.917866,0.003195,-0.00639,0.003195,97882.19,32.7,-0.093666,,
36.288144,0.075133,-0.332766,0,-9.985374,-9.990917,0.001065,-0.005325,0,97886.33,32.71,-0.166717,,
36.358217,0.070073,-0.316008,-0.016758,-10.045224,-10.050207,0.001065,-0.005325,0.00426,97886.33,32.71,-0.226007,,
36.428998,0.070781,-0.337554,0,-10.07874,-10.084391,0,-0.00426,0.003195,97886.33,32.71,-0.260191,,
36.496704,0.067706,-0.330372,0.031122,-10.133802,-10.139234,-0.001065,-0.00639,0.001065,97890.47,32.7,-0.315034,,
36.564194,0.06749,-0.304038,0.02394,-10.121832,-10.126426,0,-0.003195,0.001065,97882.19,32.71,-0.302226,,
36.631149,0.066955,-0.316008,0.01197,-10.136196,-10.141128,0,-0.005325,0.00426,97882.19,32.71,-0.316928,,
36.697462,0.066313,-0.292068,0.026334,-10.184076,-10.188297,0.001065,-0.00426,0.003195,97882.19,32.7,-0.364097,,
36.764845,0.067384,-0.306432,0.016758,-10.21041,-10.215021,0.003195,-0.003195,0.003195,97878.05,32.71,-0.390821,,
36.832249,0.067404,-0.32319,0.004788,-10.260684,-10.265774,0.003195,-0.00426,0,97882.19,32.71,-0.441574,,
36.899519,0.067269,-0.301644,0.03591,-10.28223,-10.286716,0.001065,-0.005325,0.003195,97886.33,32.7,-0.462516,,
36.966426,0.066907,-0.292068,0.031122,-10.351656,-10.355822,0,-0.007455,0.00213,97886.33,32.71,-0.531622,,
37.033457,0.067031,-0.363888,0.03591,-10.339686,-10.34615,0.00213,-0.00426,0.00213,97869.76,32.71,-0.52195,,
37.100224,0.066766,-0.354312,0.019152,-10.346868,-10.35295,0.003195,-0.00639,0.00213,97882.19,32.71,-0.52875,,
37.167918,0.067694,-0.327978,0.033516,-10.33011,-10.33537,0.00213,-0.007455,0.003195,97882.19,32.71,-0.51117,,
37.235347,0.067429,-0.344736,0.026334,-10.33011,-10.335894,0,-0.00852,-0.001065,97882.19,32.71,-0.511694,,
37.305428,0.070081,-0.373464,0.031122,-10.344474,-10.35126,0.001065,-0.005325,0.00213,97886.33,32.7,-0.52706,,
37.374937,0.069509,-0.339948,0.014364,-10.325322,-10.330927,0.001065,-0.00426,0.001065,97882.19,32.71,-0.506727,,
37.446287,0.07135,-0.31122,0.03591,-10.313352,-10.318109,0.00213,-0.005325,0.00426,97878.05,32.71,-0.493909,,
37.514654,0.068367,-0.34713,0.028728,-10.356444,-10.3623,0.001065,-0.00213,0.001065,97878.05,32.71,-0.5381,,
37.582349,0.067696,-0.37107,-0.01197,-10.344474,-10.351134,0.00426,-0.00639,0.003195,97886.33,32.71,-0.526934,,
37.652114,0.069765,-0.327978,0.031122,-10.34208,-10.347326,0,-0.003195,0,97873.91,32.71,-0.523126,,
37.721564,0.06945,-0.354312,0.040698,-10.34208,-10.348227,-0.00213,-0.00213,0.00426,97882.19,32.7,-0.524027,,
37.793609,0.072045,-0.37107,0.028728,-10.325322,-10.332028,0.003195,-0.005325,0.00213,97878.05,32.7,-0.507828,,
37.861974,0.068365,-0.327978,0.043092,-10.349262,-10.354547,0,-0.005325,0.003195,97873.91,32.7,-0.530347,,
37.931495,0.069521,-0.354312,0.038304,-10.33011,-10.336255,0,-0.00639,0.001065,97882.19,32.72,-0.512055,,
38.002523,0.071028,-0.332766,0.009576,-10.322928,-10.328295,-0.001065,-0.00639,0.00426,97873.91,32.7,-0.504095,,
38.073438,0.070916,-0.351918,0.002394,-10.310958,-10.316962,0.001065,-0.00639,0.00213,97878.05,32.71,-0.492762,,
38.141517,0.068078,-0.368676,0.03591,-10.334898,-10.341534,0.001065,-0.00426,0.003195,97878.05,32.7,-0.517334,,
38.211103,0.069586,-0.33516,0.02394,-10.334898,-10.340359,0.00426,-0.005325,0.005325,97878.05,32.71,-0.516159,,
38.278723,0.06762,-0.282492,0.009576,-10.337292,-10.341156,-0.001065,-0.00639,0.003195,97878.05,32.71,-0.516956,,
38.347928,0.069205,-0.378252,0.040698,-10.339686,-10.346682,0.00213,-0.00639,0.001065,97865.62,32.7,-0.522482,,
38.41956,0.071632,-0.320796,0.03591,-10.363626,-10.368652,0,-0.003195,0.00426,97873.91,32.7,-0.544452,,
38.486602,0.067042,-0.325584,0.038304,-10.34208,-10.347275,0.00213,-0.00426,0.003195,97869.76,32.7,-0.523075,,
38.55356,0.066957,-0.354312,0.019152,-10.265472,-10.271603,0.00213,-0.00426,0.001065,97869.76,32.71,-0.447403,,
38.621212,0.067653,-0.3591,0.021546,-10.217592,-10.223923,0.00213,-0.005325,0.00426,97869.76,32.71,-0.399723,,
38.688534,0.067322,-0.289674,0.016758,-10.200834,-10.20496,0,-0.005325,0.003195,97882.19,32.7,-0.38076,,
38.755618,0.067084,-0.32319,0.016758,-10.157742,-10.162896,-0.00213,-0.00213,0.00213,97865.62,32.71,-0.338696,,
38.826575,0.070957,-0.366282,0.019152,-10.061982,-10.068665,0.00213,-0.00426,0.003195,97873.91,32.7,-0.244465,,
38.897262,0.070687,-0.349524,0.04788,-10.085922,-10.09209,0,-0.00426,0.003195,97873.91,32.7,-0.26789,,
38.967598,0.070336,-0.29925,0.014364,-10.052406,-10.056869,0.003195,-0.007455,0.00213,97853.19,32.7,-0.232669,,
39.035399,0.067801,-0.337554,0,-10.04283,-10.048501,0.001065,-0.00426,0.001065,97853.19,32.7,-0.224301,,
39.102619,0.06722,-0.351918,-0.016758,-9.99495,-10.001158,0.001065,-0.00213,0.003195,97857.34,32.7,-0.176958,,
39.169435,0.066815,-0.29925,0.007182,-9.975798,-9.980288,0.00213,-0.00426,0.003195,97861.48,32.7,-0.156088,,
39.236257,0.066822,-0.296856,0.067032,-9.915948,-9.920617,0.003195,-0.003195,0.001065,97857.34,32.7,-0.096417,,
39.303694,0.067437,-0.272916,0.04788,-9.930312,-9.934177,0,-0.003195,0.00213,97869.76,32.7,-0.109977,,
39.370599,0.066905,-0.366282,0,-9.870462,-9.877256,0.001065,-0.011715,0.00213,97849.05,32.7,-0.053056,,
39.43793,0.067331,-0.327978,0.03591,-9.813006,-9.818551,0,-0.00426,0.00426,97849.05,32.7,0.005649,,
39.505293,0.067363,-0.256158,0.043092,-9.789066,-9.792512,0.00426,-0.009585,0.00426,97869.76,32.7,0.031688,,
39.572205,0.066912,-0.337554,0.028728,-9.757944,-9.763823,0.001065,-0.007455,0,97861.48,32.7,0.060377,,
39.63971,0.067504,-0.318402,-0.007182,-9.757944,-9.76314,0.003195,-0.003195,0.00213,97865.62,32.71,0.06106,,
39.70727,0.06756,-0.304038,0.01197,-9.698094,-9.702866,0.003195,-0.005325,0.00213,97853.19,32.71,0.121334,,
39.773439,0.066169,-0.294462,0,-9.662184,-9.66667,0,-0.005325,0.00213,97849.05,32.7,0.15753,,
39.840696,0.067258,-0.294462,-0.009576,-9.64782,-9.652317,-0.001065,-0.00639,0.00213,97853.19,32.7,0.171883,,
39.907935,0.067239,-0.342342,0,-9.583182,-9.589295,-0.001065,-0.009585,0.001065,97865.62,32.7,0.234905,,
39.974929,0.066994,-0.284886,0.031122,-9.556848,-9.561144,0.001065,-0.00426,0.001065,97836.63,32.7,0.263056,,
40.042469,0.06754,-0.248976,0.038304,-9.56403,-9.567347,0.001065,-0.007455,0.00213,97853.19,32.7,0.256853,,
40.109069,0.0666,-0.351918,0.033516,-9.506574,-9.513145,0.001065,-0.007455,0.00213,97853.19,32.69,0.311055,,
40.175976,0.066907,-0.265734,0.021546,-9.453906,-9.457664,0.00213,-0.005325,0.003195,97844.91,32.71,0.366536,,
40.243516,0.06754,-0.330372,0.031122,-9.415602,-9.421448,0.001065,-0.00639,0.00213,97844.91,32.7,0.402752,,
40.310495,0.066979,-0.363888,0.002394,-9.422784,-9.429808,0.001065,-0.005325,0.00213,97853.19,32.7,0.394392,,
40.377384,0.066889,-0.308826,-0.004788,-9.322236,-9.327351,0,-0.003195,0.00213,97840.77,32.71,0.496849,,
40.444585,0.067201,-0.308826,0.002394,-9.315054,-9.320172,0.001065,-0.00426,0.003195,97844.91,32.7,0.504028,,
40.511859,0.067274,-0.26334,0.040698,-9.315054,-9.318864,0.001065,-0.007455,0.00426,97844.91,32.7,0.505336,,
40.578903,0.067044,-0.339948,0.04788,-9.36054,-9.366833,0.00213,-0.00639,0.001065,97853.19,32.7,0.457367,,
40.646251,0.067348,-0.27531,0.007182,-9.310266,-9.314338,0.003195,-0.003195,0.00426,97849.05,32.7,0.509862,,
40.714095,0.067843,-0.344736,-0.019152,-9.358146,-9.364513,0.001065,-0.01065,0.00213,97853.19,32.7,0.459687,,
40.781258,0.067163,-0.280098,0.016758,-9.3366,-9.340816,0.003195,-0.003195,0.005325,97844.91,32.7,0.483384,,
40.848096,0.066838,-0.292068,-0.02394,-9.346176,-9.350769,0.001065,-0.00426,0.00213,97844.91,32.7,0.473431,,
40.915076,0.06698,-0.33516,0.043092,-9.31266,-9.318789,0.001065,-0.007455,0.001065,97840.77,32.71,0.505411,,
40.981458,0.066382,-0.296856,0.057456,-9.341388,-9.34628,0.00213,-0.00639,0.00213,97840.77,32.7,0.47792,,
41.04819,0.066732,-0.256158,0,-9.350964,-9.354472,0.00213,-0.00639,0,97836.63,32.7,0.469728,,
41.115211,0.067021,-0.301644,-0.01197,-9.32463,-9.329515,0.00213,-0.005325,0.00426,97836.63,32.7,0.494685,,
41.182562,0.06735,-0.284886,0.045486,-9.303084,-9.307556,0,-0.00213,0.00426,97836.63,32.7,0.516644,,
41.250669,0.068107,-0.26334,0.04788,-9.307872,-9.31172,0.00213,-0.00639,0.00213,97828.34,32.7,0.51248,,
41.320496,0.069827,-0.304038,0.062244,-9.341388,-9.346542,0.003195,-0.003195,0.00213,97836.63,32.7,0.477658,,
41.389781,0.069286,-0.32319,0.026334,-9.327024,-9.332659,0.001065,-0.007455,0.00213,97832.48,32.7,0.491541,,
41.458441,0.06866,-0.306432,0.016758,-9.303084,-9.308144,0.00213,0.001065,0.001065,97836.63,32.7,0.516056,,
41.528532,0.070091,-0.280098,0.05985,-9.327024,-9.331421,0,-0.007455,0.00213,97828.34,32.68,0.492779,,
41.595786,0.067254,-0.289674,0.016758,-9.334206,-9.338715,0.00213,-0.00426,0,97828.34,32.7,0.485485,,
41.663723,0.067937,-0.363888,0.02394,-9.341388,-9.348503,0.00213,-0.00426,0.00213,97840.77,32.7,0.475697,,
41.730474,0.066751,-0.248976,0.045486,-9.329418,-9.33285,0.001065,-0.00426,0.00426,97844.91,32.7,0.49135,,
41.797483,0.067009,-0.32319,0.033516,-9.305478,-9.311149,0.00213,-0.00639,0.00213,97836.63,32.7,0.513051,,
41.864215,0.066732,-0.289674,0.01197,-9.322236,-9.326743,0.003195,-0.005325,0.00426,97828.34,32.71,0.497457,,
41.931289,0.067074,-0.296856,-0.016758,-9.343782,-9.348511,0.00213,-0.005325,0.001065,97840.77,32.71,0.475689,,
41.99837,0.067081,-0.304038,0.01197,-9.382086,-9.387019,0.003195,-0.00426,0.00213,97836.63,32.7,0.437181,,
42.06543,0.067059,-0.29925,0.033516,-9.427572,-9.43238,0.001065,-0.003195,0.003195,97844.91,32.7,0.39182,,
42.132868,0.067438,-0.316008,0.040698,-9.485028,-9.490378,0.001065,-0.007455,0.001065,97844.91,32.7,0.333822,,
42.199894,0.067026,-0.325584,0.016758,-9.506574,-9.512162,0.001065,-0.001065,0.00426,97836.63,32.7,0.312038,,
42.266769,0.066875,-0.29925,0.009576,-9.576,-9.580679,0,0,0.001065,97836.63,32.7,0.243521,,
42.334153,0.067385,-0.277704,-0.007182,-9.547272,-9.551313,0.00213,-0.007455,0.003195,97832.48,32.71,0.272887,,
42.400975,0.066822,-0.280098,-0.01197,-9.573606,-9.57771,0,-0.00426,0.001065,97832.48,32.7,0.24649,,
42.468188,0.067214,-0.332766,0.002394,-9.64782,-9.653557,0.003195,-0.003195,0.00213,97844.91,32.7,0.170643,,
42.535199,0.06701,-0.313614,0.026334,-9.705276,-9.710377,-0.001065,-0.00426,0.00213,97832.48,32.7,0.113823,,
42.60236,0.067161,-0.31122,-0.021546,-9.705276,-9.710289,0.001065,-0.005325,0.00213,97832.48,32.7,0.113911,,
42.669655,0.067294,-0.368676,0.026334,-9.745974,-9.75298,0.00213,-0.005325,0.003195,97836.63,32.7,0.07122,,
42.737525,0.067871,-0.198702,0.002394,-9.810612,-9.812624,0,-0.00639,0.003195,97832.48,32.69,0.011576,,
42.804613,0.067088,-0.29925,0.004788,-9.789066,-9.79364,0.00213,-0.007455,0.001065,97832.48,32.7,0.03056,,
42.872118,0.067505,-0.387828,-0.002394,-9.801036,-9.808706,0.003195,-0.00213,-0.001065,97836.63,32.7,0.015494,,
42.939261,0.067143,-0.31122,0.07182,-9.860886,-9.866057,0.003195,-0.005325,0.00639,97832.48,32.71,-0.041857,,
43.00586,0.066599,-0.272916,0.050274,-9.741186,-9.745138,0.00213,-0.00639,0.003195,97836.63,32.7,0.079062,,
43.073188,0.067328,-0.256158,0.002394,-9.77949,-9.782845,0.00213,-0.005325,0.003195,97828.34,32.7,0.041355,,
43.140073,0.066885,-0.390222,-0.069426,-9.820188,-9.828183,-0.001065,-0.009585,0.00426,97832.48,32.69,-0.003983,,
43.207305,0.067232,-0.363888,-0.021546,-9.870462,-9.877191,0.001065,-0.007455,0.00426,97840.77,32.71,-0.052991,,
43.274611,0.067306,-0.258552,0.093366,-9.865674,-9.869503,0.00426,-0.00426,0.00213,97832.48,32.7,-0.045303,,
43.341503,0.066892,-0.26334,0.050274,-9.805824,-9.809488,0.001065,-0.00639,0.00426,97836.63,32.7,0.014712,,
43.408624,0.067121,-0.409374,-0.007182,-9.820188,-9.82872,0.00213,-0.005325,0.003195,97832.48,32.69,-0.00452,,
43.475914,0.06729,-0.32319,0,-9.860886,-9.866181,0.00213,-0.001065,0.001065,97836.63,32.7,-0.041981,,
43.543278,0.067364,-0.301644,0.040698,-9.832158,-9.836868,-0.00213,-0.00639,0,97836.63,32.7,-0.012668,,
43.610489,0.067211,-0.294462,0.040698,-9.789066,-9.793578,0.003195,-0.007455,0.00213,97836.63,32.69,0.030622,,
43.677262,0.066773,-0.339948,0.03591,-9.844128,-9.850061,0.001065,-0.00426,0.00213,97832.48,32.7,-0.025861,,
43.744311,0.067049,-0.34713,-0.016758,-9.824976,-9.831121,0,-0.003195,0.00213,97836.63,32.69,-0.006921,,
43.811542,0.067231,-0.284886,-0.002394,-9.817794,-9.821927,0.003195,-0.00426,0.00213,97840.77,32.69,0.002273,,
43.87845,0.066909,-0.318402,0.004788,-9.805824,-9.810993,0.00213,-0.00426,0.00213,97832.48,32.71,0.013207,,
43.945511,0.067061,-0.354312,-0.009576,-9.834552,-9.840937,0.001065,-0.005325,0.00426,97840.77,32.7,-0.016737,,
44.01278,0.067269,-0.32319,0.016758,-9.848916,-9.854232,0.001065,-0.005325,0.00426,97836.63,32.7,-0.030032,,
44.079438,0.066658,-0.246582,0.055062,-9.853704,-9.856943,-0.001065,-0.003195,0.001065,97828.34,32.71,-0.032743,,
44.14778,0.068341,-0.320796,0.033516,-9.796248,-9.801556,0,-0.005325,0.003195,97840.77,32.7,0.022644,,
44.218703,0.070923,-0.373464,0.007182,-9.83934,-9.846428,-0.00213,-0.003195,0.00213,97836.63,32.69,-0.022228,,
44.292491,0.073789,-0.304038,0.009576,-9.832158,-9.836862,0.001065,-0.003195,0.00213,97840.77,32.7,-0.012662,,
44.359747,0.067256,-0.289674,0.057456,-9.83934,-9.843771,0.001065,-0.005325,0,97832.48,32.69,-0.019571,,
44.427047,0.0673,-0.325584,0.021546,-9.793854,-9.799288,0.001065,-0.005325,0.001065,97844.91,32.7,0.024912,,
44.494513,0.067466,-0.378252,0.021546,-9.848916,-9.8562,0.00213,-0.00426,0.005325,97828.34,32.7,-0.032,,
44.561431,0.066918,-0.313614,-0.014364,-9.870462,-9.875453,0.001065,-0.001065,0.00426,97828.34,32.7,-0.051253,,
44.628139,0.066708,-0.316008,-0.007182,-9.841734,-9.846809,0.001065,-0.00426,0,97836.63,32.7,-0.022609,,
44.695518,0.067379,-0.320796,0.019152,-9.80343,-9.808696,0.001065,-0.005325,0.00213,97840.77,32.7,0.015504,,
44.762396,0.066878,-0.284886,0.057456,-9.77949,-9.783807,0.00213,-0.00639,0.003195,97853.19,32.7,0.040393,,
44.829419,0.067023,-0.306432,0.064638,-9.908766,-9.913714,0.00213,-0.00426,0,97832.48,32.69,-0.089514,,
