Keuwl Accelerometer Data File
2025-03-31 16:44:57

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
7.5068388,-0.140578,10.330414,-0.122034,10.332091,90.676743,90.779648
7.5276909,-0.133400,10.298110,-0.138784,10.299909,90.772041,90.742157
7.5485435,-0.117847,10.301700,-0.132203,10.303222,90.735199,90.655411
7.5693951,-0.140578,10.320244,-0.161516,10.322465,90.896545,90.780411
7.5902467,-0.132203,10.298709,-0.123230,10.300295,90.685493,90.735458
7.6110997,-0.116650,10.301700,-0.143569,10.303361,90.798401,90.648758
7.6319518,-0.145364,10.303494,-0.122034,10.305243,90.678505,90.808289
7.6528058,-0.133400,10.307083,-0.153739,10.309093,90.854477,90.741508
7.6736646,-0.136391,10.309476,-0.120838,10.311086,90.671478,90.757957
7.6945171,-0.157328,10.345368,-0.133400,10.347425,90.738686,90.871262
7.7153692,-0.105284,10.304690,-0.129212,10.306038,90.718369,90.585381
7.7362218,-0.142971,10.319048,-0.116650,10.320698,90.647598,90.793785
7.7570739,-0.117847,10.321441,-0.098704,10.322585,90.547867,90.654152
7.7779255,-0.128614,10.314262,-0.151944,10.316183,90.843925,90.714417
7.7987771,-0.141177,10.335199,-0.123829,10.336905,90.686378,90.782600
7.8196316,-0.131007,10.315458,-0.150748,10.317391,90.837181,90.727623
7.8404827,-0.138784,10.307083,-0.129811,10.308835,90.721497,90.771431
7.8613353,-0.130409,10.317851,-0.125623,10.319440,90.697502,90.724129
7.8821869,-0.127418,10.301102,-0.131007,10.302723,90.728577,90.708672
7.9030409,-0.125623,10.317851,-0.113061,10.319235,90.627762,90.697563
7.9238944,-0.128614,10.306485,-0.149551,10.308372,90.831261,90.714958
7.9447465,-0.126820,10.328619,-0.117248,10.330063,90.650330,90.703468
7.9655995,-0.144766,10.314860,-0.114257,10.316509,90.634575,90.804077
7.9864521,-0.125025,10.304690,-0.144766,10.306466,90.804810,90.695122
8.0073042,-0.146560,10.325628,-0.128614,10.327469,90.713554,90.813194
8.0281591,-0.104686,10.316655,-0.123230,10.317922,90.684319,90.581375
8.0490112,-0.131605,10.306485,-0.119641,10.308020,90.665024,90.731583
8.0698662,-0.123829,10.342976,-0.129811,10.344531,90.719009,90.685928
8.0907164,-0.138784,10.298110,-0.116650,10.299706,90.648918,90.772110
8.1115694,-0.120838,10.336395,-0.128016,10.337894,90.709518,90.669785
8.1324205,-0.131007,10.311271,-0.112463,10.312716,90.624840,90.727921
8.1532707,-0.114257,10.330414,-0.141177,10.332010,90.782913,90.633682
8.1741228,-0.126820,10.292129,-0.116052,10.293564,90.645981,90.705963
8.1949749,-0.122034,10.307682,-0.121436,10.309119,90.674927,90.678299
8.2158260,-0.120838,10.297512,-0.110668,10.298816,90.615692,90.672318
8.2366753,-0.131007,10.308878,-0.159721,10.310947,90.887573,90.728088
8.2575283,-0.130409,10.320244,-0.133998,10.321938,90.743828,90.723961
8.2783785,-0.125623,10.304690,-0.150748,10.306559,90.838058,90.698448
8.2992296,-0.141775,10.310075,-0.137587,10.311968,90.764488,90.787827
8.3200817,-0.133998,10.313066,-0.141177,10.314902,90.784210,90.744408
8.3409357,-0.125623,10.319048,-0.141775,10.320786,90.787086,90.697479
8.3617926,-0.154337,10.322637,-0.114855,10.324429,90.637405,90.856583
8.3826447,-0.130409,10.341181,-0.132802,10.342855,90.735695,90.722496
8.4034986,-0.131007,10.311271,-0.107079,10.312659,90.594925,90.727921
8.4243526,-0.116650,10.327422,-0.133998,10.328950,90.743324,90.647141
8.4452047,-0.114855,10.308878,-0.108873,10.310093,90.605049,90.638329
8.4660597,-0.116052,10.302896,-0.134596,10.304429,90.748421,90.645355
8.4869156,-0.104686,10.307682,-0.107079,10.308769,90.595154,90.581879
8.5077658,-0.136391,10.302896,-0.147159,10.304850,90.818245,90.758446
8.5286179,-0.112463,10.292727,-0.090927,10.293742,90.506111,90.626015
8.5494709,-0.147159,10.323236,-0.135194,10.325170,90.750237,90.816704
8.5703220,-0.131007,10.307682,-0.111864,10.309121,90.621727,90.728172
8.5911741,-0.128614,10.317253,-0.174078,10.319523,90.966553,90.714211
8.6120262,-0.145962,10.334601,-0.116052,10.336284,90.643311,90.809174
8.6328745,-0.139980,10.311271,-0.142971,10.313211,90.794312,90.777771
8.6537256,-0.131605,10.325628,-0.128614,10.327268,90.713570,90.730225
8.6745758,-0.117847,10.317253,-0.146560,10.318967,90.813797,90.654419
8.6954260,-0.131007,10.307682,-0.135194,10.309402,90.751381,90.728172
8.7162762,-0.129811,10.306485,-0.151944,10.308423,90.844559,90.721603
8.7371264,-0.149551,10.316056,-0.132203,10.317987,90.734146,90.830559
8.7579784,-0.126820,10.316056,-0.123829,10.317578,90.687660,90.704323
8.7788305,-0.148953,10.326226,-0.166899,10.328650,90.925873,90.826424
8.7996826,-0.132203,10.315458,-0.102293,10.316813,90.568108,90.734268
8.8205347,-0.126820,10.305289,-0.133400,10.306932,90.741585,90.705063
8.8413858,-0.168096,10.313066,-0.123829,10.315179,90.687820,90.933800
8.8622360,-0.145364,10.298709,-0.102293,10.300243,90.569023,90.808662
8.8830872,-0.154935,10.303494,-0.150150,10.305753,90.834801,90.861504
8.9039364,-0.153739,10.302896,-0.125623,10.304809,90.698494,90.854897
8.9247866,-0.137587,10.329217,-0.150748,10.331233,90.836060,90.763145
8.9456367,-0.158524,10.320843,-0.116052,10.322713,90.644157,90.879974
8.9664879,-0.159721,10.316056,-0.125623,10.318057,90.697601,90.887024
8.9873381,-0.160917,10.316655,-0.156132,10.319091,90.866936,90.893616
9.0081902,-0.146560,10.315458,-0.125025,10.317257,90.694328,90.813995
9.0290403,-0.126820,10.274182,-0.155533,10.276142,90.867226,90.707199
9.0498915,-0.132802,10.276575,-0.130409,10.278260,90.726982,90.740379
9.0707436,-0.127418,10.255638,-0.113061,10.257052,90.631569,90.711815
9.0915937,-0.126221,10.231112,-0.116650,10.232555,90.653183,90.706825
9.1124439,-0.103490,10.232906,-0.145364,10.234462,90.813820,90.579437
9.1332960,-0.092124,10.207183,-0.113659,10.208231,90.637947,90.517105
9.1541491,-0.115454,10.202397,-0.144168,10.204069,90.809525,90.648354
9.1750031,-0.101695,10.185050,-0.119641,10.186260,90.672974,90.572067
9.1958551,-0.133998,10.192228,-0.154935,10.194286,90.870827,90.753227
9.2167072,-0.133998,10.175478,-0.129212,10.177180,90.727463,90.754471
9.2375603,-0.126820,10.167104,-0.141177,10.168875,90.795471,90.714645
9.2584124,-0.157328,10.166505,-0.138186,10.168661,90.778633,90.886589
9.2792635,-0.153739,10.135399,-0.123829,10.137321,90.699890,90.869026
9.3001146,-0.125025,10.143773,-0.162712,10.145848,90.918907,90.706154
9.3209658,-0.127418,10.122836,-0.101695,10.124149,90.575531,90.721153
9.3418188,-0.136989,10.122238,-0.122034,10.123900,90.690666,90.775360
9.3626766,-0.117847,10.112667,-0.116650,10.114027,90.660835,90.667656
9.3835335,-0.136989,10.091131,-0.119641,10.092771,90.679207,90.777756
9.4043894,-0.111266,10.078569,-0.140578,10.080164,90.799072,90.632515
9.4252415,-0.134596,10.074382,-0.126221,10.076072,90.717751,90.765442
9.4460926,-0.129212,10.066605,-0.101695,10.067947,90.578743,90.735397
9.4669418,-0.123230,10.058828,-0.136391,10.060508,90.776787,90.701897
9.4877939,-0.122632,10.055838,-0.126820,10.057385,90.722496,90.698692
9.5086479,-0.114257,10.046865,-0.116650,10.048191,90.665169,90.651566
9.5295067,-0.126221,10.049257,-0.132802,10.050927,90.757065,90.719612
9.5503674,-0.122034,10.034302,-0.120239,10.035764,90.686485,90.696777
9.5712261,-0.134596,10.013365,-0.138784,10.015231,90.793991,90.770103
9.5920830,-0.131007,10.013963,-0.109472,10.015418,90.626274,90.749527
9.6129351,-0.132203,10.020543,-0.114855,10.022074,90.656639,90.755875
9.6337862,-0.139382,9.993624,-0.114855,9.995255,90.658401,90.799057
9.6546402,-0.125623,9.978070,-0.129811,9.979706,90.745293,90.721313
9.6754951,-0.132802,9.974482,-0.113659,9.976013,90.652802,90.762802
9.6963472,-0.134596,9.971490,-0.111266,9.973020,90.639244,90.773338
9.7172003,-0.135194,9.963116,-0.108275,9.964622,90.622589,90.777428
9.7380533,-0.130409,9.946365,-0.078365,9.947529,90.451370,90.751175
9.7589064,-0.163310,9.931411,-0.126221,9.933556,90.728050,90.942078
9.7797565,-0.120838,9.926026,-0.102891,9.927296,90.593849,90.697472
9.8006096,-0.124427,9.912866,-0.112463,9.914285,90.649948,90.719139
9.8214598,-0.135194,9.894919,-0.138784,9.896816,90.803490,90.782784
9.8423128,-0.114855,9.890733,-0.124427,9.892182,90.720703,90.665314
9.8631678,-0.114855,9.896116,-0.200399,9.898811,91.160019,90.664955
9.8840227,-0.126221,9.874580,-0.135194,9.876312,90.784332,90.732338
9.9048738,-0.141177,9.871590,-0.152542,9.873777,90.885208,90.819351
9.9257278,-0.114257,9.866804,-0.101695,9.867990,90.590477,90.663452
9.9465818,-0.145962,9.877572,-0.162114,9.879980,90.940170,90.846603
9.9674330,-0.131007,9.842875,-0.129811,9.844604,90.755524,90.762550
9.9882841,-0.129212,9.848260,-0.128614,9.849947,90.748154,90.751694
10.0091381,-0.152542,9.824930,-0.087338,9.826503,90.509254,90.889503
10.0299892,-0.138186,9.809975,-0.117847,9.811656,90.688187,90.807030
10.0508423,-0.116650,9.790234,-0.123829,9.791712,90.724594,90.682640
10.0716953,-0.128614,9.781859,-0.128614,9.783550,90.753227,90.753296
10.0925484,-0.132802,9.764511,-0.150150,9.766569,90.880890,90.779198
10.1134014,-0.123829,9.765109,-0.068794,9.766136,90.403603,90.726509
10.1342545,-0.117847,9.766306,-0.126221,9.767832,90.740402,90.691338
10.1551075,-0.116650,9.733404,-0.153739,9.735317,90.904846,90.686630
10.1759586,-0.118445,9.743574,-0.116052,9.744986,90.682343,90.696465
10.1968107,-0.130409,9.738190,-0.129212,9.739920,90.760124,90.767227
10.2176619,-0.092124,9.732208,-0.089731,9.733057,90.528229,90.542336
10.2385120,-0.118445,9.730413,-0.133998,9.732057,90.788918,90.697403
10.2593641,-0.123829,9.707084,-0.125025,9.708678,90.737854,90.730858
10.2802153,-0.078365,9.681360,-0.122034,9.682446,90.722153,90.463768
10.3010674,-0.113061,9.672387,-0.081954,9.673394,90.485420,90.669701
10.3219194,-0.145962,9.704690,-0.155533,9.707033,90.918076,90.861687
10.3427725,-0.120838,9.610772,-0.046660,9.611645,90.278145,90.720352
10.3636265,-0.180658,9.655040,-0.190229,9.658604,91.128532,91.071953
10.3844776,-0.123230,9.658031,-0.089133,9.659227,90.528717,90.731018
10.4053316,-0.151944,9.584451,-0.120239,9.586409,90.718658,90.908249
10.4261866,-0.171087,9.627522,-0.113061,9.629705,90.672714,91.018074
10.4470367,-0.130409,9.601799,-0.086740,9.603076,90.517532,90.778130
10.4678888,-0.108275,9.604790,-0.108275,9.606010,90.645828,90.645874
10.4887428,-0.154935,9.612567,-0.096311,9.614298,90.573967,90.923416
10.5095949,-0.080758,9.560523,-0.105284,9.561444,90.630913,90.483963
10.5304489,-0.070588,9.554541,-0.066999,9.555036,90.401756,90.423286
10.5513010,-0.093918,9.576674,-0.065204,9.577356,90.390083,90.561882
10.5721579,-0.088534,9.533604,-0.157926,9.535323,90.948990,90.532066
10.5930119,-0.080160,9.525827,-0.062213,9.526367,90.374184,90.482132
10.6138649,-0.106481,9.546165,-0.109472,9.547387,90.656975,90.639069
10.6347189,-0.108275,9.502497,-0.108873,9.503737,90.656387,90.652824
10.6555729,-0.123829,9.505488,-0.124427,9.507109,90.749893,90.746353
10.6764231,-0.148953,9.501899,-0.162114,9.504449,90.977318,90.898102
10.6972752,-0.133400,9.457631,-0.132203,9.459496,90.800774,90.808105
10.7181282,-0.139980,9.476774,-0.111864,9.478468,90.676216,90.846245
10.7389774,-0.144168,9.468399,-0.134596,9.470453,90.814331,90.872330
10.7598295,-0.141177,9.442079,-0.103490,9.443701,90.627892,90.856613
10.7806807,-0.129811,9.447462,-0.128016,9.449222,90.776253,90.787209
10.8015327,-0.116052,9.440284,-0.111864,9.441660,90.678856,90.704315
10.8223829,-0.108275,9.407980,-0.068794,9.408854,90.418930,90.659378
10.8432350,-0.107677,9.421141,-0.126221,9.422602,90.767532,90.654823
10.8640881,-0.106481,9.410972,-0.132203,9.412502,90.804771,90.648247
10.8849382,-0.098704,9.369097,-0.110070,9.370263,90.673050,90.603592
10.9057903,-0.098704,9.395418,-0.096909,9.396437,90.590927,90.601898
10.9266405,-0.124427,9.373284,-0.105882,9.374708,90.647141,90.760536
10.9474916,-0.105284,9.337991,-0.090329,9.339021,90.554184,90.645973
10.9683447,-0.110070,9.368499,-0.148953,9.370329,90.910828,90.673134
10.9891968,-0.131605,9.339785,-0.102293,9.341272,90.627441,90.807289
11.0100479,-0.086142,9.318250,-0.115454,9.319364,90.709831,90.529648
11.0308962,-0.104686,9.318250,-0.077169,9.319158,90.474449,90.643661
11.0517483,-0.157328,9.299107,-0.129811,9.301343,90.799652,90.969276
11.0725965,-0.125623,9.299706,-0.101097,9.301104,90.622780,90.773918
11.0934486,-0.127418,9.288340,-0.139980,9.290268,90.863327,90.785934
11.1142998,-0.112463,9.268001,-0.096311,9.269183,90.595337,90.695221
11.1351538,-0.139980,9.257831,-0.101097,9.259440,90.625580,90.866257
11.1560059,-0.117248,9.249456,-0.110070,9.250854,90.681740,90.726257
11.1768579,-0.139980,9.248260,-0.133400,9.250280,90.826302,90.867157
11.1977100,-0.116052,9.230313,-0.102293,9.231609,90.634895,90.720337
11.2185631,-0.113061,9.214760,-0.102891,9.216027,90.639687,90.702957
11.2394152,-0.137587,9.215358,-0.104686,9.216979,90.650780,90.855377
11.2602673,-0.106481,9.220742,-0.074178,9.221655,90.460884,90.661621
11.2811193,-0.138784,9.189635,-0.117248,9.191431,90.730904,90.865227
11.3019724,-0.098704,9.195618,-0.111864,9.196828,90.696930,90.614975
11.3228245,-0.111266,9.163314,-0.094516,9.164477,90.590919,90.695686
11.3436737,-0.099302,9.153145,-0.084945,9.154078,90.531685,90.621574
11.3645239,-0.098704,9.139386,-0.111266,9.140596,90.697464,90.618759
11.3853731,-0.106481,9.114860,-0.114855,9.116205,90.721893,90.669304
11.4062252,-0.116052,9.125030,-0.133400,9.126742,90.837486,90.728645
11.4270754,-0.103490,9.101101,-0.099900,9.102238,90.628853,90.651489
11.4479265,-0.120838,9.102896,-0.093918,9.104182,90.591072,90.760536
11.4687786,-0.104686,9.101699,-0.098704,9.102836,90.621284,90.658974
11.4896278,-0.106481,9.090932,-0.109472,9.092215,90.689865,90.671066
11.5104799,-0.125623,9.091530,-0.114257,9.093115,90.719955,90.791641
11.5313301,-0.125025,9.057432,-0.104088,9.058893,90.658348,90.790840
11.5521822,-0.117248,9.055637,-0.083749,9.056784,90.529823,90.741798
11.5730352,-0.121436,9.065806,-0.102293,9.067197,90.646408,90.767426
11.5938864,-0.119043,9.034700,-0.099900,9.036036,90.633461,90.754898
11.6147375,-0.119043,9.043674,-0.131007,9.045405,90.829857,90.754150
11.6355906,-0.120838,9.046664,-0.075374,9.047786,90.477318,90.765259
11.6564455,-0.110668,9.039486,-0.115454,9.040900,90.731697,90.701424
11.6772957,-0.116650,9.038888,-0.094516,9.040134,90.599052,90.739380
11.6981459,-0.093320,9.043075,-0.110070,9.044226,90.697319,90.591240
11.7189989,-0.113061,9.038289,-0.123230,9.039836,90.781075,90.716682
11.7398586,-0.092124,9.069396,-0.068794,9.070125,90.434570,90.581970
11.7607126,-0.092124,9.049655,-0.119043,9.050906,90.753609,90.583237
11.7815695,-0.123829,9.061021,-0.091525,9.062329,90.578674,90.782959
11.8024273,-0.125623,9.075378,-0.110668,9.076922,90.698578,90.793045
11.8232851,-0.151944,9.062816,-0.107079,9.064722,90.676834,90.960510
11.8441429,-0.141177,9.059825,-0.079561,9.061275,90.503082,90.892754
11.8649988,-0.154337,9.062816,-0.101695,9.064700,90.642799,90.975639
11.8858500,-0.111266,9.046664,-0.123230,9.048187,90.780357,90.704651
11.9067030,-0.153141,9.056833,-0.092124,9.058597,90.582695,90.968712
11.9275570,-0.116052,9.053843,-0.086142,9.054996,90.545074,90.734375
11.9484081,-0.126820,9.029316,-0.084945,9.030606,90.538956,90.804688
11.9692621,-0.119641,9.038888,-0.073579,9.039979,90.466354,90.758339
11.9901133,-0.110070,9.031709,-0.071785,9.032664,90.455345,90.698235
12.0109653,-0.112463,9.059227,-0.104686,9.060530,90.662018,90.711243
12.0318174,-0.107079,9.050852,-0.074776,9.051794,90.473320,90.677826
12.0526724,-0.119641,9.060423,-0.086740,9.061627,90.548454,90.756538
12.0735235,-0.095115,9.062218,-0.081356,9.063082,90.514328,90.601341
12.0943756,-0.107079,9.065208,-0.110070,9.066509,90.695602,90.676750
12.1152287,-0.087936,9.059825,-0.107079,9.060884,90.677116,90.556107
12.1360807,-0.106481,9.059227,-0.084945,9.060251,90.537193,90.673416
12.1569328,-0.120838,9.062816,-0.116052,9.064364,90.733582,90.763901
12.1777849,-0.129811,9.050852,-0.089133,9.052221,90.564171,90.821701
12.1986341,-0.123829,9.044869,-0.111864,9.046409,90.708519,90.784355
12.2194862,-0.130409,9.063414,-0.123230,9.065189,90.778893,90.824341
12.2403374,-0.117248,9.058030,-0.090329,9.059239,90.571304,90.741600
12.2611885,-0.129811,9.050254,-0.102293,9.051764,90.647507,90.821754
12.2820406,-0.131605,9.043674,-0.111266,9.045316,90.704811,90.833717
12.3028927,-0.107677,9.052647,-0.121436,9.054101,90.768486,90.681473
12.3237457,-0.115454,9.055039,-0.116052,9.056519,90.734222,90.730492
12.3445959,-0.108275,9.038888,-0.098704,9.040075,90.625595,90.686302
12.3654461,-0.100499,9.056235,-0.096909,9.057311,90.613052,90.635796
12.3862953,-0.086142,9.067003,-0.090329,9.067863,90.570755,90.544327
12.4071474,-0.102891,9.076574,-0.111864,9.077847,90.706062,90.649475
12.4279995,-0.099302,9.095717,-0.111266,9.096940,90.700813,90.625496
12.4488535,-0.115454,9.123235,-0.090329,9.124413,90.567223,90.725037
12.4697065,-0.118445,9.107083,-0.096909,9.108369,90.609612,90.745132
12.4905577,-0.106481,9.144172,-0.093320,9.145267,90.584671,90.667160
12.5114088,-0.131605,9.144770,-0.128614,9.146621,90.805687,90.824501
12.5322580,-0.120838,9.150752,-0.095115,9.152044,90.595467,90.756561
12.5531073,-0.117847,9.165708,-0.111266,9.167140,90.695442,90.736633
12.5739574,-0.102293,9.191430,-0.113659,9.192702,90.708427,90.637627
12.5948095,-0.107677,9.190233,-0.092124,9.191326,90.574280,90.671272
12.6156635,-0.121436,9.211769,-0.101097,9.213124,90.628723,90.755264
12.6365147,-0.104686,9.207582,-0.089731,9.208613,90.558311,90.651398
12.6573677,-0.100499,9.226724,-0.105882,9.227879,90.657440,90.624046
12.6782217,-0.108275,9.230911,-0.102891,9.232121,90.638573,90.672028
12.6990738,-0.104686,9.251250,-0.125025,9.252687,90.774223,90.648323
12.7199249,-0.120838,9.241679,-0.086142,9.242871,90.533989,90.749115
12.7407789,-0.130409,9.249456,-0.089133,9.250805,90.552063,90.807762
12.7616291,-0.116052,9.271589,-0.080160,9.272661,90.495316,90.717133
12.7824831,-0.118445,9.293723,-0.075972,9.294788,90.468323,90.730171
12.8033361,-0.113061,9.297911,-0.126820,9.299462,90.781387,90.696671
12.8241873,-0.120838,9.318848,-0.096909,9.320135,90.595764,90.742912
12.8450403,-0.112463,9.312865,-0.098704,9.314068,90.607193,90.691872
12.8658934,-0.125623,9.318250,-0.102293,9.319658,90.628899,90.772385
12.8867464,-0.125025,9.317652,-0.100499,9.319033,90.617905,90.768753
12.9076004,-0.108873,9.329616,-0.110070,9.330900,90.675896,90.668594
12.9284544,-0.113061,9.342776,-0.102293,9.344020,90.627258,90.693329
12.9493055,-0.123230,9.364311,-0.115454,9.365833,90.706306,90.753944
12.9701576,-0.108275,9.369696,-0.097508,9.370829,90.596199,90.662071
12.9910107,-0.099900,9.388240,-0.116650,9.389496,90.711830,90.609665
13.0118656,-0.102891,9.387043,-0.116650,9.388332,90.711922,90.627991
13.0327177,-0.113659,9.399606,-0.119043,9.401046,90.725540,90.692780
13.0535698,-0.123829,9.407382,-0.112463,9.408869,90.684860,90.754135
13.0744200,-0.128016,9.404391,-0.114855,9.405964,90.699654,90.779884
13.0952711,-0.131605,9.411570,-0.089731,9.412917,90.546196,90.801132
13.1161203,-0.118445,9.440882,-0.102891,9.442185,90.624367,90.718788
13.1369715,-0.126221,9.439087,-0.134596,9.440890,90.816879,90.766129
13.1578236,-0.114257,9.467801,-0.099302,9.469011,90.600876,90.691414
13.1786747,-0.133400,9.478569,-0.111864,9.480167,90.676094,90.806320
13.1995268,-0.122034,9.486345,-0.108275,9.487748,90.653877,90.737022
13.2203770,-0.109472,9.498309,-0.086142,9.499331,90.519577,90.660324
13.2412319,-0.121436,9.524033,-0.119641,9.525558,90.719658,90.730507
13.2620878,-0.101695,9.508479,-0.108275,9.509640,90.652374,90.612762
13.2829399,-0.111864,9.536594,-0.114257,9.537934,90.686378,90.672050
13.3037882,-0.102891,9.530613,-0.093320,9.531625,90.560966,90.618538
13.3246393,-0.126820,9.535398,-0.084347,9.536614,90.506760,90.761978
13.3454895,-0.125623,9.564112,-0.120239,9.565692,90.720215,90.752525
13.3663416,-0.116052,9.582058,-0.126820,9.583600,90.758217,90.693893
13.3871918,-0.125025,9.571889,-0.116650,9.573417,90.698158,90.748337
13.4080429,-0.125025,9.588638,-0.092124,9.589896,90.550407,90.747032
13.4288931,-0.123230,9.596416,-0.117248,9.597923,90.699944,90.735710
13.4497433,-0.127418,9.604790,-0.110668,9.606272,90.660088,90.760048
13.4705925,-0.116052,9.613763,-0.120838,9.615223,90.720070,90.691612
13.4914436,-0.125623,9.635299,-0.099302,9.636629,90.590424,90.746971
13.5122948,-0.114257,9.634102,-0.107677,9.635381,90.640305,90.679474
13.5331440,-0.113659,9.642477,-0.135194,9.644094,90.803223,90.675331
13.5539932,-0.120239,9.655638,-0.111266,9.657027,90.660164,90.713455
13.5748434,-0.123829,9.674182,-0.125025,9.675782,90.740364,90.733337
13.5956936,-0.114257,9.675379,-0.122632,9.676830,90.726112,90.676582
13.6165438,-0.110070,9.688539,-0.107079,9.689755,90.633171,90.650902
13.6373930,-0.128614,9.684950,-0.112463,9.686457,90.665237,90.760834
13.6582460,-0.113659,9.703494,-0.116052,9.704853,90.685165,90.671089
13.6790972,-0.125623,9.722636,-0.117847,9.724161,90.694382,90.740257
13.6999474,-0.120239,9.729217,-0.108873,9.730569,90.641083,90.708061
13.7207994,-0.112463,9.741181,-0.119641,9.742565,90.703621,90.661453
13.7416515,-0.127418,9.758529,-0.108873,9.759968,90.639153,90.748070
13.7625065,-0.122632,9.772886,-0.116052,9.774344,90.680298,90.718918
13.7833567,-0.126221,9.769297,-0.106481,9.770692,90.624420,90.740234
13.8042078,-0.128614,9.798011,-0.117847,9.799563,90.689041,90.752052
13.8250580,-0.123230,9.793225,-0.090927,9.794423,90.531914,90.720924
13.8459082,-0.127418,9.799805,-0.109472,9.801245,90.639961,90.744919
13.8667583,-0.125623,9.828519,-0.114855,9.829992,90.669472,90.732285
13.8876104,-0.128614,9.808778,-0.110070,9.810238,90.642868,90.751228
13.9084625,-0.127418,9.830912,-0.103490,9.832282,90.603081,90.742569
13.9293184,-0.120838,9.842875,-0.114855,9.844287,90.668495,90.703362
13.9501734,-0.130409,9.845269,-0.110668,9.846755,90.643967,90.758888
13.9710283,-0.110668,9.838689,-0.096909,9.839788,90.564301,90.644447
13.9918804,-0.127418,9.859626,-0.130409,9.861311,90.757721,90.740402
14.0127306,-0.138784,9.847662,-0.101097,9.849159,90.588120,90.807419
14.0335817,-0.120838,9.845867,-0.106481,9.847184,90.619568,90.703148
14.0544338,-0.107677,9.844072,-0.120838,9.845403,90.703239,90.626694
14.0752859,-0.132203,9.844072,-0.129811,9.845816,90.755432,90.769424
14.0961409,-0.135194,9.832108,-0.098106,9.833528,90.571632,90.787788
14.1169939,-0.120838,9.834501,-0.132203,9.836132,90.770111,90.703964
14.1378460,-0.128614,9.847063,-0.095115,9.848362,90.553368,90.748306
14.1586971,-0.116650,9.826724,-0.116650,9.828109,90.680061,90.680107
14.1795492,-0.127418,9.806984,-0.138784,9.808794,90.810699,90.744377
14.2003994,-0.120239,9.804591,-0.099302,9.805831,90.580238,90.702614
14.2212505,-0.114257,9.820144,-0.108275,9.821405,90.631668,90.666603
14.2421017,-0.120239,9.803992,-0.101097,9.805251,90.590759,90.702660
14.2629528,-0.133400,9.845867,-0.103490,9.847315,90.602158,90.776245
14.2838049,-0.132802,9.851251,-0.132802,9.853042,90.772270,90.772339
14.3046579,-0.125623,9.881760,-0.089731,9.882965,90.520218,90.728340
14.3255100,-0.124427,9.876375,-0.117248,9.877854,90.680107,90.721802
14.3463621,-0.139980,9.885348,-0.125025,9.887130,90.724541,90.811272
14.3672142,-0.120239,9.864411,-0.090927,9.865563,90.528084,90.698357
14.3880663,-0.128614,9.857233,-0.138186,9.859040,90.803093,90.747536
14.4089165,-0.131605,9.853643,-0.092722,9.854959,90.539085,90.765198
14.4297705,-0.123230,9.842278,-0.125025,9.843843,90.727722,90.717339
14.4506216,-0.102891,9.827323,-0.120838,9.828605,90.704437,90.599861
14.4714746,-0.096909,9.834501,-0.072981,9.835250,90.425156,90.564575
14.4923258,-0.098704,9.847063,-0.037089,9.847628,90.215790,90.574295
14.5131769,-0.115454,9.828519,-0.081356,9.829534,90.474228,90.673012
14.5340300,-0.146560,9.810573,-0.164507,9.813046,90.960556,90.855881
14.5548792,-0.129212,9.851251,-0.126221,9.852906,90.734009,90.751465
14.5757303,-0.135194,9.838689,-0.128016,9.840450,90.745392,90.787254
14.5965824,-0.166301,9.856036,-0.085543,9.857810,90.497200,90.966660
14.6174345,-0.153739,9.857233,-0.127418,9.859256,90.740494,90.893547
14.6382875,-0.159721,9.862617,-0.227318,9.866529,91.320175,90.927803
14.6591415,-0.159721,9.846465,-0.171087,9.849247,90.995308,90.929321
14.6799917,-0.157328,9.849456,-0.263809,9.854244,91.534050,90.915123
14.7008429,-0.135194,9.834501,-0.168096,9.836867,90.979141,90.787590
14.7216930,-0.096909,9.845867,-0.165703,9.847738,90.964134,90.563927
14.7425451,-0.092722,9.846465,-0.103490,9.847445,90.602150,90.539528
14.7633982,-0.040678,9.836894,-0.147757,9.838088,90.860550,90.236931
14.7842484,-0.052044,9.845269,-0.093918,9.845855,90.546547,90.302872
14.8050985,-0.042473,9.838090,-0.073579,9.838457,90.428505,90.247353
14.8259487,-0.074178,9.862019,-0.025723,9.862331,90.149437,90.430946
14.8467989,-0.141775,9.856635,-0.084945,9.858021,90.493713,90.824066
14.8676510,-0.163908,9.862019,-0.123829,9.864158,90.719276,90.952179
14.8885050,-0.199801,9.869197,-0.183051,9.872916,91.062363,91.159790
14.9093552,-0.204586,9.872188,-0.165105,9.875688,90.957932,91.187202
14.9302073,-0.195015,9.843474,-0.202792,9.847494,91.179985,91.134972
14.9510593,-0.170489,9.847063,-0.133998,9.849450,90.779510,90.991898
14.9719105,-0.133400,9.830912,-0.159123,9.833104,90.927223,90.777420
14.9927626,-0.127418,9.831510,-0.117248,9.833035,90.683205,90.742523
15.0136127,-0.074178,9.828519,-0.105882,9.829369,90.617203,90.432411
15.0344658,-0.076570,9.836894,-0.114855,9.837862,90.668938,90.445984
15.0553188,-0.073579,9.814162,-0.104686,9.814997,90.611122,90.429550
15.0761728,-0.097508,9.822537,-0.110668,9.823645,90.645477,90.568748
15.0970259,-0.116052,9.831510,-0.159123,9.833482,90.927185,90.676292
15.1178780,-0.142373,9.838090,-0.152542,9.840302,90.888222,90.829102
