Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),ag,,9.849606
35.3695183,-0.060419,9.34457,-0.14656,9.345914,90.898537,90.370453,-0.503692,,
35.3719711,-0.074776,9.354142,-0.08674,9.354843,90.531265,90.458008,-0.494763,,
35.374424,-0.050847,9.356535,-0.117847,9.357415,90.721596,90.311371,-0.492191,,
35.3768768,-0.079561,9.354142,-0.16331,9.355906,91.000168,90.487312,-0.4937,,
35.3793297,-0.036491,9.356535,-0.06999,9.356868,90.428581,90.22345,-0.492738,,
35.3817825,-0.084347,9.36132,-0.079561,9.362039,90.486923,90.516228,-0.487567,,
35.3842354,-0.06999,9.380463,-0.117847,9.381464,90.719749,90.42749,-0.468142,,
35.386692,-0.105882,9.387642,-0.091525,9.388685,90.558556,90.64621,-0.460921,,
35.3891411,-0.08674,9.382855,-0.084347,9.383636,90.515022,90.529655,-0.46597,,
35.3915939,-0.115454,9.337392,-0.144168,9.339218,90.884499,90.708405,-0.510388,,
35.3940468,-0.098704,9.332606,-0.165703,9.334599,91.017136,90.605949,-0.515007,,
35.3964996,-0.050847,9.366106,-0.168096,9.367753,91.028175,90.31105,-0.481853,,
35.3989525,-0.055633,9.385248,-0.101097,9.385958,90.617149,90.33963,-0.463648,,
35.4014015,-0.022134,9.349357,-0.074776,9.349682,90.458237,90.135643,-0.499924,,
35.4038582,-0.077169,9.342177,-0.110668,9.343151,90.678673,90.473267,-0.506455,,
35.406311,-0.077169,9.339785,-0.134596,9.341073,90.825607,90.473389,-0.508533,,
35.4087639,0.004187,9.390035,-0.091525,9.390482,90.558449,89.974449,-0.459124,,
35.4112167,-0.017348,9.337392,-0.060419,9.337604,90.370735,90.106453,-0.512002,,
35.4136658,-0.055633,9.330214,-0.065204,9.330607,90.400398,90.341629,-0.518999,,
35.4161186,-0.062812,9.358928,-0.105882,9.359737,90.648178,90.384529,-0.489869,,
35.4185753,-0.06999,9.323035,-0.108275,9.323927,90.665367,90.430122,-0.525679,,
35.4210281,-0.067597,9.334999,-0.079561,9.335583,90.488304,90.414886,-0.514023,,
35.423481,-0.089133,9.370892,-0.065204,9.371542,90.398651,90.54496,-0.478064,,
35.42593,-0.101097,9.366106,-0.108275,9.367278,90.662292,90.618423,-0.482328,,
35.4283829,-0.077169,9.334999,-0.127418,9.336187,90.781982,90.473633,-0.513419,,
35.4308357,-0.079561,9.34457,-0.16331,9.346336,91.00119,90.487816,-0.50327,,
35.4332924,-0.091525,9.334999,-0.153739,9.336714,90.943481,90.561745,-0.512892,,
35.4357452,-0.079561,9.363713,-0.127418,9.364918,90.779579,90.486816,-0.484688,,
35.4381943,-0.038883,9.385248,-0.148953,9.386511,90.909256,90.237373,-0.463095,,
35.4406471,-0.031705,9.334999,-0.127418,9.335922,90.782005,90.194595,-0.513684,,
35.4431,-0.043669,9.337392,-0.141775,9.338571,90.869873,90.26796,-0.511035,,
35.4455528,-0.062812,9.337392,-0.153739,9.338869,90.94326,90.385414,-0.510737,,
35.4480095,-0.077169,9.370892,-0.148953,9.372393,90.910629,90.471817,-0.477213,,
35.4504585,-0.024526,9.327821,-0.134596,9.328824,90.826691,90.15065,-0.520782,,
35.4529114,-0.019741,9.337392,-0.065204,9.337641,90.400101,90.121132,-0.511965,,
35.4553642,-0.050847,9.356535,-0.10349,9.357245,90.633698,90.311371,-0.492361,,
35.4578171,-0.067597,9.36132,-0.084347,9.361945,90.51622,90.413719,-0.487661,,
35.4602699,-0.081954,9.332606,-0.079561,9.333305,90.488419,90.503128,-0.516301,,
35.462719,-0.079561,9.339785,-0.098704,9.340645,90.605461,90.488068,-0.508961,,
35.4651756,-0.093918,9.34457,-0.105882,9.345642,90.649155,90.575836,-0.503964,,
35.4676285,-0.125025,9.368499,-0.098704,9.369853,90.603577,90.76458,-0.479753,,
35.4700813,-0.091525,9.370892,-0.129811,9.372237,90.793602,90.559593,-0.477369,,
35.4725304,-0.098704,9.323035,-0.148953,9.324747,90.915283,90.606575,-0.524859,,
35.4749832,-0.084347,9.382855,-0.153739,9.384494,90.938675,90.515045,-0.465112,,
35.4774361,-0.089133,9.368499,-0.153739,9.370184,90.940109,90.545097,-0.479422,,
35.4798927,-0.08674,9.397213,-0.141775,9.398683,90.864311,90.528847,-0.450923,,
35.4823456,-0.091525,9.346964,-0.170489,9.348967,91.044907,90.56102,-0.500639,,
35.4847946,-0.089133,9.337392,-0.211167,9.340205,91.295471,90.546913,-0.509401,,
35.4872475,-0.077169,9.349357,-0.187238,9.35155,91.147263,90.4729,-0.498056,,
35.4897003,-0.072383,9.308679,-0.168096,9.310478,91.0345,90.445511,-0.539128,,
35.4921532,-0.05324,9.368499,-0.091525,9.369098,90.559723,90.3256,-0.480508,,
35.494606,-0.101097,9.334999,-0.091525,9.335995,90.561707,90.620483,-0.513611,,
35.4970627,-0.079561,9.311071,-0.062812,9.311624,90.38649,90.489571,-0.537982,,
35.4995117,-0.050847,9.358928,-0.091525,9.359513,90.560295,90.311287,-0.490093,,
35.5019646,-0.05324,9.334999,-0.134596,9.336122,90.826042,90.326775,-0.513484,,
35.5044174,-0.079561,9.342177,-0.079561,9.342855,90.487923,90.487938,-0.506751,,
35.5068703,-0.05324,9.36132,-0.110668,9.362126,90.677299,90.325851,-0.48748,,
35.5093231,-0.084347,9.358928,-0.093918,9.359779,90.574928,90.516365,-0.489827,,
35.511776,-0.074776,9.363713,-0.127418,9.364879,90.779587,90.457535,-0.484727,,
35.5142288,-0.08674,9.368499,-0.132203,9.369833,90.808441,90.530464,-0.479773,,
35.5166817,-0.08674,9.390035,-0.151346,9.391655,90.923355,90.529251,-0.457951,,
35.5191345,-0.134596,9.356535,-0.125025,9.358338,90.76548,90.824158,-0.491268,,
35.5215874,-0.081954,9.354142,-0.168096,9.356011,91.029465,90.501968,-0.493595,,
35.5240402,-0.074776,9.356535,-0.153739,9.358097,90.941322,90.457886,-0.491509,,
35.5264893,-0.08674,9.346964,-0.156132,9.34867,90.95694,90.531693,-0.500936,,
35.5289459,-0.081954,9.311071,-0.127418,9.312304,90.783989,90.504295,-0.537302,,
35.5313988,-0.067597,9.337392,-0.168096,9.339149,91.031326,90.41478,-0.510457,,
35.5338516,-0.098704,9.370892,-0.115454,9.372123,90.705833,90.603477,-0.477483,,
35.5363045,-0.046062,9.380463,-0.08674,9.380977,90.529785,90.281342,-0.468629,,
35.5387535,-0.067597,9.354142,-0.117847,9.355128,90.721771,90.41404,-0.494478,,
35.5412064,-0.089133,9.334999,-0.098704,9.335946,90.605766,90.547058,-0.51366,,
35.543663,-0.074776,9.382855,-0.077169,9.383471,90.471199,90.456604,-0.466135,,
35.5461121,-0.065204,9.36132,-0.060419,9.361742,90.369781,90.399078,-0.487864,,
35.5485649,-0.089133,9.358928,-0.098704,9.359873,90.604218,90.545654,-0.489733,,
35.5510178,-0.079561,9.311071,-0.117847,9.312157,90.725105,90.489571,-0.537449,,
35.5534706,-0.050847,9.356535,-0.074776,9.356972,90.457878,90.311371,-0.492634,,
35.5559196,-0.048455,9.375677,-0.172881,9.377396,91.056366,90.296112,-0.47221,,
35.5583763,-0.105882,9.339785,-0.165703,9.341854,91.01635,90.649521,-0.507752,,
35.5608292,-0.091525,9.320642,-0.16331,9.322522,91.003746,90.562607,-0.527084,,
35.5632782,-0.110668,9.36132,-0.170489,9.363527,91.043282,90.677307,-0.486079,,
35.565731,-0.05324,9.366106,-0.144168,9.367367,90.881844,90.325684,-0.482239,,
35.5681839,-0.079561,9.346964,-0.105882,9.347902,90.648994,90.487686,-0.501704,,
35.5706329,-0.10349,9.339785,-0.113061,9.341042,90.693504,90.634842,-0.508564,,
35.5730858,-0.096311,9.368499,-0.129811,9.369893,90.7938,90.588997,-0.479713,,
35.5755424,-0.031705,9.368499,-0.120239,9.369324,90.735313,90.193901,-0.480282,,
35.5779953,-0.077169,9.366106,-0.132203,9.367357,90.808655,90.472054,-0.482249,,
35.5804443,-0.077169,9.346964,-0.084347,9.347663,90.517006,90.473022,-0.501943,,
35.5828972,-0.026919,9.363713,-0.096311,9.364247,90.589294,90.164719,-0.485359,,
35.58535,-0.074776,9.346964,-0.136989,9.348267,90.839638,90.458359,-0.501339,,
35.5878029,-0.10349,9.36132,-0.125025,9.362727,90.765121,90.633377,-0.486879,,
35.5902519,-0.08674,9.334999,-0.06999,9.335664,90.429558,90.532372,-0.513942,,
35.5927086,-0.093918,9.334999,-0.113061,9.336156,90.693871,90.576424,-0.51345,,
35.5951614,-0.096311,9.36132,-0.136989,9.362819,90.838333,90.589447,-0.486787,,
35.5976105,-0.125025,9.342177,-0.144168,9.344126,90.884033,90.766739,-0.50548,,
35.6000633,-0.101097,9.31825,-0.153739,9.320066,90.94516,90.621597,-0.52954,,
35.6025162,-0.06999,9.382855,-0.132203,9.384048,90.807213,90.427383,-0.465558,,
35.604969,-0.019741,9.342177,-0.158524,9.343543,90.972137,90.121071,-0.506063,,
35.6074257,-0.062812,9.368499,-0.151346,9.369931,90.925499,90.38414,-0.479675,,
35.6098785,-0.079561,9.36132,-0.182453,9.363437,91.116516,90.486938,-0.486169,,
35.6123314,-0.101097,9.337392,-0.144168,9.339052,90.884514,90.620323,-0.510554,,
35.6147804,-0.074776,9.349357,-0.148953,9.350842,90.912727,90.458237,-0.498764,,
35.6172333,-0.036491,9.354142,-0.127418,9.355082,90.780403,90.223511,-0.494524,,
35.6196861,-0.079561,9.349357,-0.058026,9.349875,90.355583,90.487564,-0.499731,,
35.6221428,-0.117847,9.320642,-0.041276,9.321479,90.253708,90.724388,-0.528127,,
35.6245956,-0.10349,9.373284,-0.127418,9.374722,90.77877,90.632568,-0.474884,,
35.6270447,-0.079561,9.366106,-0.125025,9.367279,90.764748,90.486694,-0.482327,,
35.6294975,-0.110668,9.346964,-0.108275,9.348246,90.663635,90.678352,-0.50136,,
35.6319504,-0.089133,9.34457,-0.105882,9.345594,90.649155,90.546494,-0.504012,,
35.6344032,-0.105882,9.363713,-0.129811,9.365211,90.794197,90.647858,-0.484395,,
35.6368561,-0.08674,9.390035,-0.177667,9.392116,91.083908,90.529251,-0.45749,,
35.6393127,-0.101097,9.339785,-0.168096,9.341845,91.031029,90.620163,-0.507761,,
35.6417618,-0.05324,9.337392,-0.14656,9.338694,90.899231,90.326691,-0.510912,,
35.6442146,-0.017348,9.339785,-0.139382,9.34084,90.854988,90.106422,-0.508766,,
35.6466675,-0.046062,9.366106,-0.10349,9.366791,90.633049,90.281776,-0.482815,,
35.6491203,-0.038883,9.339785,-0.074776,9.340165,90.458702,90.238533,-0.509441,,
35.6515732,-0.077169,9.363713,-0.089133,9.364455,90.545357,90.472176,-0.485151,,
35.6540298,-0.084347,9.342177,-0.129811,9.34346,90.796051,90.517288,-0.506146,,
35.6564789,-0.055633,9.330214,-0.141775,9.331457,90.870537,90.341629,-0.518149,,
35.6589317,-0.072383,9.342177,-0.101097,9.343005,90.619987,90.443916,-0.506601,,
35.6613846,-0.055633,9.356535,-0.096311,9.357196,90.589737,90.340675,-0.49241,,
35.6638374,-0.105882,9.339785,-0.081954,9.340744,90.502708,90.649521,-0.508862,,
35.6662865,-0.084347,9.330214,-0.101097,9.331143,90.620773,90.517952,-0.518463,,
35.6687393,-0.074776,9.36132,-0.110668,9.362273,90.677292,90.457657,-0.487333,,
35.671196,-0.081954,9.323035,-0.129811,9.324299,90.797684,90.503647,-0.525307,,
35.6736488,-0.060419,9.342177,-0.120239,9.343146,90.737373,90.370544,-0.50646,,
35.6761017,-0.08674,9.363713,-0.120239,9.364886,90.735664,90.530739,-0.48472,,
35.6785545,-0.048455,9.36132,-0.158524,9.362788,90.970139,90.296562,-0.486818,,
35.6810036,-0.074776,9.323035,-0.127418,9.324205,90.78299,90.459534,-0.525401,,
35.6834564,-0.034098,9.337392,-0.10349,9.338028,90.635002,90.209229,-0.511578,,
35.6859131,-0.036491,9.380463,-0.108275,9.381159,90.661308,90.222885,-0.468447,,
35.6883659,-0.024526,9.356535,-0.096311,9.357063,90.589752,90.150192,-0.492543,,
35.690815,-0.079561,9.349357,-0.120239,9.350469,90.736794,90.487564,-0.499137,,
35.6932678,-0.079561,9.327821,-0.120239,9.328935,90.738495,90.488693,-0.520671,,
35.6957207,-0.089133,9.356535,-0.101097,9.357506,90.619026,90.545799,-0.4921,,
35.6981735,-0.081954,9.349357,-0.122632,9.35052,90.751457,90.502228,-0.499086,,
