Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),ag,,9.849606
9.0782242,-0.08674,10.294521,-0.156132,10.296071,90.868881,90.48275,0.446465,,
9.080677,-0.050847,10.289736,-0.16331,10.291158,90.909264,90.283127,0.441552,,
9.0831308,-0.081954,10.313663,-0.18006,10.31556,91.00016,90.455276,0.465954,,
9.0855837,-0.091525,10.292129,-0.132203,10.293385,90.735901,90.509506,0.443779,,
9.0880375,-0.06999,10.3017,-0.141775,10.302913,90.788452,90.389267,0.453307,,
9.0904913,-0.036491,10.280165,-0.14656,10.281274,90.81678,90.203377,0.431668,,
9.0929451,-0.067597,10.292129,-0.148953,10.293428,90.82914,90.376305,0.443822,,
9.0953979,-0.05324,10.318449,-0.153739,10.319732,90.8536,90.295624,0.470126,,
9.0978518,-0.081954,10.308878,-0.158524,10.310422,90.880966,90.455482,0.460816,,
9.1003036,-0.101097,10.318449,-0.158524,10.320162,90.880135,90.561348,0.470556,,
9.1027565,-0.058026,10.304092,-0.144168,10.305264,90.801575,90.322647,0.455658,,
9.1052094,-0.081954,10.280165,-0.187238,10.282196,91.043411,90.456757,0.43259,,
9.1076622,-0.081954,10.306485,-0.168096,10.308182,90.934364,90.455589,0.458576,,
9.1101151,-0.081954,10.28495,-0.168096,10.286651,90.936317,90.456543,0.437045,,
9.1125689,-0.077169,10.335199,-0.182453,10.337098,91.011337,90.427795,0.487492,,
9.1150217,-0.096311,10.323236,-0.199202,10.325606,91.105423,90.534531,0.476,,
9.1174746,-0.091525,10.296914,-0.177667,10.298854,90.988464,90.50927,0.449248,,
9.1199284,-0.067597,10.318449,-0.151346,10.31978,90.840309,90.375343,0.470174,,
9.1223803,-0.055633,10.296914,-0.16331,10.29836,90.90863,90.309563,0.448754,,
9.1248331,-0.041276,10.320843,-0.158524,10.322143,90.879967,90.229141,0.472537,,
9.127286,-0.079561,10.311271,-0.16331,10.312871,90.907349,90.442085,0.463265,,
9.1297388,-0.072383,10.337592,-0.122632,10.338573,90.679634,90.401176,0.488967,,
9.1321917,-0.065204,10.316056,-0.144168,10.317269,90.800644,90.362144,0.467663,,
9.1346455,-0.050847,10.2682,-0.177667,10.269862,90.991257,90.283722,0.420256,,
9.1370983,-0.046062,10.311271,-0.14656,10.312415,90.814316,90.255943,0.462809,,
9.1395521,-0.067597,10.304092,-0.101097,10.304811,90.562119,90.37587,0.455205,,
9.142004,-0.081954,10.296914,-0.144168,10.298249,90.802124,90.456017,0.448643,,
9.1444578,-0.074776,10.296914,-0.172881,10.298636,90.961861,90.416069,0.44903,,
9.1469116,-0.062812,10.294521,-0.177667,10.296246,90.988716,90.349586,0.44664,,
9.1493654,-0.074776,10.320843,-0.148953,10.322188,90.826828,90.415108,0.472582,,
9.1518173,-0.065204,10.311271,-0.122632,10.312206,90.681374,90.362312,0.4626,,
9.1542711,-0.067597,10.306485,-0.132203,10.307555,90.734886,90.375778,0.457949,,
9.1567249,-0.05324,10.308878,-0.141775,10.309991,90.78791,90.295898,0.460385,,
9.1591778,-0.031705,10.325628,-0.148953,10.326752,90.826462,90.175926,0.477146,,
9.1616306,-0.084347,10.325628,-0.175274,10.32746,90.97245,90.468025,0.477854,,
9.1640844,-0.08674,10.320843,-0.177667,10.322736,90.986183,90.481522,0.47313,,
9.1665373,-0.101097,10.318449,-0.160917,10.320199,90.893417,90.561348,0.470593,,
9.1689901,-0.06999,10.287343,-0.144168,10.288591,90.802879,90.389809,0.438985,,
9.171443,-0.105882,10.342378,-0.182453,10.344528,91.010612,90.586555,0.494922,,
9.1738968,-0.060419,10.304092,-0.206381,10.306336,91.147408,90.335953,0.45673,,
9.1763506,-0.081954,10.316056,-0.182453,10.317995,91.013214,90.45517,0.468389,,
9.1788025,-0.081954,10.296914,-0.156132,10.298424,90.868683,90.456017,0.448818,,
9.1812563,-0.117847,10.328021,-0.125025,10.329451,90.693512,90.65374,0.479845,,
9.1837101,-0.096311,10.318449,-0.165703,10.320229,90.919991,90.534775,0.470623,,
9.1861639,-0.101097,10.335199,-0.16331,10.336984,90.905235,90.56044,0.487378,,
9.1886168,-0.084347,10.323236,-0.139382,10.324521,90.773521,90.468132,0.474915,,
9.1910696,-0.065204,10.337592,-0.160917,10.33905,90.891792,90.361389,0.489444,,
9.1935234,-0.08674,10.308878,-0.14656,10.310285,90.814484,90.482079,0.460679,,
9.1959763,-0.05324,10.308878,-0.134596,10.309895,90.748024,90.295898,0.460289,,
9.1984301,-0.081954,10.272985,-0.165703,10.274649,90.924072,90.457077,0.425043,,
9.2008839,-0.120239,10.347163,-0.160917,10.349113,90.890923,90.665779,0.499507,,
9.2033367,-0.105882,10.323236,-0.203988,10.325793,91.131966,90.587646,0.476187,,
9.2057905,-0.091525,10.349556,-0.206381,10.352018,91.142342,90.506676,0.502412,,
9.2082443,-0.079561,10.296914,-0.194417,10.299057,91.081642,90.442703,0.449451,,
9.2106962,-0.060419,10.320843,-0.201595,10.322989,91.118988,90.335411,0.473383,,
9.21315,-0.055633,10.292129,-0.160917,10.293537,90.895729,90.309708,0.443931,,
9.2156038,-0.043669,10.330414,-0.158524,10.331722,90.87915,90.242203,0.482116,,
9.2180557,-0.055633,10.318449,-0.153739,10.319744,90.8536,90.308914,0.470138,,
9.2205095,-0.072383,10.320843,-0.141775,10.322071,90.786987,90.401825,0.472465,,
9.2229633,-0.110668,10.323236,-0.122632,10.324557,90.680557,90.614204,0.474951,,
9.2254162,-0.081954,10.325628,-0.139382,10.326894,90.773346,90.454742,0.477288,,
9.22787,-0.060419,10.359127,-0.141775,10.360273,90.784088,90.334167,0.510667,,
9.2303209,-0.10349,10.335199,-0.101097,10.336212,90.56041,90.5737,0.486606,,
9.2327747,-0.113061,10.36152,-0.153739,10.363276,90.850014,90.625168,0.51367,,
9.2352276,-0.115454,10.304092,-0.158524,10.305959,90.881348,90.641953,0.456353,,
9.2376804,-0.110668,10.28495,-0.156132,10.286731,90.869667,90.616493,0.437125,,
9.2401333,-0.091525,10.316056,-0.158524,10.31768,90.880348,90.508324,0.468074,,
9.2425871,-0.084347,10.311271,-0.182453,10.31323,91.01368,90.468674,0.463624,,
9.245039,-0.122632,10.347163,-0.192024,10.349671,91.063103,90.679024,0.500065,,
9.2474928,-0.101097,10.342378,-0.194417,10.344699,91.076874,90.560051,0.495093,,
9.2499456,-0.060419,10.320843,-0.19681,10.322896,91.09243,90.335411,0.47329,,
9.2523975,-0.101097,10.325628,-0.172881,10.32757,90.959167,90.560959,0.477964,,
9.2548513,-0.046062,10.318449,-0.156132,10.319733,90.866882,90.255768,0.470127,,
9.2573051,-0.043669,10.330414,-0.132203,10.331352,90.733192,90.242203,0.481746,,
9.259757,-0.072383,10.311271,-0.115454,10.312171,90.641487,90.402199,0.462565,,
9.2622108,-0.048455,10.337592,-0.127418,10.338491,90.706169,90.268555,0.488885,,
9.2646637,-0.029312,10.311271,-0.148953,10.312388,90.827614,90.162872,0.462782,,
9.2671156,-0.017348,10.330414,-0.141775,10.331402,90.786278,90.096214,0.481796,,
9.2695694,-0.060419,10.325628,-0.113061,10.326424,90.627327,90.335251,0.476818,,
9.2720232,-0.081954,10.332807,-0.105882,10.333673,90.587082,90.45443,0.484067,,
9.2744761,-0.074776,10.332807,-0.141775,10.33405,90.786079,90.414627,0.484444,,
9.2769289,-0.074776,10.342378,-0.168096,10.344014,90.931129,90.414246,0.494408,,
9.2793827,-0.091525,10.339985,-0.18006,10.341958,90.997604,90.507149,0.492352,,
9.2818356,-0.084347,10.320843,-0.165703,10.322517,90.919785,90.468239,0.472911,,
9.2842894,-0.105882,10.328021,-0.19681,10.330439,91.091629,90.587372,0.480833,,
9.2867422,-0.079561,10.325628,-0.18006,10.327505,90.999001,90.441467,0.477899,,
9.2891951,-0.081954,10.292129,-0.182453,10.294071,91.015564,90.456223,0.444465,,
9.2916489,-0.089133,10.304092,-0.170489,10.305888,90.947876,90.495605,0.456282,,
9.2941017,-0.048455,10.320843,-0.156132,10.322138,90.866684,90.26899,0.472532,,
9.2965546,-0.079561,10.311271,-0.139382,10.31252,90.774422,90.442085,0.462914,,
9.2990074,-0.074776,10.311271,-0.122632,10.312271,90.681374,90.415489,0.462665,,
9.3014603,-0.041276,10.316056,-0.098704,10.31661,90.548187,90.229248,0.467004,,
9.3039131,-0.046062,10.289736,-0.125025,10.290599,90.696129,90.256485,0.440993,,
9.3063669,-0.048455,10.330414,-0.117847,10.3312,90.65358,90.268745,0.481594,,
9.3088198,-0.050847,10.335199,-0.148953,10.336398,90.825691,90.281883,0.486792,,
9.3112726,-0.101097,10.320843,-0.14656,10.322378,90.81353,90.561218,0.472772,,
9.3137264,-0.048455,10.335199,-0.141775,10.336286,90.785904,90.268616,0.48668,,
9.3161793,-0.058026,10.308878,-0.201595,10.311012,91.120285,90.322502,0.461406,,
9.3186331,-0.084347,10.287343,-0.151346,10.288802,90.842842,90.469765,0.439196,,
9.3210869,-0.062812,10.308878,-0.172881,10.310518,90.960754,90.349098,0.460912,,
9.3235407,-0.077169,10.3017,-0.172881,10.303439,90.961411,90.429184,0.453833,,
9.3259935,-0.065204,10.289736,-0.182453,10.291559,91.015816,90.363068,0.441953,,
9.3284473,-0.06999,10.287343,-0.175274,10.289074,90.976082,90.389809,0.439468,,
9.3308992,-0.041276,10.313663,-0.189631,10.315489,91.053337,90.229301,0.465883,,
9.333353,-0.091525,10.325628,-0.139382,10.326975,90.773338,90.507851,0.477369,,
9.3358078,-0.091525,10.342378,-0.151346,10.34389,90.838348,90.507027,0.494284,,
9.3382607,-0.067597,10.325628,-0.160917,10.327104,90.892822,90.375084,0.477498,,
9.3407145,-0.026919,10.318449,-0.141775,10.319458,90.787186,90.149475,0.469852,,
9.3431673,-0.077169,10.304092,-0.129811,10.3052,90.721748,90.429085,0.455594,,
9.3456211,-0.108275,10.337592,-0.127418,10.338944,90.706131,90.60009,0.489338,,
9.348074,-0.081954,10.354342,-0.151346,10.355772,90.837387,90.453484,0.506166,,
9.3505268,-0.06999,10.337592,-0.141775,10.338801,90.785713,90.387909,0.489195,,
9.3529806,-0.089133,10.330414,-0.14656,10.331838,90.812782,90.494347,0.482232,,
9.3554335,-0.091525,10.339985,-0.170489,10.341796,90.944588,90.507149,0.49219,,
9.3578873,-0.055633,10.366306,-0.156132,10.367631,90.862877,90.307487,0.518025,,
9.3603401,-0.077169,10.337592,-0.134596,10.338757,90.745934,90.427696,0.489151,,
9.362793,-0.101097,10.342378,-0.132203,10.343717,90.732323,90.560051,0.494111,,
9.3652468,-0.060419,10.323236,-0.187238,10.325109,91.039078,90.335335,0.475503,,
9.3676996,-0.05324,10.306485,-0.168096,10.307994,90.93438,90.295967,0.458388,,
9.3701525,-0.101097,10.316056,-0.151346,10.317661,90.840485,90.561478,0.468055,,
9.3726063,-0.077169,10.275378,-0.165703,10.277004,90.923859,90.430283,0.427398,,
9.3750601,-0.089133,10.330414,-0.136989,10.331707,90.759712,90.494347,0.482101,,
9.3775129,-0.079561,10.311271,-0.120239,10.312279,90.668076,90.442085,0.462673,,
9.3799667,-0.077169,10.320843,-0.129811,10.321948,90.720581,90.428391,0.472342,,
9.3824205,-0.079561,10.2682,-0.132203,10.26936,90.737625,90.443939,0.419754,,
9.3848724,-0.06999,10.306485,-0.151346,10.307834,90.841286,90.389084,0.458228,,
9.3873272,-0.081954,10.280165,-0.184846,10.282153,91.030083,90.456757,0.432547,,
9.389781,-0.079561,10.332807,-0.194417,10.334942,91.077888,90.441162,0.485336,,
9.3922348,-0.050847,10.325628,-0.136989,10.326662,90.760086,90.282143,0.477056,,
9.3946886,-0.074776,10.339985,-0.16331,10.341545,90.904831,90.414337,0.491939,,
9.3971424,-0.060419,10.323236,-0.182453,10.325025,91.01252,90.335335,0.475419,,
9.3995962,-0.05324,10.323236,-0.14656,10.324413,90.81337,90.295494,0.474807,,
9.4020491,-0.055633,10.323236,-0.18006,10.324956,90.999245,90.308769,0.47535,,
9.4045029,-0.046062,10.342378,-0.160917,10.343732,90.891388,90.255173,0.494126,,
9.4069567,-0.067597,10.308878,-0.141775,10.310075,90.787903,90.375694,0.460469,,
9.4094105,-0.067597,10.318449,-0.129811,10.319487,90.720749,90.375343,0.469881,,
9.4118643,-0.055633,10.292129,-0.189631,10.294025,91.055534,90.309708,0.444419,,
9.414319,-0.081954,10.316056,-0.141775,10.317356,90.787346,90.45517,0.46775,,
9.4167738,-0.08674,10.323236,-0.172881,10.325047,90.959396,90.481407,0.475441,,
9.4192276,-0.098704,10.289736,-0.158524,10.29143,90.882591,90.549591,0.441824,,
9.4216814,-0.055633,10.328021,-0.18006,10.329741,90.998787,90.308624,0.480135,,
9.4241362,-0.091525,10.325628,-0.136989,10.326942,90.760063,90.507851,0.477336,,
9.4265909,-0.093918,10.308878,-0.136989,10.310216,90.761299,90.521973,0.46061,,
9.4290438,-0.108275,10.294521,-0.134596,10.295971,90.749031,90.6026,0.446365,,
9.4314985,-0.072383,10.311271,-0.136989,10.312435,90.761131,90.402199,0.462829,,
9.4339533,-0.062812,10.316056,-0.151346,10.317357,90.840508,90.348854,0.467751,,
9.4364061,-0.084347,10.296914,-0.14656,10.298303,90.81543,90.46933,0.448697,,
9.4388599,-0.058026,10.282557,-0.136989,10.283633,90.763268,90.323326,0.434027,,
9.4413137,-0.079561,10.275378,-0.129811,10.276506,90.72377,90.443626,0.4269,,
9.4437666,-0.072383,10.28495,-0.136989,10.286118,90.763077,90.403229,0.436512,,
9.4462214,-0.058026,10.320843,-0.115454,10.321651,90.6409,90.322128,0.472045,,
9.4486752,-0.091525,10.313663,-0.132203,10.314917,90.734367,90.508438,0.465311,,
9.451129,-0.074776,10.320843,-0.16331,10.322406,90.906509,90.415108,0.4728,,
9.4535818,-0.084347,10.306485,-0.156132,10.308013,90.867874,90.468887,0.458407,,
9.4560366,-0.062812,10.330414,-0.151346,10.331714,90.83934,90.348366,0.482108,,
9.4584904,-0.065204,10.330414,-0.16331,10.33191,90.905678,90.361641,0.482304,,
9.4609432,-0.067597,10.316056,-0.170489,10.317686,90.946793,90.375435,0.46808,,
9.463397,-0.081954,10.306485,-0.170489,10.308221,90.947662,90.455589,0.458615,,
9.4658518,-0.093918,10.308878,-0.160917,10.310561,90.894257,90.521973,0.460955,,
9.4683065,-0.043669,10.311271,-0.168096,10.312734,90.933952,90.242653,0.463128,,
9.4707594,-0.093918,10.330414,-0.151346,10.331949,90.839317,90.520889,0.482343,,
9.4732132,-0.031705,10.320843,-0.136989,10.321801,90.760445,90.17601,0.472195,,
9.475667,-0.079561,10.311271,-0.170489,10.312987,90.947227,90.442085,0.463381,,
9.4781208,-0.072383,10.304092,-0.141775,10.305323,90.788269,90.402481,0.455717,,
9.4805746,-0.05324,10.308878,-0.156132,10.310198,90.867691,90.295898,0.460592,,
9.4830275,-0.072383,10.323236,-0.127418,10.324276,90.707138,90.401733,0.47467,,
9.4854803,-0.05324,10.330414,-0.134596,10.331429,90.74646,90.295288,0.481823,,
9.4879332,-0.06999,10.349556,-0.120239,10.350492,90.665604,90.387466,0.500886,,
9.490387,-0.110668,10.287343,-0.136989,10.288851,90.762878,90.616348,0.439245,,
9.4928389,-0.05324,10.280165,-0.153739,10.281452,90.856781,90.29673,0.431846,,
9.4952927,-0.05324,10.306485,-0.168096,10.307994,90.93438,90.295967,0.458388,,
9.4977455,-0.065204,10.3017,-0.187238,10.303607,91.041245,90.362648,0.454001,,
9.5001984,-0.048455,10.280165,-0.170489,10.281693,90.950111,90.270058,0.432087,,
9.5026522,-0.065204,10.318449,-0.165703,10.319985,90.920013,90.362061,0.470379,,
9.505106,-0.093918,10.325628,-0.14656,10.327095,90.813156,90.521126,0.477489,,
9.5075579,-0.067597,10.323236,-0.148953,10.324532,90.826645,90.375168,0.474926,,
9.5100117,-0.091525,10.325628,-0.134596,10.326911,90.746788,90.507851,0.477305,,
9.5124655,-0.058026,10.313663,-0.132203,10.314673,90.734383,90.32235,0.465067,,
9.5149174,-0.10349,10.337592,-0.117847,10.338782,90.653099,90.57357,0.489176,,
9.5173712,-0.096311,10.292129,-0.10349,10.293099,90.57608,90.53614,0.443493,,
9.519825,-0.113061,10.318449,-0.14656,10.320108,90.813713,90.627777,0.470502,,
9.5222769,-0.077169,10.294521,-0.189631,10.296557,91.055275,90.429489,0.446951,,
9.5247307,-0.125025,10.308878,-0.16331,10.310929,90.907516,90.694839,0.461323,,
9.5271845,-0.046062,10.318449,-0.187238,10.320251,91.039566,90.255768,0.470645,,
9.5296373,-0.067597,10.313663,-0.160917,10.31514,90.89386,90.375519,0.465534,,
9.5320911,-0.060419,10.306485,-0.182453,10.308277,91.014168,90.335876,0.458671,,
9.534544,-0.010169,10.363914,-0.125025,10.364673,90.691154,90.056221,0.515067,,
9.5369968,-0.024526,10.347163,-0.156132,10.348371,90.864487,90.135811,0.498765,,
9.5394506,-0.06999,10.292129,-0.132203,10.293216,90.735916,90.389626,0.44361,,
9.5419044,-0.084347,10.306485,-0.139382,10.307773,90.77478,90.468887,0.458167,,
9.5443573,-0.072383,10.335199,-0.120239,10.336152,90.666534,90.401268,0.486546,,
9.5468102,-0.084347,10.325628,-0.115454,10.326618,90.640594,90.468025,0.477012,,
9.549264,-0.120239,10.308878,-0.175274,10.311069,90.973999,90.668251,0.461463,,
9.5517168,-0.081954,10.323236,-0.144168,10.324567,90.800079,90.454849,0.474961,,
9.5541706,-0.136989,10.289736,-0.189631,10.292395,91.055702,90.762741,0.442789,,
9.5566244,-0.08674,10.339985,-0.175274,10.341834,90.9711,90.480629,0.492228,,
9.5590773,-0.08674,10.320843,-0.170489,10.322616,90.946342,90.481522,0.47301,,
9.5615311,-0.125025,10.337592,-0.120239,10.339047,90.666344,90.692917,0.489441,,
9.5639849,-0.06999,10.325628,-0.120239,10.326566,90.667152,90.388359,0.47696,,
9.5664368,-0.026919,10.316056,-0.132203,10.316938,90.734222,90.149513,0.467332,,
9.5688906,-0.046062,10.296914,-0.139382,10.29796,90.77552,90.256302,0.448354,,
9.5713444,-0.024526,10.339985,-0.160917,10.341267,90.891602,90.135902,0.491661,,
9.5737963,-0.041276,10.306485,-0.120239,10.307269,90.668396,90.229462,0.457663,,
9.5762501,-0.043669,10.323236,-0.144168,10.324334,90.800095,90.242371,0.474728,,
9.5787039,-0.036491,10.316056,-0.141775,10.317095,90.787369,90.202667,0.467489,,
9.5811558,-0.029312,10.3017,-0.139382,10.302684,90.775162,90.163025,0.453078,,
9.5836096,-0.08674,10.3017,-0.14656,10.303107,90.815056,90.482414,0.453501,,
9.5860634,-0.122632,10.306485,-0.134596,10.308094,90.748154,90.681702,0.458488,,
9.5885153,-0.098704,10.351949,-0.101097,10.352913,90.559502,90.546288,0.503307,,
9.5909691,-0.084347,10.351949,-0.108275,10.352859,90.599236,90.466835,0.503253,,
9.5934229,-0.108275,10.280165,-0.084347,10.281081,90.470062,90.603439,0.431475,,
9.5958748,-0.06999,10.316056,-0.117847,10.316966,90.65448,90.388725,0.46736,,
9.5983276,-0.093918,10.354342,-0.189631,10.356503,91.049164,90.519684,0.506897,,
9.6007814,-0.084347,10.342378,-0.213559,10.344927,91.182892,90.467262,0.495321,,
9.6032343,-0.062812,10.325628,-0.172881,10.327267,90.95919,90.348534,0.477661,,
9.6056881,-0.08674,10.306485,-0.218345,10.309163,91.2136,90.482193,0.459557,,
9.6081409,-0.046062,10.299307,-0.187238,10.301111,91.041496,90.256241,0.451505,,
9.6105938,-0.065204,10.318449,-0.141775,10.319629,90.787178,90.362061,0.470023,,
9.6130476,-0.077169,10.328021,-0.134596,10.329186,90.74662,90.428093,0.47958,,
9.6155005,-0.055633,10.323236,-0.127418,10.324172,90.707146,90.308769,0.474566,,
9.6179533,-0.022134,10.328021,-0.113061,10.328664,90.62719,90.122787,0.479058,,
9.6204071,-0.058026,10.325628,-0.117847,10.326464,90.653877,90.321976,0.476858,,
9.6228609,-0.089133,10.332807,-0.153739,10.334334,90.852394,90.494232,0.484728,,
9.6253138,-0.10349,10.34477,-0.136989,10.346195,90.758652,90.573174,0.496589,,
9.6277676,-0.077169,10.337592,-0.144168,10.338885,90.798973,90.427696,0.489279,,
9.6302214,-0.029312,10.308878,-0.110668,10.309514,90.615059,90.16291,0.459908,,
9.6326742,-0.081954,10.292129,-0.091525,10.292862,90.509491,90.456223,0.443256,,
9.6351271,-0.077169,10.275378,-0.141775,10.276647,90.790466,90.430283,0.427041,,
9.6375809,-0.065204,10.270593,-0.175274,10.272295,90.977676,90.363747,0.422689,,
9.6400328,-0.065204,10.320843,-0.18006,10.322619,90.999474,90.361977,0.473013,,
9.6424866,-0.067597,10.339985,-0.158524,10.341421,90.878326,90.374565,0.491815,,
9.6449394,-0.084347,10.316056,-0.189631,10.318144,91.053062,90.468452,0.468538,,
9.6473923,-0.074776,10.280165,-0.175274,10.281931,90.976761,90.416748,0.432325,,
9.6498461,-0.084347,10.347163,-0.177667,10.349032,90.983673,90.467049,0.499426,,
9.6522999,-0.072383,10.39502,-0.203988,10.397273,91.124184,90.398956,0.547667,,
9.6547518,-0.060419,10.363914,-0.141775,10.36506,90.783722,90.334015,0.515454,,
9.6572056,-0.046062,10.349556,-0.110668,10.35025,90.612633,90.254997,0.500644,,
9.6596594,-0.048455,10.363914,-0.06999,10.364264,90.386925,90.267876,0.514658,,
9.6621122,-0.050847,10.311271,-0.160917,10.312652,90.894073,90.282539,0.463046,,
9.664566,-0.108275,10.292129,-0.148953,10.293776,90.829109,90.602737,0.44417,,
9.6670189,-0.105882,10.289736,-0.127418,10.291069,90.709419,90.589561,0.441463,,
9.6694717,-0.072383,10.323236,-0.148953,10.324564,90.826637,90.401733,0.474958,,
9.6719255,-0.079561,10.299307,-0.158524,10.300835,90.88179,90.442596,0.451229,,
9.6743784,-0.055633,10.3017,-0.144168,10.302858,90.801765,90.309418,0.453252,,
9.6768312,-0.110668,10.275378,-0.153739,10.277124,90.85714,90.617065,0.427518,,
9.679285,-0.108275,10.306485,-0.148953,10.30813,90.827957,90.601898,0.458524,,
9.6817379,-0.043669,10.292129,-0.158524,10.293442,90.882423,90.243103,0.443836,,
9.6841908,-0.062812,10.330414,-0.136989,10.331513,90.759727,90.348366,0.481907,,
9.6866436,-0.036491,10.294521,-0.110668,10.295181,90.615913,90.203094,0.445575,,
9.6890974,-0.065204,10.335199,-0.115454,10.33605,90.640007,90.361473,0.486444,,
9.6915503,-0.065204,10.313663,-0.153739,10.315015,90.853989,90.362228,0.465409,,
9.6940031,-0.036491,10.316056,-0.144168,10.317128,90.800652,90.202667,0.467522,,
9.696456,-0.06999,10.299307,-0.139382,10.300488,90.77533,90.389351,0.450882,,
9.6989098,-0.048455,10.335199,-0.115454,10.335958,90.640015,90.268616,0.486352,,
9.7013626,-0.065204,10.323236,-0.117847,10.324114,90.65403,90.361893,0.474508,,
9.7038155,-0.072383,10.323236,-0.14656,10.32453,90.813362,90.401733,0.474924,,
9.7062693,-0.084347,10.299307,-0.16331,10.300947,90.908401,90.469215,0.451341,,
9.7087231,-0.098704,10.347163,-0.16331,10.348923,90.90419,90.546539,0.499317,,
9.711175,-0.081954,10.368699,-0.129811,10.369835,90.717255,90.452858,0.520229,,
9.7136278,-0.038883,10.36152,-0.132203,10.362436,90.730995,90.215012,0.51283,,
9.7160816,-0.050847,10.325628,-0.168096,10.327122,90.932648,90.282143,0.477516,,
9.7185345,-0.050847,10.332807,-0.187238,10.334628,91.038116,90.281952,0.485022,,
9.7209883,-0.060419,10.289736,-0.194417,10.291749,91.082413,90.336426,0.442143,,
9.7234421,-0.072383,10.311271,-0.175274,10.313015,90.973816,90.402199,0.463409,,
9.7258959,-0.060419,10.313663,-0.113061,10.31446,90.628052,90.33564,0.464854,,
9.7283478,-0.062812,10.318449,-0.122632,10.319368,90.680901,90.34877,0.469762,,
9.7308016,-0.038883,10.292129,-0.134596,10.293082,90.749245,90.216461,0.443476,,
9.7332544,-0.084347,10.328021,-0.122632,10.329094,90.68026,90.467911,0.479488,,
9.7357082,-0.08674,10.296914,-0.096311,10.29773,90.535873,90.482643,0.448124,,
9.7381611,-0.043669,10.349556,-0.160917,10.350899,90.89077,90.241753,0.501293,,
9.7406139,-0.072383,10.34477,-0.16331,10.346313,90.904419,90.400894,0.496707,,
9.7430677,-0.046062,10.347163,-0.115454,10.34791,90.639275,90.255058,0.498304,,
9.7455215,-0.077169,10.308878,-0.098704,10.30964,90.548553,90.428886,0.460034,,
9.7479734,-0.074776,10.294521,-0.129811,10.295611,90.722427,90.416168,0.446005,,
9.7504272,-0.06999,10.294521,-0.151346,10.295872,90.842262,90.389534,0.446266,,
9.7528811,-0.058026,10.292129,-0.151346,10.293405,90.842461,90.323021,0.443799,,
9.7553329,-0.05324,10.275378,-0.153739,10.276667,90.857178,90.296867,0.427061,,
9.7577858,-0.058026,10.294521,-0.158524,10.295905,90.88221,90.322952,0.446299,,
9.7602396,-0.067597,10.335199,-0.14656,10.336459,90.812424,90.374741,0.486853,,
9.7626915,-0.067597,10.325628,-0.156132,10.32703,90.866272,90.375084,0.477424,,
9.7651453,-0.105882,10.330414,-0.132203,10.331802,90.733162,90.587234,0.482196,,
9.7675982,-0.060419,10.311271,-0.144168,10.312455,90.801018,90.335724,0.462849,,
9.770051,-0.084347,10.371092,-0.156132,10.37261,90.862465,90.465973,0.523004,,
9.7725048,-0.043669,10.354342,-0.125025,10.355188,90.691788,90.241638,0.505582,,
9.7749577,-0.065204,10.325628,-0.115454,10.326479,90.640602,90.361809,0.476873,,
9.7774105,-0.05324,10.349556,-0.098704,10.350163,90.54641,90.294739,0.500557,,
9.7798643,-0.074776,10.306485,-0.156132,10.30794,90.867874,90.415688,0.458334,,
9.7823181,-0.091525,10.325628,-0.151346,10.327143,90.839706,90.507851,0.477537,,
9.78477,-0.077169,10.332807,-0.160917,10.334348,90.892197,90.427895,0.484742,,
9.7872238,-0.089133,10.294521,-0.160917,10.296165,90.895508,90.496071,0.446559,,
9.7896776,-0.10349,10.289736,-0.148953,10.291334,90.829308,90.576233,0.441728,,
9.7921305,-0.091525,10.280165,-0.151346,10.281686,90.843422,90.510094,0.43208,,
9.7945843,-0.096311,10.313663,-0.115454,10.314759,90.641327,90.535027,0.465153,,
9.7970371,-0.091525,10.328021,-0.113061,10.329045,90.627167,90.507736,0.479439,,
9.79949,-0.079561,10.359127,-0.151346,10.360538,90.837006,90.440041,0.510932,,
9.8019438,-0.060419,10.356734,-0.172881,10.358353,90.956314,90.334244,0.508747,,
9.8043966,-0.084347,10.280165,-0.187238,10.282216,91.043411,90.470093,0.43261,,
9.8068495,-0.081954,10.304092,-0.175274,10.305909,90.974487,90.455696,0.456303,,
9.8093033,-0.098704,10.318449,-0.165703,10.320251,90.919983,90.548065,0.470645,,
9.8117561,-0.048455,10.313663,-0.165703,10.315108,90.920448,90.26918,0.465502,,
9.814208,-0.029312,10.311271,-0.141775,10.312287,90.787735,90.162872,0.462681,,
9.8166618,-0.058026,10.275378,-0.115454,10.276191,90.643738,90.323547,0.426585,,
9.8191156,-0.050847,10.277771,-0.10349,10.278418,90.576897,90.283455,0.428812,,
9.8215675,-0.117847,10.313663,-0.08674,10.314701,90.481827,90.654648,0.465095,,
9.8240223,-0.091525,10.294521,-0.074776,10.2952,90.416153,90.509384,0.445594,,
9.8264751,-0.110668,10.316056,-0.074776,10.31692,90.415276,90.614632,0.467314,,
9.828928,-0.117847,10.308878,-0.129811,10.310369,90.72139,90.654953,0.460763,,
9.8313808,-0.091525,10.323236,-0.134596,10.324519,90.746964,90.507973,0.474913,,
9.8338346,-0.139382,10.349556,-0.141775,10.351465,90.784752,90.771584,0.501859,,
9.8362865,-0.129811,10.347163,-0.182453,10.349586,91.010117,90.718765,0.49998,,
