Keuwl Accelerometer Data File
2025-03-31 16:46:37

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
25.3158398,-0.034098,9.832706,-0.091525,9.833191,90.533302,90.198692
25.3182926,-0.053240,9.827921,0.016152,9.828078,89.905838,90.310379
25.3207455,-0.050847,9.823135,0.013759,9.823277,89.919746,90.296577
25.3231983,-0.060419,9.847063,-0.014955,9.847260,90.087013,90.351547
25.3256512,-0.098704,9.875777,-0.079561,9.876591,90.461555,90.572624
25.3281040,-0.105882,9.887741,-0.074776,9.888591,90.433266,90.613525
25.3305588,-0.079561,9.885348,-0.091525,9.886092,90.530449,90.461128
25.3330116,-0.103490,9.892527,-0.084347,9.893428,90.488487,90.599373
25.3354645,-0.105882,9.851849,-0.134596,9.853337,90.782684,90.615761
25.3379192,-0.074776,9.832706,-0.170489,9.834469,90.993317,90.435715
25.3403721,-0.046062,9.849456,-0.146560,9.850654,90.852493,90.267944
25.3428249,-0.086740,9.837492,-0.096311,9.838346,90.560898,90.505180
25.3452797,-0.086740,9.861421,-0.093918,9.862249,90.545639,90.503952
25.3477325,-0.081954,9.844670,-0.151346,9.846174,90.880730,90.476959
25.3501854,-0.081954,9.868599,-0.156132,9.870174,90.906372,90.475807
25.3526382,-0.136989,9.844670,-0.117847,9.846329,90.685768,90.797226
25.3550911,-0.093918,9.835099,-0.089133,9.835952,90.519218,90.547119
25.3575439,-0.117847,9.815957,-0.120239,9.817401,90.701752,90.687836
25.3599987,-0.098704,9.861421,-0.136989,9.862866,90.795830,90.573463
25.3624496,-0.077169,9.811171,-0.139382,9.812464,90.813889,90.450645
25.3649025,-0.072383,9.835099,-0.098704,9.835861,90.574982,90.421669
25.3673573,-0.053240,9.854242,-0.089133,9.854790,90.518227,90.309555
25.3698101,-0.096311,9.880563,-0.108275,9.881625,90.627815,90.558472
25.3722630,-0.060419,9.837492,-0.156132,9.838916,90.909256,90.351891
25.3747177,-0.058026,9.808778,-0.105882,9.809521,90.618454,90.338943
25.3771706,-0.034098,9.880563,-0.175274,9.882176,91.016273,90.197723
25.3796234,-0.065204,9.868599,-0.244666,9.871846,91.420174,90.378563
25.3820782,-0.069990,9.839885,-0.211167,9.842400,91.229362,90.407532
25.3845310,-0.050847,9.806385,-0.180060,9.808169,91.051903,90.297081
25.3869839,-0.062812,9.873384,-0.156132,9.874819,90.905945,90.364494
25.3894367,-0.036491,9.856635,-0.125025,9.857495,90.726715,90.212112
25.3918896,-0.065204,9.866206,-0.108275,9.867016,90.628746,90.378654
25.3943424,-0.101097,9.861421,-0.127418,9.862762,90.740227,90.587364
25.3967972,-0.086740,9.863813,-0.115454,9.864870,90.670578,90.503830
25.3992500,-0.067597,9.882956,-0.055633,9.883344,90.322517,90.391884
25.4017010,-0.086740,9.890134,-0.086740,9.890895,90.502472,90.502487
25.4041557,-0.091525,9.861421,-0.117847,9.862550,90.684639,90.531754
25.4066086,-0.058026,9.827921,-0.093918,9.828541,90.547508,90.338280
25.4090614,-0.086740,9.856635,-0.089133,9.857419,90.518089,90.504196
25.4115162,-0.055633,9.851849,-0.125025,9.852799,90.727058,90.323547
25.4139690,-0.026919,9.825528,-0.151346,9.826731,90.882477,90.156975
25.4164200,-0.053240,9.825528,-0.144168,9.826730,90.840614,90.310455
25.4188747,-0.086740,9.854242,-0.113061,9.855272,90.657318,90.504318
25.4213276,-0.038883,9.844670,-0.120239,9.845481,90.699753,90.226295
25.4237804,-0.055633,9.839885,-0.081954,9.840384,90.477188,90.323936
25.4262371,-0.029312,9.813564,-0.055633,9.813766,90.324806,90.171135
25.4286900,-0.026919,9.811171,-0.002991,9.811208,90.017464,90.157204
25.4311428,-0.041276,9.868599,-0.036491,9.868752,90.211853,90.239639
25.4335976,-0.055633,9.813564,-0.053240,9.813867,90.310829,90.324806
25.4360504,-0.077169,9.794421,-0.050847,9.794857,90.297440,90.451416
25.4385014,-0.077169,9.823135,-0.067597,9.823671,90.394257,90.450096
25.4409561,-0.053240,9.863813,-0.117847,9.864661,90.684494,90.309250
25.4434090,-0.125025,9.875777,-0.122632,9.877330,90.711372,90.725311
25.4458618,-0.079561,9.847063,-0.101097,9.847904,90.588196,90.462921
25.4483166,-0.048455,9.861421,-0.086740,9.861921,90.503944,90.281525
25.4507694,-0.072383,9.880563,-0.055633,9.880984,90.322594,90.419731
25.4532223,-0.086740,9.844670,-0.096311,9.845524,90.560486,90.504814
25.4556770,-0.038883,9.801600,-0.129811,9.802536,90.758766,90.227295
25.4581299,-0.081954,9.851849,-0.151346,9.853352,90.880089,90.476616
25.4605846,-0.058026,9.878170,-0.160917,9.879651,90.933258,90.336563
25.4630375,-0.065204,9.849456,-0.206381,9.851833,91.200348,90.379295
25.4654903,-0.058026,9.868599,-0.184846,9.870501,91.073044,90.336884
25.4679451,-0.072383,9.875777,-0.175274,9.877598,91.016747,90.419930
25.4703979,-0.081954,9.873384,-0.168096,9.875155,90.975342,90.475571
25.4728508,-0.098704,9.902099,-0.101097,9.903107,90.584923,90.571106
25.4753056,-0.084347,9.878170,-0.060419,9.878715,90.350426,90.489220
25.4777584,-0.077169,9.861421,-0.089133,9.862125,90.517838,90.448349
25.4802113,-0.091525,9.856635,-0.132203,9.857946,90.768410,90.532013
25.4826660,-0.079561,9.863813,-0.172881,9.865649,91.004082,90.462135
25.4851189,-0.041276,9.842278,-0.134596,9.843285,90.783485,90.240280
25.4875698,-0.058026,9.830314,-0.187238,9.832268,91.091164,90.338196
25.4900246,-0.079561,9.873384,-0.148953,9.874828,90.864288,90.461685
25.4924774,-0.058026,9.863813,-0.170489,9.865458,90.990196,90.337051
25.4949303,-0.086740,9.849456,-0.148953,9.850964,90.866386,90.504562
25.4973850,-0.086740,9.861421,-0.091525,9.862226,90.531738,90.503952
25.4998379,-0.091525,9.856635,-0.067597,9.857291,90.392914,90.532013
25.5022907,-0.105882,9.830314,-0.048455,9.831003,90.282402,90.617111
25.5047436,-0.132203,9.842278,-0.077169,9.843469,90.449181,90.769562
25.5071964,-0.103490,9.830314,-0.120239,9.831594,90.700737,90.603165
25.5096474,-0.074776,9.830314,-0.165703,9.831995,90.965675,90.435822
25.5121002,-0.101097,9.890134,-0.180060,9.892290,91.042961,90.585655
25.5145531,-0.098704,9.849456,-0.144168,9.851006,90.838539,90.574158
25.5170059,-0.062812,9.842278,-0.120239,9.843212,90.699913,90.365646
25.5194569,-0.019741,9.863813,-0.093918,9.864280,90.545525,90.114670
25.5219116,-0.117847,9.882956,-0.079561,9.883979,90.461212,90.683174
25.5243626,-0.058026,9.856635,-0.077169,9.857108,90.448555,90.337296
25.5268154,-0.050847,9.854242,-0.058026,9.854545,90.337372,90.295639
25.5292683,-0.072383,9.851849,-0.026919,9.852152,90.156548,90.420952
25.5317211,-0.081954,9.842278,-0.101097,9.843138,90.588486,90.477074
25.5341740,-0.067597,9.851849,-0.141775,9.853101,90.824448,90.393120
25.5366268,-0.074776,9.835099,-0.139382,9.836371,90.811913,90.435608
25.5390778,-0.069990,9.863813,-0.158524,9.865335,90.920715,90.406540
25.5415306,-0.065204,9.847063,-0.144168,9.848334,90.838768,90.379387
25.5439816,-0.050847,9.861421,-0.108275,9.862146,90.629059,90.295425
25.5464363,-0.103490,9.859028,-0.065204,9.859787,90.378906,90.601410
25.5488892,-0.048455,9.859028,-0.077169,9.859449,90.448448,90.281593
25.5513401,-0.062812,9.842278,-0.103490,9.843022,90.602417,90.365646
25.5537949,-0.043669,9.818350,-0.129811,9.819305,90.757469,90.254829
25.5562477,-0.060419,9.830314,-0.160917,9.831817,90.937805,90.352142
25.5586987,-0.093918,9.830314,-0.129811,9.831619,90.756523,90.547386
25.5611534,-0.098704,9.849456,-0.184846,9.851685,91.075096,90.574158
25.5636044,-0.115454,9.851849,-0.225524,9.855105,91.311264,90.671417
25.5660572,-0.091525,9.856635,-0.215952,9.859426,91.255058,90.532013
25.5685101,-0.062812,9.868599,-0.187238,9.870575,91.086929,90.364670
25.5709610,-0.048455,9.839885,-0.105882,9.840573,90.616501,90.282143
25.5734138,-0.043669,9.854242,-0.125025,9.855132,90.726891,90.253906
25.5758686,-0.096311,9.844670,-0.096311,9.845613,90.560486,90.560509
25.5783195,-0.065204,9.837492,-0.089133,9.838112,90.519104,90.379761
25.5807724,-0.091525,9.844670,-0.129811,9.845952,90.755417,90.532661
25.5832233,-0.077169,9.849456,-0.144168,9.850813,90.838562,90.448891
25.5856781,-0.065204,9.803992,-0.172881,9.805733,91.010216,90.381058
25.5881310,-0.069990,9.849456,-0.156132,9.850942,90.908142,90.407135
25.5905819,-0.065204,9.844670,-0.160917,9.846201,90.936432,90.379486
25.5930367,-0.110668,9.801600,-0.108275,9.802822,90.632866,90.646889
25.5954895,-0.101097,9.839885,-0.072383,9.840671,90.421440,90.588646
25.5979404,-0.069990,9.851849,-0.110668,9.852718,90.643570,90.407036
25.6003952,-0.105882,9.832706,-0.196810,9.835245,91.146599,90.616959
25.6028461,-0.098704,9.873384,-0.213559,9.876187,91.239044,90.572762
25.6052990,-0.055633,9.832706,-0.134596,9.833785,90.784241,90.324173
25.6077518,-0.058026,9.854242,-0.110668,9.855035,90.643425,90.337379
25.6102047,-0.103490,9.847063,-0.146560,9.848698,90.852661,90.602142
25.6126575,-0.079561,9.806385,-0.141775,9.807733,90.828262,90.464844
25.6151085,-0.086740,9.844670,-0.115454,9.845729,90.671883,90.504814
25.6175632,-0.074776,9.878170,-0.062812,9.878653,90.364304,90.433708
25.6200142,-0.024526,9.851849,-0.079561,9.852201,90.462700,90.142639
25.6224670,-0.067597,9.849456,-0.074776,9.849972,90.434959,90.393219
25.6249199,-0.086740,9.851849,-0.091525,9.852655,90.532249,90.504440
25.6273727,-0.120239,9.842278,-0.091525,9.843437,90.532753,90.699928
25.6298256,-0.069990,9.837492,-0.113061,9.838390,90.658447,90.407631
25.6322784,-0.058026,9.847063,-0.139382,9.848220,90.810936,90.337624
25.6347313,-0.079561,9.844670,-0.199202,9.847007,91.159157,90.463036
25.6371822,-0.093918,9.844670,-0.127418,9.845942,90.741493,90.546585
25.6396370,-0.077169,9.818350,-0.101097,9.819174,90.589920,90.450317
25.6420879,-0.086740,9.820743,-0.046062,9.821234,90.268723,90.506042
25.6445408,-0.089133,9.832706,-0.034098,9.833169,90.198677,90.519363
25.6469917,-0.089133,9.839885,-0.062812,9.840488,90.365723,90.518990
25.6494465,-0.084347,9.847063,-0.084347,9.847786,90.490746,90.490768
25.6518974,-0.089133,9.842278,-0.105882,9.843250,90.616333,90.518860
25.6543503,-0.096311,9.866206,-0.148953,9.867801,90.864906,90.559288
25.6568031,-0.079561,9.854242,-0.199202,9.856577,91.158035,90.462585
25.6592560,-0.081954,9.851849,-0.125025,9.852983,90.727051,90.476616
25.6617069,-0.110668,9.873384,-0.093918,9.874451,90.544960,90.642189
25.6641617,-0.036491,9.906884,-0.144168,9.908000,90.833717,90.211037
25.6666126,-0.101097,9.837492,-0.170489,9.839489,90.992813,90.588791
25.6690655,-0.026919,9.863813,-0.182453,9.865538,91.059685,90.156364
25.6715183,-0.050847,9.880563,-0.189631,9.882513,91.099487,90.294853
25.6739712,-0.055633,9.861421,-0.158524,9.862852,90.920952,90.323227
25.6764221,-0.065204,9.839885,-0.192024,9.841974,91.117950,90.379669
25.6788769,-0.086740,9.835099,-0.160917,9.836798,90.937325,90.505302
25.6813278,-0.072383,9.851849,-0.151346,9.853277,90.880096,90.420952
25.6837807,-0.060419,9.830314,-0.084347,9.830861,90.491592,90.352142
25.6862335,-0.034098,9.842278,-0.072383,9.842603,90.421356,90.198494
25.6886864,-0.067597,9.844670,-0.120239,9.845636,90.699738,90.393410
25.6911392,-0.053240,9.842278,-0.110668,9.843044,90.644203,90.309929
25.6935902,-0.041276,9.835099,-0.120239,9.835921,90.700432,90.240456
25.6960449,-0.081954,9.866206,-0.081954,9.866887,90.475906,90.475922
25.6984978,-0.110668,9.854242,-0.134596,9.855783,90.782486,90.643433
25.7009487,-0.096311,9.863813,-0.134596,9.865202,90.781738,90.559425
25.7034035,-0.091525,9.844670,-0.125025,9.845890,90.727570,90.532661
25.7058544,-0.077169,9.839885,-0.120239,9.840922,90.700073,90.449326
25.7083073,-0.103490,9.854242,-0.108275,9.855381,90.629486,90.601700
25.7107601,-0.125025,9.842278,-0.108275,9.843667,90.630234,90.727783
25.7132130,-0.125025,9.870992,-0.096311,9.872253,90.558975,90.725662
25.7156658,-0.105882,9.880563,-0.105882,9.881697,90.613937,90.613968
25.7181168,-0.065204,9.854242,-0.072383,9.854724,90.420837,90.379112
25.7205715,-0.096311,9.837492,-0.096311,9.838435,90.560890,90.560921
25.7230225,-0.074776,9.859028,-0.148953,9.860436,90.865555,90.434547
25.7254734,-0.041276,9.847063,-0.113061,9.847798,90.657814,90.240166
25.7279282,-0.055633,9.866206,-0.055633,9.866520,90.323067,90.323074
25.7303791,-0.067597,9.870992,-0.065204,9.871438,90.378464,90.392357
25.7328300,-0.058026,9.842278,-0.034098,9.842507,90.198494,90.337791
25.7352848,-0.055633,9.825528,-0.034098,9.825745,90.198830,90.324409
25.7377357,-0.048455,9.775279,-0.067597,9.775633,90.396194,90.284004
25.7401886,-0.060419,9.835099,-0.060419,9.835470,90.351967,90.351974
25.7426395,-0.024526,9.863813,-0.055633,9.864001,90.323151,90.142464
25.7450924,-0.038883,9.820743,-0.074776,9.821104,90.436241,90.226852
25.7475452,-0.048455,9.844670,-0.079561,9.845111,90.463028,90.282005
25.7499962,-0.055633,9.849456,-0.091525,9.850039,90.532394,90.323624
25.7524509,-0.034098,9.878170,-0.115454,9.878903,90.669624,90.197777
25.7549038,-0.067597,9.873384,-0.086740,9.873997,90.503334,90.392265
25.7573547,-0.048455,9.899706,-0.163310,9.901172,90.945084,90.280434
25.7598095,-0.096311,9.902099,-0.180060,9.904204,91.041702,90.557259
25.7622604,-0.113061,9.849456,-0.122632,9.850868,90.713287,90.657661
25.7647133,-0.072383,9.832706,-0.163310,9.834329,90.951508,90.421768
25.7671661,-0.110668,9.859028,-0.158524,9.860924,90.921127,90.643120
25.7696190,-0.098704,9.878170,-0.139382,9.879646,90.808357,90.572487
25.7720718,-0.105882,9.856635,-0.134596,9.858123,90.782303,90.615463
25.7745228,-0.110668,9.849456,-0.120239,9.850811,90.699371,90.643745
25.7769756,-0.108275,9.818350,-0.098704,9.819443,90.575943,90.631821
25.7794285,-0.072383,9.859028,-0.182453,9.860982,91.060173,90.420647
25.7818794,-0.086740,9.830314,-0.089133,9.831100,90.519470,90.505547
25.7843342,-0.120239,9.851849,-0.141775,9.853602,90.824409,90.699249
25.7867851,-0.113061,9.856635,-0.201595,9.859344,91.171616,90.657181
25.7892380,-0.081954,9.861421,-0.079561,9.862082,90.462234,90.476151
25.7916908,-0.048455,9.842278,-0.046062,9.842505,90.268143,90.282074
25.7941437,-0.069990,9.839885,-0.139382,9.841121,90.811516,90.407532
25.7965965,-0.055633,9.827921,-0.091525,9.828505,90.533562,90.324333
25.7990494,-0.079561,9.837492,-0.084347,9.838176,90.491226,90.463371
25.8015022,-0.091525,9.832706,-0.115454,9.833810,90.672699,90.533310
25.8039532,-0.084347,9.863813,-0.170489,9.865647,90.990181,90.489937
25.8064041,-0.093918,9.868599,-0.148953,9.870170,90.864700,90.545258
25.8088589,-0.065204,9.868599,-0.134596,9.869732,90.781380,90.378563
25.8113098,-0.086740,9.839885,-0.170489,9.841744,90.992584,90.505058
25.8137627,-0.108275,9.861421,-0.096311,9.862486,90.559525,90.629066
25.8162174,-0.072383,9.892527,-0.101097,9.893309,90.585495,90.419220
25.8186684,-0.060419,9.904491,-0.103490,9.905216,90.598633,90.349510
25.8211212,-0.096311,9.856635,-0.062812,9.857306,90.365097,90.559830
25.8235760,-0.084347,9.861421,-0.093918,9.862228,90.545639,90.490051
25.8260269,-0.091525,9.827921,-0.122632,9.829112,90.714867,90.533569
25.8284798,-0.084347,9.830314,-0.089133,9.831079,90.519478,90.491600
25.8309326,-0.105882,9.813564,-0.134596,9.815059,90.785736,90.618164
25.8333855,-0.086740,9.854242,-0.072383,9.854890,90.420837,90.504318
25.8358364,-0.036491,9.870992,-0.108275,9.871654,90.628448,90.211807
25.8382874,-0.108275,9.825528,-0.105882,9.826695,90.617371,90.631363
25.8407421,-0.079561,9.827921,-0.048455,9.828362,90.282471,90.463821
25.8431931,-0.089133,9.839885,-0.096311,9.840760,90.560760,90.518990
25.8456459,-0.108275,9.839885,-0.223131,9.843010,91.298950,90.630440
25.8480988,-0.098704,9.842278,-0.134596,9.843693,90.783447,90.574577
25.8505516,-0.060419,9.837492,-0.115454,9.838354,90.672386,90.351891
25.8530025,-0.031705,9.815957,-0.036491,9.816076,90.212990,90.185059
25.8554573,-0.029312,9.854242,-0.146560,9.855376,90.852081,90.170433
25.8579082,-0.060419,9.851849,-0.127418,9.852858,90.740974,90.351372
25.8603611,-0.058026,9.839885,-0.117847,9.840761,90.686150,90.337868
25.8628120,-0.046062,9.830314,-0.098704,9.830917,90.575272,90.268471
25.8652668,-0.058026,9.873384,-0.134596,9.874473,90.781006,90.336723
25.8677177,-0.055633,9.861421,-0.110668,9.862199,90.642952,90.323227
25.8701706,-0.069990,9.859028,-0.108275,9.859871,90.629204,90.406738
25.8726234,-0.074776,9.851849,-0.199202,9.854146,91.158318,90.434868
25.8750763,-0.091525,9.820743,-0.230309,9.823869,91.343353,90.533958
25.8775272,-0.046062,9.868599,-0.144168,9.869760,90.836952,90.267426
25.8799820,-0.077169,9.861421,-0.091525,9.862147,90.531738,90.448349
25.8824329,-0.115454,9.856635,-0.125025,9.858104,90.726669,90.671089
25.8848858,-0.060419,9.859028,-0.160917,9.860526,90.935074,90.351120
25.8873405,-0.084347,9.839885,-0.122632,9.841011,90.713997,90.491127
25.8897934,-0.055633,9.830314,-0.098704,9.830967,90.575264,90.324249
25.8922443,-0.065204,9.866206,-0.089133,9.866824,90.517593,90.378654
25.8946991,-0.058026,9.830314,-0.110668,9.831108,90.644989,90.338196
25.8971500,-0.079561,9.832706,-0.127418,9.833854,90.742409,90.463600
25.8996029,-0.065204,9.851849,-0.163310,9.853417,90.949661,90.379204
25.9020538,-0.084347,9.827921,-0.170489,9.829762,90.993797,90.491722
25.9045086,-0.074776,9.830314,-0.156132,9.831838,90.909904,90.435822
25.9069595,-0.038883,9.861421,-0.125025,9.862290,90.726364,90.225914
25.9094124,-0.055633,9.851849,-0.113061,9.852654,90.657494,90.323547
25.9118652,-0.050847,9.851849,-0.105882,9.852549,90.615753,90.295715
25.9143181,-0.086740,9.861421,-0.086740,9.862184,90.503937,90.503952
25.9167709,-0.065204,9.859028,-0.086740,9.859625,90.504066,90.378929
25.9192238,-0.065204,9.859028,-0.048455,9.859363,90.281586,90.378929
25.9216766,-0.081954,9.827921,-0.065204,9.828479,90.380119,90.477776
25.9241276,-0.072383,9.887741,-0.081954,9.888346,90.474869,90.419426
25.9265804,-0.069990,9.873384,-0.122632,9.874393,90.711586,90.406151
25.9290333,-0.101097,9.835099,-0.153739,9.836821,90.895508,90.588936
25.9314861,-0.108275,9.839885,-0.129811,9.841337,90.755775,90.630440
25.9339371,-0.069990,9.868599,-0.168096,9.870278,90.975822,90.406349
25.9363918,-0.127418,9.842278,-0.110668,9.843724,90.644165,90.741707
25.9388447,-0.077169,9.842278,-0.125025,9.843374,90.727760,90.449219
25.9412956,-0.081954,9.856635,-0.110668,9.857596,90.643257,90.476379
25.9437504,-0.079561,9.847063,-0.156132,9.848622,90.908356,90.462921
25.9462013,-0.062812,9.856635,-0.129811,9.857690,90.754517,90.365112
25.9486542,-0.074776,9.873384,-0.086740,9.874048,90.503326,90.433922
25.9511089,-0.086740,9.847063,-0.072383,9.847712,90.421143,90.504692
25.9535618,-0.058026,9.854242,-0.093918,9.854860,90.546043,90.337379
25.9560127,-0.081954,9.854242,-0.096311,9.855054,90.559944,90.476494
25.9584675,-0.067597,9.856635,-0.089133,9.857269,90.518097,90.392929
25.9609184,-0.089133,9.844670,-0.105882,9.845643,90.616188,90.518738
25.9633713,-0.053240,9.835099,-0.096311,9.835715,90.561050,90.310158
25.9658241,-0.077169,9.835099,-0.136989,9.836356,90.797974,90.449547
25.9682770,-0.089133,9.825528,-0.158524,9.827210,90.924286,90.519745
25.9707279,-0.079561,9.837492,-0.175274,9.839375,91.020699,90.463371
25.9731827,-0.079561,9.847063,-0.187238,9.849165,91.089294,90.462921
25.9756336,-0.069990,9.837492,-0.160917,9.839057,90.937111,90.407631
25.9780846,-0.062812,9.830314,-0.103490,9.831059,90.603149,90.366089
25.9805374,-0.062812,9.844670,-0.079561,9.845192,90.463028,90.365555
25.9829903,-0.055633,9.844670,-0.041276,9.844914,90.240219,90.323784
25.9854412,-0.072383,9.870992,-0.041276,9.871344,90.239578,90.420135
25.9878941,-0.029312,9.839885,-0.069990,9.840178,90.407532,90.170677
25.9903469,-0.046062,9.861421,-0.141775,9.862548,90.823662,90.267624
25.9927979,-0.058026,9.854242,-0.122632,9.855176,90.712975,90.337379
25.9952507,-0.062812,9.825528,-0.172881,9.827250,91.008003,90.366272
25.9977016,-0.120239,9.827921,-0.182453,9.830350,91.063477,90.700951
26.0001564,-0.089133,9.823135,-0.170489,9.825019,90.994278,90.519875
26.0026073,-0.067597,9.856635,-0.196810,9.858831,91.143860,90.392929
26.0050602,-0.043669,9.835099,-0.134596,9.836118,90.784050,90.254402
26.0075150,-0.012562,9.835099,-0.103490,9.835652,90.602867,90.073181
26.0099659,-0.077169,9.823135,-0.110668,9.824062,90.645447,90.450096
26.0124168,-0.055633,9.823135,-0.031705,9.823344,90.184921,90.324493
26.0148716,-0.062812,9.837492,-0.105882,9.838262,90.616646,90.365822
26.0173225,-0.069990,9.880563,-0.098704,9.881304,90.572334,90.405853
26.0197754,-0.041276,9.818350,-0.091525,9.818863,90.534081,90.240868
26.0222301,-0.108275,9.842278,-0.108275,9.843469,90.630249,90.630287
26.0246811,-0.002991,9.861421,-0.139382,9.862406,90.809769,90.017380
26.0271339,-0.036491,9.851849,-0.189631,9.853741,91.102699,90.212219
26.0295849,-0.050847,9.849456,-0.168096,9.851022,90.977730,90.295784
26.0320377,-0.074776,9.873384,-0.103490,9.874210,90.600517,90.433922
26.0344906,-0.096311,9.861421,-0.117847,9.862596,90.684631,90.559555
26.0369434,-0.120239,9.832706,-0.096311,9.833913,90.561150,90.700607
26.0393982,-0.077169,9.839885,-0.096311,9.840659,90.560768,90.449326
26.0418491,-0.058026,9.899706,-0.125025,9.900665,90.723549,90.335831
26.0443020,-0.093918,9.880563,-0.151346,9.882168,90.877525,90.544601
26.0467548,-0.055633,9.839885,-0.053240,9.840186,90.309998,90.323936
26.0492077,-0.029312,9.863813,-0.072383,9.864122,90.420441,90.170265
26.0516586,-0.079561,9.906884,-0.096311,9.907672,90.556976,90.460129
26.0541134,-0.065204,9.839885,-0.093918,9.840549,90.546837,90.379669
26.0565662,-0.069990,9.847063,-0.125025,9.848105,90.727409,90.407234
26.0590172,-0.089133,9.849456,-0.122632,9.850622,90.713303,90.518486
26.0614719,-0.046062,9.811171,-0.129811,9.812138,90.758018,90.268990
26.0639229,-0.110668,9.813564,-0.129811,9.815047,90.757797,90.646103
26.0663757,-0.086740,9.825528,-0.098704,9.826406,90.575531,90.505791
26.0688286,-0.060419,9.830314,-0.136989,9.831454,90.798370,90.352142
26.0712814,-0.067597,9.839885,-0.081954,9.840458,90.477180,90.393600
26.0737343,-0.002991,9.835099,-0.101097,9.835620,90.588936,90.017426
26.0761852,-0.065204,9.818350,-0.129811,9.819425,90.757462,90.380501
26.0786400,-0.065204,9.851849,-0.098704,9.852559,90.574005,90.379204
26.0810909,-0.043669,9.861421,-0.062812,9.861717,90.364929,90.253723
26.0835419,-0.065204,9.854242,-0.108275,9.855053,90.629509,90.379112
26.0859966,-0.115454,9.894919,-0.096311,9.896062,90.557625,90.668495
26.0884495,-0.117847,9.830314,-0.065204,9.831236,90.380013,90.686836
26.0909004,-0.038883,9.866206,-0.091525,9.866708,90.531494,90.225807
26.0933552,-0.117847,9.863813,-0.144168,9.865571,90.837303,90.684502
26.0958080,-0.050847,9.799207,-0.132203,9.800230,90.772934,90.297302
26.0982590,-0.098704,9.760921,-0.081954,9.761765,90.481026,90.579361
26.1007099,-0.084347,9.801600,-0.084347,9.802325,90.493027,90.493042
26.1031647,-0.084347,9.842278,-0.134596,9.843559,90.783463,90.491005
26.1056156,-0.046062,9.859028,-0.146560,9.860225,90.851662,90.267685
26.1080685,-0.096311,9.863813,-0.055633,9.864441,90.323135,90.559425
26.1105213,-0.053240,9.914063,-0.014955,9.914217,90.086426,90.307686
26.1129742,-0.103490,9.949955,-0.072383,9.950756,90.416779,90.595909
26.1154251,-0.058026,9.957133,-0.084347,9.957660,90.485336,90.333893
26.1178780,-0.091525,9.935597,-0.084347,9.936378,90.486374,90.527786
26.1203308,-0.093918,9.923634,-0.141775,9.925091,90.818466,90.542236
26.1227837,-0.098704,9.866206,-0.127418,9.867522,90.739876,90.573181
26.1252346,-0.110668,9.875777,-0.180060,9.878038,91.044464,90.642029
26.1276875,-0.098704,9.861421,-0.208774,9.864124,91.212753,90.573463
26.1301403,-0.101097,9.847063,-0.278166,9.851510,91.618011,90.588219
26.1325912,-0.072383,9.794421,-0.201595,9.796763,91.179100,90.423424
26.1350460,-0.046062,9.837492,-0.168096,9.839036,90.978920,90.268272
26.1374969,-0.081954,9.801600,-0.134596,9.802866,90.786713,90.479057
26.1399479,-0.069990,9.789636,-0.129811,9.790747,90.759682,90.409622
26.1424026,-0.067597,9.777672,-0.072383,9.778173,90.424133,90.396103
26.1448555,-0.067597,9.758529,-0.012562,9.758771,90.073753,90.396881
26.1473064,-0.019741,9.777672,-0.017348,9.777707,90.101654,90.115677
26.1497574,-0.086740,9.837492,-0.043669,9.837971,90.254326,90.505180
26.1522121,-0.110668,9.863813,-0.072383,9.864699,90.420418,90.642807
26.1546631,-0.084347,9.847063,-0.081954,9.847766,90.476830,90.490768
26.1571159,-0.077169,9.878170,-0.031705,9.878523,90.183891,90.447586
26.1595688,-0.148953,9.837492,-0.086740,9.839002,90.505119,90.867470
26.1620216,-0.125025,9.868599,-0.213559,9.871701,91.239601,90.725838
26.1644726,-0.134596,9.844670,-0.213559,9.847906,91.242599,90.783302
26.1669254,-0.098704,9.863813,-0.134596,9.865226,90.781738,90.573318
26.1693783,-0.110668,9.875777,-0.232702,9.879138,91.349724,90.642029
26.1718311,-0.122632,9.849456,-0.266202,9.853815,91.548035,90.713333
26.1742840,-0.069990,9.837492,-0.285344,9.841878,91.661400,90.407631
26.1767368,-0.093918,9.856635,-0.263809,9.860612,91.533058,90.545921
26.1791878,-0.089133,9.844670,-0.270987,9.848803,91.576675,90.518738
26.1816406,-0.093918,9.830314,-0.227916,9.833405,91.328110,90.547386
26.1840935,-0.050847,9.854242,-0.165703,9.855767,90.963348,90.295639
26.1865463,-0.041276,9.868599,-0.067597,9.868917,90.392448,90.239639
26.1889973,-0.031705,9.880563,-0.043669,9.880711,90.253227,90.183853
26.1914520,-0.048455,9.854242,-0.062812,9.854562,90.365196,90.281731
26.1939030,-0.074776,9.854242,-0.108275,9.855122,90.629501,90.434761
26.1963558,-0.084347,9.863813,-0.105882,9.864742,90.614990,90.489937
26.1988087,-0.053240,9.878170,-0.168096,9.879744,90.974892,90.308807
26.2012615,-0.036491,9.837492,-0.239880,9.840484,91.396835,90.212524
26.2037125,-0.058026,9.813564,-0.115454,9.814415,90.674026,90.338776
26.2061672,-0.053240,9.856635,-0.098704,9.857273,90.573730,90.309479
26.2086201,-0.077169,9.820743,-0.213559,9.823367,91.245705,90.450203
26.2110710,-0.062812,9.787243,-0.177667,9.789057,91.039948,90.367699
