Keuwl Accelerometer Data File
2025-03-31 16:46:37

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
9.9540300,-0.055633,10.347163,-0.144168,10.348317,90.798241,90.308060
9.9564838,-0.012562,10.371092,-0.148953,10.372169,90.822845,90.069405
9.9589367,-0.065204,10.368699,-0.163310,10.370190,90.902336,90.360306
9.9613895,-0.050847,10.344770,-0.146560,10.345933,90.811676,90.281624
9.9638424,-0.084347,10.359127,-0.122632,10.360196,90.678215,90.466507
9.9662962,-0.031705,10.344770,-0.101097,10.345313,90.559914,90.175598
9.9687490,-0.079561,10.342378,-0.084347,10.343028,90.467247,90.440750
9.9712029,-0.096311,10.313663,-0.098704,10.314586,90.548294,90.535027
9.9736557,-0.096311,10.299307,-0.139382,10.300700,90.775307,90.535767
9.9761076,-0.069990,10.306485,-0.158524,10.307942,90.881180,90.389084
9.9785614,-0.034098,10.337592,-0.165703,10.338976,90.918320,90.188988
9.9810152,-0.055633,10.318449,-0.134596,10.319477,90.747330,90.308914
9.9834681,-0.060419,10.301700,-0.127418,10.302665,90.708618,90.336029
9.9859219,-0.069990,10.299307,-0.158524,10.300765,90.881790,90.389351
9.9883757,-0.053240,10.351949,-0.153739,10.353228,90.850838,90.294670
9.9908276,-0.029312,10.339985,-0.089133,10.340411,90.493889,90.162422
9.9932814,-0.084347,10.304092,-0.055633,10.304588,90.309334,90.469002
9.9957352,-0.067597,10.325628,-0.079561,10.326157,90.441460,90.375084
9.9981871,-0.069990,10.356734,-0.091525,10.357375,90.506317,90.387192
10.0006409,-0.046062,10.332807,-0.031705,10.332958,90.175804,90.255409
10.0030928,-0.038883,10.339985,-0.079561,10.340364,90.440849,90.215462
10.0055466,-0.084347,10.323236,-0.103490,10.324099,90.574348,90.468132
10.0080004,-0.089133,10.306485,-0.148953,10.307947,90.827972,90.495491
10.0104523,-0.053240,10.311271,-0.151346,10.312519,90.840897,90.295830
10.0129061,-0.077169,10.292129,-0.172881,10.293870,90.962303,90.429588
10.0153589,-0.043669,10.294521,-0.180060,10.296189,91.002037,90.243042
10.0178118,-0.043669,10.301700,-0.206381,10.303860,91.147682,90.242874
10.0202656,-0.034098,10.325628,-0.192024,10.327470,91.065392,90.189201
10.0227184,-0.043669,10.316056,-0.184846,10.317804,91.026520,90.242538
10.0251703,-0.017348,10.311271,-0.141775,10.312260,90.787735,90.096397
10.0276241,-0.007777,10.385448,-0.081954,10.385775,90.452126,90.042900
10.0300770,-0.010169,10.349556,-0.053240,10.349698,90.294739,90.056297
10.0325308,-0.062812,10.328021,-0.055633,10.328362,90.308624,90.348450
10.0349836,-0.105882,10.335199,-0.084347,10.336086,90.467567,90.586967
10.0374365,-0.077169,10.287343,-0.093918,10.288061,90.523056,90.429787
10.0398893,-0.067597,10.265807,-0.055633,10.266181,90.310493,90.377274
10.0423422,-0.065204,10.337592,-0.139382,10.338737,90.772461,90.361389
10.0447969,-0.069990,10.366306,-0.184846,10.368190,91.021530,90.386841
10.0472488,-0.058026,10.304092,-0.232702,10.306883,91.293694,90.322647
10.0497017,-0.065204,10.311271,-0.184846,10.313133,91.026985,90.362312
10.0521555,-0.031705,10.316056,-0.194417,10.317937,91.079666,90.176086
10.0546074,-0.043669,10.351949,-0.196810,10.353911,91.089157,90.241699
10.0570602,-0.062812,10.344770,-0.175274,10.346446,90.970665,90.347885
10.0595121,-0.060419,10.344770,-0.134596,10.345822,90.745422,90.334633
10.0619659,-0.050847,10.344770,-0.105882,10.345437,90.586418,90.281624
10.0644197,-0.026919,10.299307,-0.074776,10.299614,90.415977,90.149750
10.0668716,-0.017348,10.308878,-0.048455,10.309007,90.269302,90.096420
10.0693245,-0.072383,10.318449,-0.113061,10.319323,90.627762,90.401917
10.0717773,-0.053240,10.292129,-0.127418,10.293056,90.709282,90.296387
10.0742302,-0.038883,10.316056,-0.139382,10.317071,90.774078,90.215958
10.0766830,-0.081954,10.284950,-0.156132,10.286462,90.869690,90.456543
10.0791359,-0.072383,10.330414,-0.117847,10.331340,90.653572,90.401451
10.0815878,-0.101097,10.301700,-0.093918,10.302624,90.522316,90.562263
10.0840416,-0.053240,10.342378,-0.122632,10.343242,90.679329,90.294945
10.0864935,-0.093918,10.356734,-0.129811,10.357974,90.718071,90.519562
10.0889473,-0.050847,10.306485,-0.081954,10.306936,90.455582,90.282669
10.0914001,-0.072383,10.301700,-0.144168,10.302962,90.801758,90.402573
10.0938530,-0.072383,10.306485,-0.153739,10.307886,90.854584,90.402382
10.0963058,-0.062812,10.330414,-0.163310,10.331896,90.905678,90.348366
10.0987597,-0.046062,10.320843,-0.127418,10.321733,90.707314,90.255707
10.1012125,-0.036491,10.304092,-0.058026,10.304320,90.322647,90.202904
10.1036654,-0.007777,10.325628,-0.062812,10.325822,90.348534,90.043152
10.1061192,-0.074776,10.311271,-0.079561,10.311849,90.442070,90.415489
10.1085720,-0.091525,10.308878,-0.108275,10.309853,90.601738,90.508675
10.1110258,-0.074776,10.313663,-0.091525,10.314341,90.508430,90.415398
10.1134796,-0.072383,10.328021,-0.101097,10.328770,90.560814,90.401543
10.1159325,-0.058026,10.301700,-0.069990,10.302100,90.389259,90.322723
10.1183853,-0.053240,10.287343,-0.098704,10.287954,90.549713,90.296524
10.1208391,-0.098704,10.268200,-0.134596,10.269556,90.750961,90.550743
10.1232920,-0.079561,10.282557,-0.196810,10.284749,91.096481,90.443321
10.1257458,-0.084347,10.284950,-0.156132,10.286481,90.869690,90.469872
10.1281986,-0.048455,10.320843,-0.160917,10.322211,90.893242,90.268990
10.1306515,-0.096311,10.328021,-0.136989,10.329379,90.759880,90.534279
10.1331053,-0.089133,10.301700,-0.108275,10.302654,90.602158,90.495728
10.1355581,-0.058026,10.359127,-0.113061,10.359906,90.625298,90.320938
10.1380110,-0.041276,10.316056,-0.103490,10.316658,90.574760,90.229248
10.1404638,-0.069990,10.316056,-0.144168,10.317301,90.800644,90.388725
10.1429176,-0.048455,10.299307,-0.187238,10.301123,91.041496,90.269554
10.1453705,-0.065204,10.308878,-0.199202,10.311008,91.106987,90.362396
10.1478233,-0.077169,10.308878,-0.146560,10.310208,90.814491,90.428886
10.1502771,-0.115454,10.299307,-0.170489,10.301365,90.948296,90.642250
10.1527290,-0.117847,10.275378,-0.163310,10.277351,90.910484,90.657089
10.1551838,-0.120239,10.330414,-0.120239,10.331814,90.666809,90.666855
10.1576366,-0.081954,10.316056,-0.129811,10.317198,90.720909,90.455170
10.1600895,-0.098704,10.313663,-0.117847,10.314809,90.654617,90.548317
10.1625423,-0.153739,10.301700,-0.115454,10.303493,90.642029,90.854996
10.1649961,-0.108275,10.296914,-0.127418,10.298272,90.708923,90.602463
10.1674500,-0.053240,10.308878,-0.134596,10.309895,90.748024,90.295898
10.1699038,-0.041276,10.313663,-0.163310,10.315039,90.907158,90.229301
10.1723576,-0.101097,10.296914,-0.163310,10.298706,90.908600,90.562523
10.1748123,-0.065204,10.308878,-0.180060,10.310657,91.000633,90.362396
10.1772652,-0.081954,10.332807,-0.110668,10.333724,90.613617,90.454430
10.1797199,-0.055633,10.292129,-0.160917,10.293537,90.895729,90.309708
10.1821747,-0.089133,10.339985,-0.141775,10.341341,90.785522,90.493889
10.1846275,-0.108275,10.265807,-0.146560,10.267425,90.817886,90.604286
10.1870813,-0.079561,10.294521,-0.139382,10.295773,90.775681,90.442802
10.1895351,-0.065204,10.304092,-0.125025,10.305058,90.695152,90.362564
10.1919899,-0.060419,10.282557,-0.081954,10.283061,90.456642,90.336655
10.1944427,-0.072383,10.282557,-0.163310,10.284109,90.909889,90.403320
10.1968966,-0.069990,10.316056,-0.129811,10.317110,90.720917,90.388725
10.1993513,-0.072383,10.332807,-0.062812,10.333251,90.348282,90.401360
10.2018042,-0.101097,10.311271,-0.091525,10.312173,90.508537,90.561737
10.2042589,-0.081954,10.351949,-0.136989,10.353179,90.758141,90.453590
10.2067127,-0.077169,10.344770,-0.103490,10.345576,90.573158,90.427399
10.2091675,-0.093918,10.383056,-0.101097,10.383973,90.557831,90.518250
10.2116203,-0.074776,10.328021,-0.148953,10.329366,90.826256,90.414818
10.2140741,-0.079561,10.316056,-0.156132,10.317544,90.867073,90.441879
10.2165279,-0.072383,10.296914,-0.187238,10.298871,91.041725,90.402756
10.2189798,-0.000598,10.306485,-0.203988,10.308504,91.133865,90.003326
10.2214327,-0.029312,10.308878,-0.182453,10.310534,91.013947,90.162910
10.2238865,-0.081954,10.332807,-0.180060,10.334701,90.998306,90.454430
10.2263393,-0.067597,10.308878,-0.160917,10.310355,90.894272,90.375694
10.2287931,-0.050847,10.299307,-0.081954,10.299758,90.455902,90.282867
10.2312469,-0.060419,10.316056,-0.134596,10.317111,90.747498,90.335564
10.2336998,-0.048455,10.325628,-0.122632,10.326470,90.680435,90.268867
10.2361526,-0.072383,10.287343,-0.024526,10.287627,90.136597,90.403130
10.2386065,-0.062812,10.308878,-0.055633,10.309219,90.309196,90.349098
10.2410593,-0.069990,10.332807,-0.089133,10.333427,90.494217,90.388092
10.2435131,-0.036491,10.318449,-0.172881,10.319962,90.959869,90.202621
10.2459669,-0.077169,10.320843,-0.175274,10.322619,90.972908,90.428391
10.2484188,-0.058026,10.330414,-0.120239,10.331277,90.666847,90.321831
10.2508717,-0.065204,10.347163,-0.084347,10.347713,90.467041,90.361053
10.2533255,-0.105882,10.344770,-0.182453,10.346921,91.010376,90.586426
10.2557774,-0.077169,10.339985,-0.218345,10.342578,91.209679,90.427597
10.2582312,-0.058026,10.351949,-0.146560,10.353148,90.811111,90.321159
10.2606831,-0.065204,10.306485,-0.058026,10.306855,90.322571,90.362480
10.2631369,-0.089133,10.318449,-0.077169,10.319122,90.428474,90.494919
10.2655897,-0.041276,10.299307,-0.158524,10.300610,90.881805,90.229622
10.2680426,-0.058026,10.311271,-0.203988,10.313452,91.133316,90.322426
10.2704973,-0.108275,10.308878,-0.170489,10.310857,90.947418,90.601761
10.2729511,-0.110668,10.335199,-0.050847,10.335917,90.281868,90.613495
10.2754030,-0.074776,10.373485,-0.026919,10.373789,90.148682,90.413002
10.2778568,-0.098704,10.339985,-0.113061,10.341074,90.626434,90.546921
10.2803097,-0.105882,10.385448,-0.148953,10.387056,90.821663,90.584122
10.2827616,-0.125025,10.402198,-0.074776,10.403218,90.411835,90.688614
10.2852154,-0.122632,10.342378,-0.074776,10.343375,90.414215,90.679337
10.2876682,-0.058026,10.328021,-0.144168,10.329190,90.799721,90.321899
10.2901201,-0.074776,10.308878,-0.151346,10.310260,90.841087,90.415588
10.2925739,-0.096311,10.287343,-0.194417,10.289631,91.082634,90.536392
10.2950268,-0.029312,10.275378,-0.141775,10.276399,90.790489,90.163445
10.2974796,-0.024526,10.323236,-0.163310,10.324556,90.906319,90.136124
10.2999334,-0.065204,10.308878,-0.165703,10.310415,90.920860,90.362396
10.3023872,-0.046062,10.304092,-0.125025,10.304954,90.695160,90.256126
10.3048401,-0.055633,10.287343,-0.046062,10.287597,90.256538,90.309845
10.3072929,-0.069990,10.339985,-0.014955,10.340233,90.082870,90.387825
10.3097467,-0.122632,10.366306,-0.029312,10.367073,90.162003,90.677773
10.3121986,-0.163310,10.332807,-0.086740,10.334461,90.480904,90.905487
10.3146524,-0.084347,10.368699,-0.136989,10.369947,90.756912,90.466080
10.3171062,-0.079561,10.330414,-0.103490,10.331239,90.573952,90.441261
10.3195591,-0.113061,10.294521,-0.122632,10.295873,90.682457,90.629234
10.3220129,-0.077169,10.289736,-0.115454,10.290673,90.642830,90.429688
10.3244658,-0.093918,10.318449,-0.160917,10.320131,90.893425,90.521492
10.3269176,-0.069990,10.323236,-0.180060,10.325043,90.999237,90.388451
10.3293715,-0.055633,10.311271,-0.120239,10.312122,90.668083,90.309128
10.3318243,-0.062812,10.323236,-0.153739,10.324572,90.853195,90.348610
10.3342772,-0.074776,10.342378,-0.096311,10.343097,90.533524,90.414246
10.3367300,-0.043669,10.337592,-0.086740,10.338048,90.480736,90.242035
10.3391829,-0.062812,10.296914,-0.062812,10.297297,90.349495,90.349503
10.3416357,-0.065204,10.335199,-0.110668,10.335998,90.613480,90.361473
10.3440895,-0.069990,10.318449,-0.120239,10.319386,90.667610,90.388634
10.3465424,-0.055633,10.320843,-0.132203,10.321839,90.733871,90.308846
10.3489952,-0.084347,10.304092,-0.165703,10.305770,90.921280,90.469002
10.3514490,-0.079561,10.301700,-0.125025,10.302766,90.695305,90.442497
10.3539019,-0.089133,10.306485,-0.055633,10.307021,90.309258,90.495491
10.3563547,-0.074776,10.330414,-0.022134,10.330709,90.122757,90.414726
10.3588085,-0.091525,10.308878,-0.077169,10.309573,90.428871,90.508675
10.3612604,-0.072383,10.316056,-0.086740,10.316674,90.481735,90.402008
10.3637142,-0.050847,10.325628,-0.108275,10.326322,90.600777,90.282143
10.3661671,-0.038883,10.332807,-0.129811,10.333695,90.719765,90.215607
10.3686199,-0.069990,10.299307,-0.156132,10.300728,90.868484,90.389351
10.3710728,-0.105882,10.325628,-0.180060,10.327741,90.998978,90.587509
10.3735266,-0.041276,10.332807,-0.189631,10.334629,91.051384,90.228874
10.3759794,-0.014955,10.335199,-0.163310,10.336500,90.905273,90.082909
10.3784323,-0.074776,10.316056,-0.144168,10.317334,90.800636,90.415298
10.3808861,-0.115454,10.304092,-0.139382,10.305682,90.774933,90.641953
10.3833389,-0.146560,10.289736,-0.081954,10.291105,90.456284,90.816032
10.3857927,-0.160917,10.265807,-0.043669,10.267161,90.243698,90.898041
10.3882456,-0.108275,10.284950,-0.065204,10.285728,90.363220,90.603165
10.3906975,-0.086740,10.299307,-0.096311,10.300122,90.535751,90.482529
10.3931513,-0.103490,10.304092,-0.067597,10.304834,90.375847,90.575432
10.3956041,-0.065204,10.328021,-0.125025,10.328983,90.693542,90.361725
10.3980570,-0.098704,10.361520,-0.115454,10.362633,90.638367,90.545784
10.4005098,-0.120239,10.339985,-0.129811,10.341499,90.719215,90.666237
10.4029617,-0.093918,10.316056,-0.163310,10.317776,90.906921,90.521614
10.4054155,-0.043669,10.339985,-0.156132,10.341256,90.865082,90.241974
10.4078693,-0.098704,10.308878,-0.148953,10.310427,90.827774,90.548569
10.4103222,-0.086740,10.292129,-0.158524,10.293715,90.882401,90.482864
10.4127750,-0.036491,10.294521,-0.117847,10.295260,90.655861,90.203094
10.4152288,-0.062812,10.349556,-0.096311,10.350195,90.533157,90.347725
10.4176817,-0.084347,10.320843,-0.108275,10.321755,90.601044,90.468239
10.4201355,-0.120239,10.299307,-0.077169,10.300298,90.429260,90.668869
10.4225893,-0.113061,10.301700,-0.086740,10.302685,90.482384,90.628792
10.4250431,-0.069990,10.337592,-0.077169,10.338118,90.427689,90.387909
10.4274950,-0.081954,10.320843,-0.048455,10.321282,90.268982,90.454956
10.4299488,-0.101097,10.306485,-0.053240,10.307119,90.295959,90.561996
10.4324026,-0.053240,10.306485,-0.103490,10.307142,90.575294,90.295967
10.4348555,-0.038883,10.328021,-0.139382,10.329035,90.773186,90.215706
10.4373083,-0.069990,10.356734,-0.122632,10.357697,90.678383,90.387192
10.4397612,-0.110668,10.351949,-0.146560,10.353578,90.811081,90.612503
10.4422150,-0.065204,10.313663,-0.127418,10.314656,90.707794,90.362228
10.4446688,-0.067597,10.296914,-0.098704,10.297609,90.549194,90.376129
10.4471226,-0.058026,10.294521,-0.103490,10.295205,90.575958,90.322952
10.4495745,-0.103490,10.304092,-0.113061,10.305232,90.628616,90.575432
10.4520283,-0.139382,10.318449,-0.110668,10.319983,90.614433,90.773903
10.4544821,-0.117847,10.313663,-0.048455,10.314450,90.269165,90.654648
10.4569349,-0.074776,10.313663,-0.067597,10.314156,90.375511,90.415398
10.4593887,-0.077169,10.349556,-0.093918,10.350270,90.519905,90.427200
10.4618425,-0.122632,10.320843,-0.120239,10.322271,90.667427,90.680756
10.4642944,-0.077169,10.363914,-0.158524,10.365414,90.876289,90.426613
10.4667482,-0.062812,10.344770,-0.172881,10.346405,90.957420,90.347885
10.4692001,-0.055633,10.332807,-0.153739,10.334100,90.852409,90.308487
10.4716530,-0.074776,10.332807,-0.139382,10.334017,90.772812,90.414627
10.4741068,-0.079561,10.316056,-0.139382,10.317305,90.774063,90.441879
10.4765596,-0.086740,10.308878,-0.115454,10.309889,90.641632,90.482079
10.4790134,-0.105882,10.332807,-0.113061,10.333967,90.626869,90.587105
10.4814663,-0.129811,10.301700,-0.103490,10.303038,90.575523,90.721939
10.4839191,-0.117847,10.325628,-0.048455,10.326414,90.268852,90.653893
10.4863729,-0.084347,10.320843,-0.065204,10.321394,90.361961,90.468239
10.4888258,-0.153739,10.335199,-0.101097,10.336837,90.560379,90.852226
10.4912786,-0.125025,10.351949,-0.129811,10.353518,90.718384,90.691956
10.4937315,-0.079561,10.368699,-0.148953,10.370074,90.823013,90.439636
10.4961853,-0.077169,10.332807,-0.125025,10.333851,90.693214,90.427895
10.4986382,-0.089133,10.347163,-0.122632,10.348273,90.679001,90.493546
10.5010920,-0.067597,10.308878,-0.108275,10.309669,90.601746,90.375694
10.5035458,-0.093918,10.311271,-0.072383,10.311953,90.402184,90.521851
10.5059977,-0.098704,10.287343,-0.120239,10.288519,90.669617,90.549721
10.5084515,-0.069990,10.320843,-0.096311,10.321529,90.534637,90.388542
10.5109053,-0.108275,10.306485,-0.141775,10.308029,90.788063,90.601898
10.5133572,-0.098704,10.287343,-0.108275,10.288386,90.602997,90.549721
10.5158110,-0.103490,10.301700,-0.074776,10.302491,90.415855,90.575569
10.5182648,-0.108275,10.332807,-0.062812,10.333565,90.348267,90.600365
10.5207176,-0.060419,10.306485,-0.132203,10.307510,90.734894,90.335876
10.5231714,-0.093918,10.299307,-0.115454,10.300382,90.642227,90.522461
10.5256252,-0.113061,10.325628,-0.086740,10.326612,90.481270,90.627335
10.5280771,-0.101097,10.342378,-0.098704,10.343343,90.546768,90.560051
10.5305309,-0.105882,10.323236,-0.089133,10.324162,90.494667,90.587646
10.5329847,-0.072383,10.287343,-0.117847,10.288273,90.656303,90.403130
10.5354366,-0.110668,10.349556,-0.129811,10.350962,90.718559,90.612640
10.5378904,-0.079561,10.299307,-0.156132,10.300797,90.868477,90.442596
10.5403442,-0.105882,10.284950,-0.146560,10.286539,90.816368,90.589836
10.5427971,-0.115454,10.311271,-0.093918,10.312345,90.521820,90.641502
10.5452509,-0.074776,10.296914,-0.108275,10.297755,90.602448,90.416069
10.5477037,-0.058026,10.311271,-0.084347,10.311779,90.468666,90.322426
10.5501566,-0.067597,10.349556,-0.079561,10.350082,90.440437,90.374214
10.5526094,-0.127418,10.371092,-0.067597,10.372095,90.373413,90.703896
10.5550632,-0.108275,10.318449,-0.060419,10.319194,90.335464,90.601204
10.5575161,-0.084347,10.313663,-0.093918,10.314436,90.521713,90.468567
10.5599699,-0.074776,10.318449,-0.108275,10.319288,90.601189,90.415207
10.5624237,-0.048455,10.301700,-0.098704,10.302286,90.548950,90.269493
10.5648756,-0.046062,10.294521,-0.074776,10.294896,90.416168,90.256363
10.5673294,-0.050847,10.294521,-0.132203,10.295496,90.735748,90.282997
10.5697832,-0.072383,10.289736,-0.175274,10.291483,90.975853,90.403038
10.5722351,-0.120239,10.268200,-0.177667,10.270440,90.991203,90.670898
10.5746889,-0.120239,10.277771,-0.110668,10.279070,90.616875,90.670273
10.5771418,-0.031705,10.280165,-0.096311,10.280664,90.536766,90.176704
10.5795946,-0.093918,10.284950,-0.093918,10.285808,90.523170,90.523186
10.5820484,-0.086740,10.253843,-0.129811,10.255032,90.725281,90.484665
10.5845022,-0.086740,10.296914,-0.141775,10.298256,90.788811,90.482643
10.5869551,-0.093918,10.311271,-0.103490,10.312218,90.575012,90.521851
10.5894079,-0.053240,10.284950,-0.122632,10.285819,90.683121,90.296593
10.5918617,-0.101097,10.237094,-0.192024,10.239394,91.074554,90.565811
10.5943136,-0.050847,10.244272,-0.129811,10.245221,90.725975,90.284386
10.5967674,-0.041276,10.294521,-0.160917,10.295861,90.895531,90.229729
10.5992203,-0.046062,10.318449,-0.213559,10.320762,91.185661,90.255768
10.6016731,-0.098704,10.275378,-0.084347,10.276198,90.470291,90.550362
10.6041269,-0.077169,10.253843,-0.043669,10.254227,90.244003,90.431190
10.6065817,-0.084347,10.287343,-0.062812,10.287881,90.349815,90.469765
10.6090345,-0.093918,10.270593,-0.084347,10.271369,90.470512,90.523918
10.6114874,-0.113061,10.265807,-0.055633,10.266581,90.310478,90.630989
10.6139412,-0.079561,10.256236,-0.046062,10.256648,90.257309,90.444458
10.6163940,-0.055633,10.241879,-0.132203,10.242884,90.739532,90.311226
10.6188478,-0.048455,10.229915,-0.177667,10.231572,90.994965,90.271385
10.6213007,-0.079561,10.234700,-0.170489,10.236429,90.954308,90.445389
10.6237535,-0.022134,10.256236,-0.139382,10.257207,90.778595,90.123650
10.6262074,-0.031705,10.256236,-0.144168,10.257298,90.805328,90.177116
10.6286602,-0.043669,10.270593,-0.168096,10.272061,90.937653,90.243614
10.6311121,-0.053240,10.201201,-0.165703,10.202686,90.930588,90.299026
10.6335659,-0.091525,10.244272,-0.050847,10.244807,90.284370,90.511887
10.6360197,-0.136989,10.272985,-0.084347,10.274245,90.470375,90.763985
10.6384716,-0.055633,10.256236,-0.125025,10.257149,90.698402,90.310791
10.6409245,-0.058026,10.225129,-0.139382,10.226244,90.780952,90.325142
10.6433773,-0.055633,10.246665,-0.125025,10.247579,90.699051,90.311081
10.6458292,-0.050847,10.249058,-0.134596,10.250068,90.752388,90.284256
10.6482830,-0.026919,10.234700,-0.151346,10.235854,90.847198,90.150696
10.6507368,-0.046062,10.225129,-0.170489,10.226654,90.955223,90.258102
10.6531887,-0.026919,10.239487,-0.134596,10.240407,90.753098,90.150627
10.6556416,-0.038883,10.205987,-0.117847,10.206741,90.661552,90.218285
10.6580944,-0.065204,10.229915,-0.103490,10.230646,90.579590,90.365196
10.6605482,-0.074776,10.205987,-0.129811,10.207087,90.728691,90.419777
10.6630011,-0.007777,10.194023,-0.113061,10.194653,90.635437,90.043709
10.6654539,-0.081954,10.191629,-0.110668,10.192559,90.622116,90.460724
10.6679077,-0.074776,10.213165,-0.103490,10.213964,90.580544,90.419487
10.6703606,-0.050847,10.179666,-0.184846,10.181470,91.040268,90.286194
10.6728125,-0.077169,10.249058,-0.172881,10.250806,90.966347,90.431389
10.6752663,-0.002991,10.205987,-0.103490,10.206512,90.580963,90.016792
10.6777191,-0.002991,10.263414,-0.105882,10.263961,90.591072,90.016701
10.6801720,-0.017348,10.232307,-0.117847,10.233001,90.659851,90.097137
10.6826248,-0.002991,10.229915,-0.101097,10.230414,90.566208,90.016754
10.6850786,0.001795,10.222736,-0.127418,10.223531,90.714104,89.989944
10.6875305,-0.031705,10.225129,-0.148953,10.226263,90.834587,90.177658
10.6899834,-0.043669,10.177273,-0.113061,10.177995,90.636475,90.245842
10.6924353,-0.058026,10.203594,-0.134596,10.204647,90.755737,90.325829
10.6948891,-0.086740,10.201201,-0.139382,10.202522,90.782768,90.487167
10.6973419,-0.089133,10.215558,-0.127418,10.216742,90.714584,90.499901
10.6997948,-0.091525,10.203594,-0.156132,10.205199,90.876617,90.513924
10.7022476,-0.055633,10.208380,-0.139382,10.209482,90.782234,90.312248
10.7047014,-0.053240,10.234700,-0.101097,10.235338,90.565933,90.298050
10.7071543,-0.074776,10.220344,-0.105882,10.221166,90.593544,90.419189
10.7096071,-0.060419,10.208380,-0.129811,10.209384,90.728523,90.339104
10.7120609,-0.058026,10.205987,-0.158524,10.207383,90.889862,90.325752
10.7145119,-0.024526,10.198809,-0.110668,10.199439,90.621696,90.137787
10.7169647,-0.014955,10.198809,-0.134596,10.199708,90.756104,90.084015
10.7194166,-0.069990,10.205987,-0.148953,10.207314,90.836136,90.392914
10.7218704,-0.043669,10.160523,-0.069990,10.160858,90.394669,90.246254
10.7243233,-0.055633,10.191629,-0.120239,10.192491,90.675926,90.312759
10.7267752,-0.065204,10.182058,-0.091525,10.182678,90.514999,90.366905
10.7292290,-0.046062,10.217951,-0.108275,10.218628,90.607109,90.258286
10.7316818,-0.120239,10.203594,-0.093918,10.204735,90.527321,90.675140
10.7341347,-0.146560,10.201201,-0.089133,10.202643,90.500557,90.823112
10.7365885,-0.065204,10.191629,-0.165703,10.193185,90.931458,90.366562
10.7390423,-0.086740,10.194023,-0.215952,10.196679,91.213539,90.487511
10.7414942,-0.031705,10.170094,-0.194417,10.172002,91.095154,90.178619
10.7439480,-0.069990,10.179666,-0.153739,10.181067,90.865227,90.393929
10.7464008,-0.060419,10.205987,-0.151346,10.207288,90.849571,90.339180
10.7488527,-0.050847,10.220344,-0.172881,10.221931,90.969078,90.285049
10.7513065,-0.065204,10.194023,-0.158524,10.195464,90.890900,90.366478
10.7537594,-0.081954,10.208380,-0.134596,10.209596,90.755371,90.459969
10.7562122,-0.108275,10.198809,-0.117847,10.200065,90.661980,90.608253
10.7586651,-0.029312,10.186844,-0.125025,10.187654,90.703163,90.164864
10.7611170,-0.081954,10.179666,-0.110668,10.180596,90.622849,90.461266
10.7635698,-0.127418,10.172487,-0.091525,10.173697,90.515457,90.717636
10.7660236,-0.077169,10.148559,-0.098704,10.149332,90.557220,90.435661
10.7684755,-0.089133,10.215558,-0.117847,10.216626,90.660912,90.499901
10.7709284,-0.072383,10.191629,-0.125025,10.192654,90.702820,90.406921
10.7733822,-0.093918,10.160523,-0.081954,10.161288,90.462112,90.529594
10.7758341,-0.079561,10.203594,-0.113061,10.204531,90.634819,90.446747
10.7782879,-0.055633,10.205987,-0.084347,10.206488,90.473503,90.312317
10.7807417,-0.079561,10.201201,-0.113061,10.202138,90.634972,90.446854
10.7831936,-0.096311,10.189237,-0.122632,10.190430,90.689514,90.541557
10.7856464,-0.038883,10.162916,-0.096311,10.163447,90.542953,90.219215
10.7880983,-0.034098,10.194023,-0.122632,10.194818,90.689217,90.191643
10.7905512,-0.062812,10.143773,-0.136989,10.144893,90.773705,90.354782
10.7930040,-0.043669,10.136595,-0.158524,10.137929,90.895958,90.246834
10.7954569,-0.115454,10.155738,-0.175274,10.157907,90.988686,90.651329
10.7979107,-0.069990,10.138988,-0.122632,10.139971,90.692947,90.395508
10.8003645,-0.079561,10.150951,-0.129811,10.152094,90.732635,90.449066
10.8028173,-0.139382,10.167702,-0.129811,10.169485,90.731384,90.785378
10.8052711,-0.132203,10.167702,-0.053240,10.168700,90.299988,90.744934
10.8077240,-0.139382,10.143773,-0.046062,10.144835,90.260147,90.787231
10.8101768,-0.084347,10.138988,-0.084347,10.139689,90.476624,90.476639
10.8126297,-0.067597,10.158131,-0.036491,10.158422,90.205818,90.381271
10.8150826,-0.046062,10.148559,-0.077169,10.148956,90.435661,90.260048
10.8175344,-0.062812,10.143773,-0.120239,10.144680,90.679108,90.354782
10.8199883,-0.038883,10.127024,-0.156132,10.128302,90.883270,90.219994
10.8224421,-0.010169,10.138988,-0.160917,10.140269,90.909271,90.057465
10.8248940,-0.048455,10.117453,-0.105882,10.118122,90.599586,90.274399
10.8273478,-0.060419,10.103095,-0.105882,10.103830,90.600441,90.342636
10.8298016,-0.079561,10.146166,-0.105882,10.147030,90.597885,90.449280
10.8322535,-0.136989,10.127024,-0.103490,10.128479,90.585442,90.774994
10.8347063,-0.136989,10.127024,-0.146560,10.129010,90.829063,90.774994
10.8371592,-0.127418,10.186844,-0.144168,10.188661,90.810753,90.716621
10.8396120,-0.065204,10.174880,-0.108275,10.175665,90.609673,90.367165
10.8420658,-0.074776,10.141380,-0.144168,10.142680,90.814430,90.422455
10.8445177,-0.098704,10.100702,-0.156132,10.102391,90.885536,90.559875
10.8469706,-0.067597,10.112667,-0.151346,10.114025,90.857407,90.382980
10.8494234,-0.050847,10.131809,-0.122632,10.132679,90.693443,90.287544
