Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),ag,9.849606,,
12.8241873,-0.120838,9.318848,-0.096909,9.320135,90.595764,90.742912,-0.529475,,,
12.8450403,-0.112463,9.312865,-0.098704,9.314068,90.607193,90.691872,-0.535542,,,
12.8658934,-0.125623,9.31825,-0.102293,9.319658,90.628899,90.772385,-0.529952,,,
12.8867464,-0.125025,9.317652,-0.100499,9.319033,90.617905,90.768753,-0.530577,,,
12.9076004,-0.108873,9.329616,-0.11007,9.3309,90.675896,90.668594,-0.51871,,,
12.9284544,-0.113061,9.342776,-0.102293,9.34402,90.627258,90.693329,-0.50559,,,
12.9493055,-0.12323,9.364311,-0.115454,9.365833,90.706306,90.753944,-0.483777,,,
12.9701576,-0.108275,9.369696,-0.097508,9.370829,90.596199,90.662071,-0.478781,,,
12.9910107,-0.0999,9.38824,-0.11665,9.389496,90.71183,90.609665,-0.460114,,,
13.0118656,-0.102891,9.387043,-0.11665,9.388332,90.711922,90.627991,-0.461278,,,
13.0327177,-0.113659,9.399606,-0.119043,9.401046,90.72554,90.69278,-0.448564,,,
13.0535698,-0.123829,9.407382,-0.112463,9.408869,90.68486,90.754135,-0.440741,,,
13.07442,-0.128016,9.404391,-0.114855,9.405964,90.699654,90.779884,-0.443646,,,
13.0952711,-0.131605,9.41157,-0.089731,9.412917,90.546196,90.801132,-0.436693,,,
13.1161203,-0.118445,9.440882,-0.102891,9.442185,90.624367,90.718788,-0.407425,,,
13.1369715,-0.126221,9.439087,-0.134596,9.44089,90.816879,90.766129,-0.40872,,,
13.1578236,-0.114257,9.467801,-0.099302,9.469011,90.600876,90.691414,-0.380599,,,
13.1786747,-0.1334,9.478569,-0.111864,9.480167,90.676094,90.80632,-0.369443,,,
13.1995268,-0.122034,9.486345,-0.108275,9.487748,90.653877,90.737022,-0.361862,,,
13.220377,-0.109472,9.498309,-0.086142,9.499331,90.519577,90.660324,-0.350279,,,
13.2412319,-0.121436,9.524033,-0.119641,9.525558,90.719658,90.730507,-0.324052,,,
13.2620878,-0.101695,9.508479,-0.108275,9.50964,90.652374,90.612762,-0.33997,,,
13.2829399,-0.111864,9.536594,-0.114257,9.537934,90.686378,90.67205,-0.311676,,,
13.3037882,-0.102891,9.530613,-0.09332,9.531625,90.560966,90.618538,-0.317985,,,
13.3246393,-0.12682,9.535398,-0.084347,9.536614,90.50676,90.761978,-0.312996,,,
13.3454895,-0.125623,9.564112,-0.120239,9.565692,90.720215,90.752525,-0.283918,,,
13.3663416,-0.116052,9.582058,-0.12682,9.5836,90.758217,90.693893,-0.26601,,,
13.3871918,-0.125025,9.571889,-0.11665,9.573417,90.698158,90.748337,-0.276193,,,
13.4080429,-0.125025,9.588638,-0.092124,9.589896,90.550407,90.747032,-0.259714,,,
13.4288931,-0.12323,9.596416,-0.117248,9.597923,90.699944,90.73571,-0.251687,,,
13.4497433,-0.127418,9.60479,-0.110668,9.606272,90.660088,90.760048,-0.243338,,,
13.4705925,-0.116052,9.613763,-0.120838,9.615223,90.72007,90.691612,-0.234387,,,
13.4914436,-0.125623,9.635299,-0.099302,9.636629,90.590424,90.746971,-0.212981,,,
13.5122948,-0.114257,9.634102,-0.107677,9.635381,90.640305,90.679474,-0.214229,,,
13.533144,-0.113659,9.642477,-0.135194,9.644094,90.803223,90.675331,-0.205516,,,
13.5539932,-0.120239,9.655638,-0.111266,9.657027,90.660164,90.713455,-0.192583,,,
13.5748434,-0.123829,9.674182,-0.125025,9.675782,90.740364,90.733337,-0.173828,,,
13.5956936,-0.114257,9.675379,-0.122632,9.67683,90.726112,90.676582,-0.17278,,,
13.6165438,-0.11007,9.688539,-0.107079,9.689755,90.633171,90.650902,-0.159855,,,
13.637393,-0.128614,9.68495,-0.112463,9.686457,90.665237,90.760834,-0.163153,,,
13.658246,-0.113659,9.703494,-0.116052,9.704853,90.685165,90.671089,-0.144757,,,
13.6790972,-0.125623,9.722636,-0.117847,9.724161,90.694382,90.740257,-0.125449,,,
13.6999474,-0.120239,9.729217,-0.108873,9.730569,90.641083,90.708061,-0.119041,,,
13.7207994,-0.112463,9.741181,-0.119641,9.742565,90.703621,90.661453,-0.107045,,,
13.7416515,-0.127418,9.758529,-0.108873,9.759968,90.639153,90.74807,-0.089642,,,
13.7625065,-0.122632,9.772886,-0.116052,9.774344,90.680298,90.718918,-0.075266,,,
13.7833567,-0.126221,9.769297,-0.106481,9.770692,90.62442,90.740234,-0.078918,,,
13.8042078,-0.128614,9.798011,-0.117847,9.799563,90.689041,90.752052,-0.050047,,,
13.825058,-0.12323,9.793225,-0.090927,9.794423,90.531914,90.720924,-0.055187,,,
13.8459082,-0.127418,9.799805,-0.109472,9.801245,90.639961,90.744919,-0.048365,,,
13.8667583,-0.125623,9.828519,-0.114855,9.829992,90.669472,90.732285,-0.019618,,,
13.8876104,-0.128614,9.808778,-0.11007,9.810238,90.642868,90.751228,-0.039372,,,
13.9084625,-0.127418,9.830912,-0.10349,9.832282,90.603081,90.742569,-0.017328,,,
13.9293184,-0.120838,9.842875,-0.114855,9.844287,90.668495,90.703362,-0.005323,,,
13.9501734,-0.130409,9.845269,-0.110668,9.846755,90.643967,90.758888,-0.002855,,,
13.9710283,-0.110668,9.838689,-0.096909,9.839788,90.564301,90.644447,-0.009822,,,
13.9918804,-0.127418,9.859626,-0.130409,9.861311,90.757721,90.740402,0.011701,,,
14.0127306,-0.138784,9.847662,-0.101097,9.849159,90.58812,90.807419,-0.000451,,,
14.0335817,-0.120838,9.845867,-0.106481,9.847184,90.619568,90.703148,-0.002426,,,
14.0544338,-0.107677,9.844072,-0.120838,9.845403,90.703239,90.626694,-0.004207,,,
14.0752859,-0.132203,9.844072,-0.129811,9.845816,90.755432,90.769424,-0.003794,,,
14.0961409,-0.135194,9.832108,-0.098106,9.833528,90.571632,90.787788,-0.016082,,,
14.1169939,-0.120838,9.834501,-0.132203,9.836132,90.770111,90.703964,-0.013478,,,
14.137846,-0.128614,9.847063,-0.095115,9.848362,90.553368,90.748306,-0.001248,,,
14.1586971,-0.11665,9.826724,-0.11665,9.828109,90.680061,90.680107,-0.021501,,,
14.1795492,-0.127418,9.806984,-0.138784,9.808794,90.810699,90.744377,-0.040816,,,
14.2003994,-0.120239,9.804591,-0.099302,9.805831,90.580238,90.702614,-0.043779,,,
14.2212505,-0.114257,9.820144,-0.108275,9.821405,90.631668,90.666603,-0.028205,,,
14.2421017,-0.120239,9.803992,-0.101097,9.805251,90.590759,90.70266,-0.044359,,,
14.2629528,-0.1334,9.845867,-0.10349,9.847315,90.602158,90.776245,-0.002295,,,
14.2838049,-0.132802,9.851251,-0.132802,9.853042,90.77227,90.772339,0.003432,,,
14.3046579,-0.125623,9.88176,-0.089731,9.882965,90.520218,90.72834,0.033355,,,
14.32551,-0.124427,9.876375,-0.117248,9.877854,90.680107,90.721802,0.028244,,,
14.3463621,-0.13998,9.885348,-0.125025,9.88713,90.724541,90.811272,0.03752,,,
14.3672142,-0.120239,9.864411,-0.090927,9.865563,90.528084,90.698357,0.015953,,,
14.3880663,-0.128614,9.857233,-0.138186,9.85904,90.803093,90.747536,0.00943,,,
14.4089165,-0.131605,9.853643,-0.092722,9.854959,90.539085,90.765198,0.005349,,,
14.4297705,-0.12323,9.842278,-0.125025,9.843843,90.727722,90.717339,-0.005767,,,
14.4506216,-0.102891,9.827323,-0.120838,9.828605,90.704437,90.599861,-0.021005,,,
14.4714746,-0.096909,9.834501,-0.072981,9.83525,90.425156,90.564575,-0.01436,,,
14.4923258,-0.098704,9.847063,-0.037089,9.847628,90.21579,90.574295,-0.001982,,,
14.5131769,-0.115454,9.828519,-0.081356,9.829534,90.474228,90.673012,-0.020076,,,
14.53403,-0.14656,9.810573,-0.164507,9.813046,90.960556,90.855881,-0.036564,,,
14.5548792,-0.129212,9.851251,-0.126221,9.852906,90.734009,90.751465,0.003296,,,
14.5757303,-0.135194,9.838689,-0.128016,9.84045,90.745392,90.787254,-0.00916,,,
14.5965824,-0.166301,9.856036,-0.085543,9.85781,90.4972,90.96666,0.0082,,,
14.6174345,-0.153739,9.857233,-0.127418,9.859256,90.740494,90.893547,0.009646,,,
14.6382875,-0.159721,9.862617,-0.227318,9.866529,91.320175,90.927803,0.016919,,,
14.6591415,-0.159721,9.846465,-0.171087,9.849247,90.995308,90.929321,-0.000363,,,
14.6799917,-0.157328,9.849456,-0.263809,9.854244,91.53405,90.915123,0.004634,,,
14.7008429,-0.135194,9.834501,-0.168096,9.836867,90.979141,90.78759,-0.012743,,,
14.721693,-0.096909,9.845867,-0.165703,9.847738,90.964134,90.563927,-0.001872,,,
14.7425451,-0.092722,9.846465,-0.10349,9.847445,90.60215,90.539528,-0.002165,,,
14.7633982,-0.040678,9.836894,-0.147757,9.838088,90.86055,90.236931,-0.011522,,,
14.7842484,-0.052044,9.845269,-0.093918,9.845855,90.546547,90.302872,-0.003755,,,
14.8050985,-0.042473,9.83809,-0.073579,9.838457,90.428505,90.247353,-0.011153,,,
14.8259487,-0.074178,9.862019,-0.025723,9.862331,90.149437,90.430946,0.012721,,,
14.8467989,-0.141775,9.856635,-0.084945,9.858021,90.493713,90.824066,0.008411,,,
14.867651,-0.163908,9.862019,-0.123829,9.864158,90.719276,90.952179,0.014548,,,
14.888505,-0.199801,9.869197,-0.183051,9.872916,91.062363,91.15979,0.023306,,,
14.9093552,-0.204586,9.872188,-0.165105,9.875688,90.957932,91.187202,0.026078,,,
14.9302073,-0.195015,9.843474,-0.202792,9.847494,91.179985,91.134972,-0.002116,,,
14.9510593,-0.170489,9.847063,-0.133998,9.84945,90.77951,90.991898,-0.00016,,,
14.9719105,-0.1334,9.830912,-0.159123,9.833104,90.927223,90.77742,-0.016506,,,
14.9927626,-0.127418,9.83151,-0.117248,9.833035,90.683205,90.742523,-0.016575,,,
15.0136127,-0.074178,9.828519,-0.105882,9.829369,90.617203,90.432411,-0.020241,,,
15.0344658,-0.07657,9.836894,-0.114855,9.837862,90.668938,90.445984,-0.011748,,,
15.0553188,-0.073579,9.814162,-0.104686,9.814997,90.611122,90.42955,-0.034613,,,
15.0761728,-0.097508,9.822537,-0.110668,9.823645,90.645477,90.568748,-0.025965,,,
15.0970259,-0.116052,9.83151,-0.159123,9.833482,90.927185,90.676292,-0.016128,,,
15.117878,-0.142373,9.83809,-0.152542,9.840302,90.888222,90.829102,-0.009308,,,
15.1387291,-0.140578,9.836894,-0.180658,9.839557,91.052032,90.818756,-0.010053,,,
15.1595821,-0.149551,9.843474,-0.21655,9.846992,91.260124,90.870422,-0.002618,,,
15.1804342,-0.113061,9.864411,-0.159721,9.866352,90.927567,90.65667,0.016742,,,
15.2012863,-0.120838,9.894919,-0.082552,9.896002,90.477966,90.699669,0.046392,,,
15.2221413,-0.111266,9.884152,-0.058026,9.884949,90.336334,90.644951,0.035339,,,
15.2429953,-0.114257,9.902099,-0.072981,9.903027,90.422249,90.661087,0.053417,,,
15.2638474,-0.145364,9.869795,-0.188435,9.872663,91.093643,90.843803,0.023053,,,
15.2846985,-0.163908,9.852448,-0.235693,9.856629,91.370193,90.953102,0.007019,,,
15.3055506,-0.156132,9.834501,-0.203988,9.837855,91.188118,90.909546,-0.011755,,,
15.3264036,-0.165703,9.820743,-0.192024,9.824018,91.119995,90.966644,-0.025592,,,
15.3472557,-0.144168,9.80818,-0.168694,9.81069,90.985245,90.84211,-0.03892,,,
15.3681087,-0.117248,9.822537,-0.202792,9.82533,91.182648,90.683891,-0.02428,,,
15.3889599,-0.098704,9.820743,-0.178863,9.822867,91.04335,90.575836,-0.026743,,,
15.4098101,-0.081356,9.836296,-0.120838,9.837375,90.703812,90.473885,-0.012235,,,
15.4306593,-0.066401,9.845867,-0.077767,9.846398,90.452522,90.386398,-0.003212,,,
15.4515095,-0.068195,9.851251,-0.104088,9.852036,90.605347,90.396622,0.002426,,,
15.4723597,-0.088534,9.859028,-0.150748,9.860578,90.875969,90.514503,0.010968,,,
15.4932108,-0.133998,9.866804,-0.172881,9.869227,91.003716,90.778069,0.019617,,,
15.5140629,-0.14656,9.863813,-0.178863,9.866524,91.038734,90.851257,0.016914,,,
15.5349178,-0.180658,9.850653,-0.159123,9.853595,90.925293,91.050667,0.003985,,,
15.5557756,-0.175872,9.848858,-0.183649,9.852139,91.068085,91.023033,0.002529,,,
15.5766335,-0.159721,9.826126,-0.191426,9.829288,91.115906,90.931244,-0.020322,,,
15.5974922,-0.144168,9.844072,-0.16331,9.846482,90.950333,90.839043,-0.003128,,,
15.6183491,-0.113659,9.827323,-0.10349,9.828526,90.60331,90.662628,-0.021084,,,
15.6392078,-0.088534,9.828519,-0.128614,9.829759,90.749687,90.516098,-0.019851,,,
15.6600666,-0.107677,9.828519,-0.121436,9.829859,90.70784,90.627686,-0.019751,,,
15.6809254,-0.098704,9.839885,-0.138186,9.841351,90.804535,90.574715,-0.008259,,,
15.7017794,-0.118445,9.857233,-0.151944,9.859116,90.883049,90.688431,0.009506,,,
15.7226315,-0.129811,9.830912,-0.145364,9.832843,90.847061,90.756508,-0.016767,,,
15.7434845,-0.162712,9.83151,-0.22014,9.83532,91.282532,90.948158,-0.01429,,,
15.7643366,-0.153739,9.824331,-0.229113,9.828205,91.335785,90.896538,-0.021405,,,
15.7851877,-0.1334,9.83809,-0.254237,9.842278,91.480179,90.776855,-0.007332,,,
15.8060398,-0.11665,9.843474,-0.174078,9.845705,91.013077,90.678955,-0.003905,,,
15.8268938,-0.077767,9.847662,-0.139382,9.848955,90.810875,90.452454,-0.000655,,,
15.8477449,-0.098704,9.865009,-0.095115,9.865961,90.552376,90.57325,0.016351,,,
15.8685961,-0.10349,9.847662,-0.158524,9.849482,90.922195,90.602104,-0.000128,,,
15.8894491,-0.13998,9.857233,-0.174078,9.859764,91.011635,90.813591,0.010154,,,
15.9103003,-0.123829,9.839885,-0.172881,9.842182,91.00647,90.720993,-0.007428,,,
15.9311533,-0.144766,9.819546,-0.149551,9.821752,90.872452,90.844627,-0.027858,,,
15.9520025,-0.168096,9.83151,-0.214756,9.835292,91.251167,90.97953,-0.014318,,,
15.9728546,-0.160319,9.817153,-0.267996,9.822119,91.563507,90.935585,-0.027491,,,
15.9937077,-0.131007,9.830314,-0.202194,9.833266,91.178207,90.763527,-0.016344,,,
16.0145607,-0.122632,9.872787,-0.150748,9.874699,90.874718,90.711647,0.025089,,,
16.0354118,-0.093918,9.829716,-0.118445,9.830878,90.690331,90.547417,-0.018732,,,
16.0562649,-0.089731,9.903893,-0.114855,9.904964,90.664406,90.519096,0.055354,,,
16.0771179,-0.091525,9.848858,-0.204586,9.851408,91.189957,90.532433,0.001798,,,
16.0979691,-0.102891,9.857831,-0.171685,9.859863,90.997711,90.598007,0.010253,,,
16.1188221,-0.130409,9.849456,-0.15673,9.851566,90.911568,90.75856,0.001956,,,
16.139677,-0.120838,9.862019,-0.187238,9.864536,91.087593,90.702003,0.014926,,,
16.1605301,-0.159123,9.81835,-0.152542,9.820824,90.889984,90.92849,-0.028786,,,
16.1813812,-0.161516,9.836894,-0.183649,9.839933,91.069412,90.940674,-0.009677,,,
16.2022362,-0.140578,9.832108,-0.217747,9.835524,91.268562,90.819153,-0.014086,,,
16.2230873,-0.138784,9.823733,-0.129811,9.825571,90.756989,90.809387,-0.024039,,,
16.2439404,-0.137587,9.826724,-0.232104,9.830427,91.352921,90.802162,-0.019183,,,
16.2647896,-0.117248,9.835099,-0.154935,9.837018,90.902458,90.683014,-0.012592,,,
16.2856407,-0.098106,9.842278,-0.151944,9.84394,90.884415,90.571091,-0.00567,,,
16.3064919,-0.117847,9.840483,-0.153141,9.84238,90.891518,90.686127,-0.00723,,,
16.3273411,-0.097508,9.847662,-0.114257,9.848807,90.664711,90.567299,-0.000803,,,
16.3481922,-0.10349,9.843474,-0.128614,9.844858,90.748543,90.602356,-0.004752,,,
16.3690434,-0.134596,9.885947,-0.175872,9.888428,91.019096,90.780029,0.038818,,,
16.3898964,-0.132802,9.833903,-0.106481,9.835377,90.620316,90.773705,-0.014233,,,
16.4107494,-0.152542,9.870992,-0.180658,9.873823,91.048378,90.885353,0.024213,,,
16.4316025,-0.145962,9.833903,-0.20997,9.837228,91.223038,90.850365,-0.012382,,,
16.4524555,-0.136391,9.864411,-0.19322,9.867246,91.12204,90.792152,0.017636,,,
16.4733067,-0.129811,9.839885,-0.139382,9.841728,90.81147,90.755821,-0.007882,,,
16.4941578,-0.125623,9.847662,-0.135793,9.8494,90.789955,90.730865,-0.00021,,,
16.5150108,-0.127418,9.818948,-0.139382,9.820764,90.813202,90.743469,-0.028846,,,
16.535862,-0.127418,9.847662,-0.163908,9.84985,90.953484,90.741302,0.00024,,,
16.556715,-0.125623,9.836894,-0.185444,9.839443,91.079918,90.731659,-0.010167,,,
16.5775681,-0.112463,9.82493,-0.122034,9.826332,90.711578,90.655815,-0.023278,,,
16.5984211,-0.144168,9.832108,-0.221934,9.83567,91.292946,90.840065,-0.01394,,,
16.6192741,-0.139382,9.845867,-0.147159,9.847953,90.856209,90.81105,-0.001657,,,
16.6401272,-0.125623,9.857831,-0.217149,9.861023,91.26181,90.73011,0.011413,,,
16.6609783,-0.120838,9.857233,-0.120239,9.858707,90.698814,90.702339,0.009097,,,
16.6818314,-0.118445,9.837492,-0.175872,9.839777,91.024139,90.689812,-0.009833,,,
16.7026825,-0.135194,9.897911,-0.099302,9.899332,90.574753,90.782547,0.049722,,,
16.7235374,-0.121436,9.845867,-0.230907,9.849323,91.343361,90.706635,-0.000287,,,
16.7443905,-0.140578,9.809975,-0.115454,9.811661,90.674217,90.820999,-0.037949,,,
16.7652454,-0.154935,9.851251,-0.241077,9.855418,91.401672,90.901047,0.005808,,,
16.7860985,-0.108275,9.837492,-0.105284,9.838651,90.613136,90.630592,-0.010959,,,
16.8069515,-0.144766,9.851251,-0.11007,9.852929,90.640083,90.841911,0.003319,,,
16.8278046,-0.135194,9.832108,-0.200997,9.835092,91.171021,90.787788,-0.014518,,,
16.8486576,-0.111266,9.866804,-0.081356,9.867767,90.472389,90.646088,0.018157,,,
16.8695107,-0.117847,9.848858,-0.186042,9.851319,91.082092,90.685539,0.001709,,,
16.8903637,-0.163908,9.834501,-0.098106,9.836356,90.571465,90.954842,-0.013254,,,
16.9112167,-0.098704,9.851849,-0.188435,9.854145,91.095695,90.57402,0.004535,,,
